,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-2.132392883300781,-5.085677146911621,-8.829952239990234,-8.681133270263672,-8.851495742797852,-7.850468158721924
1,-2.8580806255340576,-4.281595706939697,-9.727823257446287,-10.514055252075195,-9.77244758605957,-8.084213256835938
2,-2.6660304069519043,-4.510189056396484,-5.857053279876709,-6.8283209800720215,-9.08892059326172,-7.940552711486816
3,-2.0532472133636475,-5.494187831878662,-6.6465840339660645,-9.120985984802246,-8.170320510864258,-7.121481418609619
5,-2.675642490386963,-6.0601091384887695,-9.220907211303713,-10.004197120666504,-9.746623039245604,-7.371572971343994
7,-2.1762490272521973,-3.8700368404388414,-7.056551933288574,-8.665480613708496,-9.38019847869873,-7.163283824920654
6,-1.4945183992385864,-4.485728740692139,-8.328794479370117,-7.957912445068359,-8.025667190551758,-6.771535873413086
8,-2.042107582092285,-6.122501850128174,-7.159730911254883,-6.41637134552002,-10.21595573425293,-9.199451446533203
9,-1.5883371829986572,-6.730041027069092,-5.487222671508789,-7.864274024963379,-9.150989532470703,-8.981414794921875
10,-2.412262439727783,-3.1148011684417725,-6.512876033782959,-4.707463264465332,-7.740192413330078,-7.758026123046875
11,-1.815859079360962,-3.195553779602051,-8.383520126342773,-9.303229331970217,-7.343439102172852,-5.6029558181762695
13,-1.9259270429611208,-3.7126519680023193,-6.4089460372924805,-9.635610580444336,-9.127120971679688,-6.8932318687438965
12,-2.519347906112671,-7.358823776245117,-7.925897121429443,-8.725382804870605,-9.903922080993652,-8.762422561645508
14,-2.0947654247283936,-3.2108945846557617,-3.522894382476806,-7.080196380615234,-8.505158424377441,-8.077811241149902
23,-1.80624794960022,-3.387051582336426,-6.188927173614502,-9.439826965332031,-9.171934127807615,-9.426928520202637
16,-1.57537841796875,-3.5184004306793213,-7.107234001159668,-8.515340805053711,-9.09213161468506,-6.706605911254883
17,-2.0330910682678223,-5.78917121887207,-8.5402193069458,-8.355043411254883,-10.70978832244873,-8.647220611572266
18,-2.7259700298309326,-6.930246829986572,-6.237825870513916,-7.187567234039307,-8.959303855895996,-9.36007308959961
19,-2.2723588943481445,-8.877567291259766,-8.784774780273438,-8.799674987792969,-7.041750907897949,-8.277917861938477
4,-3.348606824874878,-0.5068336725234985,-9.505786895751951,-10.34343433380127,-10.228846549987791,-9.271856307983398
22,-1.4730960130691528,-9.111516952514648,-10.288891792297363,-10.85869598388672,-10.410677909851074,-9.452299118041992
21,-2.1537113189697266,-8.348020553588867,-10.202739715576172,-10.760201454162598,-10.298816680908203,-8.156793594360352
15,-2.9033117294311523,-5.366368770599365,-9.11366844177246,-10.308917999267578,-9.894837379455566,-8.841987609863281
20,-2.045025110244751,-5.411386489868164,-4.926947593688965,-8.205277442932129,-9.013806343078612,-8.357648849487305
