,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.958984375,-4.6484375,-6.58984375,-6.81640625,-7.390625,-7.88671875
1,-2.919921875,-3.216796875,-7.51953125,-7.3671875,-6.8203125,-7.10546875
2,-3.6171875,-3.9375,-6.87109375,-5.44140625,-5.15234375,-5.23828125
3,-2.142578125,-5.3203125,-6.33984375,-6.5546875,-5.69921875,-5.94921875
4,-3.15234375,-2.46484375,-6.6328125,-5.64453125,-5.20703125,-6.16015625
5,-2.4375,-3.548828125,-6.16015625,-5.375,-5.375,-6.2265625
6,-3.427734375,-4.6640625,-5.65234375,-5.65234375,-5.65234375,-5.31640625
7,-3.0625,-3.755859375,-6.43359375,-5.9453125,-6.10546875,-6.37890625
8,-3.091796875,-4.8359375,-7.51953125,-6.6953125,-6.5625,-6.515625
9,-4.21484375,-4.64453125,-6.04296875,-6.1796875,-6.23046875,-6.24609375
10,-3.068359375,-3.91015625,-4.96484375,-6.29296875,-5.765625,-6.66796875
11,-2.884765625,-6.51171875,-6.125,-6.6015625,-6.07421875,-6.39453125
12,-3.7265625,-3.150390625,-7.23046875,-6.59765625,-7.0234375,-7.296875
13,-3.533203125,-4.18359375,-5.359375,-5.96875,-5.953125,-6.2109375
14,-2.90625,-5.97265625,-6.42578125,-6.265625,-6.0625,-6.6953125
15,-3.078125,-7.8359375,-6.16015625,-5.70703125,-4.578125,-5.23046875
16,-2.365234375,-3.607421875,-6.76953125,-5.87890625,-6.3515625,-6.3984375
17,-2.35546875,-4.71484375,-6.63671875,-5.125,-5.02734375,-4.98046875
18,-3.04296875,-2.625,-6.8359375,-6.171875,-5.96484375,-7.39453125
19,-2.658203125,-2.603515625,-3.400390625,-6.6015625,-5.6328125,-6.9140625
