,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-8.4375,-11.1015625,-10.7109375,-10.6875,-10.765625,-11.7578125
1,-7.8515625,-12.3515625,-11.4296875,-10.078125,-12.0625,-13.265625
2,-7.26953125,-11.8671875,-14.078125,-10.8515625,-10.765625,-12.1171875
3,-7.46484375,-13.0546875,-11.546875,-12.078125,-12.078125,-13.984375
4,-7.25390625,-11.8203125,-13.4765625,-14.4765625,-11.3671875,-12.6796875
5,-7.47265625,-11.1875,-11.765625,-12.265625,-11.25,-12.3515625
6,-8.1796875,-12.59375,-10.2109375,-11.4296875,-10.34375,-11.3671875
7,-8.140625,-11.5390625,-10.484375,-10.9140625,-12.21875,-11.9765625
8,-7.25,-11.203125,-13.2890625,-13.671875,-13.8671875,-12.8828125
9,-7.6484375,-11.5703125,-10.359375,-10.5,-10.8046875,-11.8515625
10,-7.5546875,-11.1796875,-10.484375,-10.8125,-10.7890625,-12.46875
11,-7.31640625,-11.6875,-11.3984375,-10.2109375,-10.5703125,-11.8359375
12,-7.5234375,-10.921875,-11.3359375,-13.625,-12.59375,-13.4140625
13,-7.98046875,-12.109375,-11.0859375,-10.78125,-10.4140625,-11.4296875
14,-7.85546875,-12.4921875,-10.7890625,-10.8515625,-10.9296875,-12.390625
15,-7.42578125,-11.3828125,-10.6015625,-10.5703125,-11.5703125,-12.703125
16,-7.70703125,-14.296875,-12.0703125,-12.7890625,-11.859375,-13.0625
17,-7.6875,-10.375,-12.078125,-11.0,-11.1015625,-13.7890625
18,-7.7890625,-12.4296875,-10.8203125,-11.2265625,-10.5078125,-11.703125
19,-7.8046875,-12.203125,-10.4296875,-11.5625,-10.7578125,-11.796875
