,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-10.015625,-12.2734375,-11.1640625,-11.078125,-11.6015625,-11.7578125
1,-8.59375,-13.2578125,-12.8671875,-12.390625,-12.7265625,-13.265625
2,-9.15625,-13.28125,-14.140625,-11.265625,-11.6875,-12.1171875
3,-9.5703125,-14.0859375,-12.890625,-13.6640625,-13.421875,-13.984375
4,-7.953125,-13.2109375,-12.4453125,-13.359375,-11.765625,-12.6796875
5,-9.125,-12.9375,-12.546875,-12.4453125,-11.9765625,-12.3515625
6,-8.71875,-13.0390625,-11.09375,-11.2890625,-10.4921875,-11.3671875
7,-10.7109375,-11.203125,-11.6875,-10.9609375,-12.6328125,-11.9765625
8,-8.4453125,-12.6796875,-16.125,-12.578125,-15.390625,-12.8828125
9,-8.265625,-12.3203125,-12.5390625,-11.8125,-10.875,-11.8515625
10,-8.1953125,-12.0625,-11.203125,-10.953125,-12.09375,-12.46875
11,-8.4609375,-12.3671875,-11.8203125,-12.0078125,-11.921875,-11.8359375
12,-8.9609375,-12.8203125,-13.109375,-14.4609375,-13.421875,-13.4140625
13,-8.453125,-12.8203125,-12.53125,-12.1171875,-11.4375,-11.4296875
14,-9.546875,-13.484375,-13.9921875,-13.75,-11.7734375,-12.390625
15,-8.34375,-12.5546875,-12.015625,-12.421875,-11.9296875,-12.703125
16,-9.515625,-14.6953125,-12.9765625,-13.3203125,-13.0703125,-13.0625
17,-10.1171875,-11.609375,-14.4296875,-11.6953125,-12.609375,-13.7890625
18,-9.0390625,-13.015625,-12.3359375,-12.0234375,-10.6015625,-11.703125
19,-8.84375,-13.59375,-11.390625,-11.6015625,-10.6796875,-11.796875
