,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-1.9409372806549072,-1.841045618057251,-4.686835289001465,-6.9336442947387695,-2.674983501434326,-2.807056427001953,-2.9510509967803955,-7.789543628692627,-5.447054386138916,-9.460631370544434,-1.6312050819396973,-0.3616757392883301,-6.272629261016846,-8.09088134765625,-6.262650966644287,-7.827937126159668,-3.226334571838379,-6.179551124572754,-6.956757068634033,-7.400333881378174,-1.545867919921875,-1.189676284790039,-5.522956848144531,-8.144312858581543,-4.2362260818481445,-6.729095935821533,-0.941337823867798,-6.003976345062256,-5.336540222167969,-6.523066520690918,-1.9279024600982664,-0.3150579929351806,-5.473651885986328,-7.283937454223633,-5.278592109680176,-8.029518127441406,-2.91672420501709,-5.952195644378662,-6.352642059326172,-7.30795431137085,-2.0732128620147705,-0.2397530823945999,-6.625183582305908,-7.070672512054443,-7.975424289703369,-10.065150260925291,-5.232655048370361,-5.971109390258789,-9.04485321044922,-8.184771537780762,-2.024033784866333,-0.4039451479911804,-6.640791893005371,-6.799803733825684,-7.7196760177612305,-8.351799011230469,-4.843654632568359,-5.9213690757751465,-7.662271499633789,-6.7906413078308105
1,-4.699729919433594,-5.506805419921875,-7.77999210357666,-8.736750602722168,-5.592214107513428,-5.899439811706543,-5.701645374298096,-10.258063316345217,-6.872430324554443,-10.230690956115724,-1.30484938621521,-3.2784945964813232,-4.602813720703125,-7.583003997802734,-4.029932022094727,-4.286186695098877,-2.605743646621704,-8.754854202270508,-5.973906517028809,-7.283164978027344,-0.5611644983291626,-2.510589122772217,-5.8012375831604,-7.054293155670166,-3.9857735633850098,-6.21162748336792,-1.7681162357330322,-6.927213191986084,-4.5514326095581055,-5.312336444854736,-1.7063848972320557,-0.3412306010723114,-6.745904922485352,-6.969918251037598,-7.576153755187988,-10.327543258666992,-3.7570409774780273,-6.251034259796143,-7.578113079071045,-6.265224456787109,-2.509347438812256,-0.1548076421022415,-6.901614665985107,-7.595314502716064,-7.516448497772217,-11.045170783996582,-4.71641731262207,-6.730525970458984,-8.323634147644043,-7.279129505157471,-1.849253535270691,-0.7226494550704956,-5.903189659118652,-6.684500694274902,-5.771214485168457,-7.100479602813721,-2.600656747817993,-6.175734519958496,-5.603375434875488,-5.985949993133545
2,-2.088509082794189,-2.714660167694092,-4.618957996368408,-7.566257953643799,-2.61894965171814,-2.171494960784912,-2.048468589782715,-7.853193759918213,-4.006519317626953,-8.159735679626465,-1.5076829195022583,-2.1038684844970703,-4.042374610900879,-7.646359443664551,-3.737301826477051,-3.4317219257354736,-1.824512600898743,-7.7735466957092285,-4.834664821624756,-7.022142887115479,-3.2314929962158203,-2.137758255004883,-6.727882385253906,-8.309759140014648,-5.611627578735352,-5.890910625457764,-2.0213546752929688,-7.300168991088867,-5.343512535095215,-7.010198593139648,-2.273023128509521,-0.2064357995986938,-6.31760835647583,-7.214778423309326,-7.3176350593566895,-9.258773803710938,-4.557338237762451,-6.955487251281738,-8.16103744506836,-7.913951873779297,-2.012601375579834,-0.2818616926670074,-5.406824588775635,-7.004889011383057,-6.89867639541626,-8.682909965515137,-4.458809852600098,-6.371278285980225,-7.9408745765686035,-8.225607872009277,-2.0716793537139893,-0.3533509373664856,-5.831509113311768,-7.031656742095947,-7.012555599212647,-7.215444087982178,-4.237411975860596,-6.596663951873779,-6.981349468231201,-7.159740447998047
3,-1.3280866146087646,-2.063331365585327,-4.741354942321777,-6.526322364807129,-2.461202621459961,-2.0284435749053955,-2.774696111679077,-7.616347312927246,-4.715097904205322,-8.525874137878418,-1.514756679534912,-0.4103789031505584,-5.36609411239624,-8.208025932312012,-6.450676441192627,-6.867143630981445,-3.2490713596343994,-6.33776330947876,-7.118762016296387,-7.538496494293213,-2.4803216457366943,-0.2155778259038925,-4.394978046417236,-8.084745407104492,-4.740137577056885,-5.833500385284424,-3.7351362705230713,-7.360292911529541,-5.382510185241699,-8.483312606811523,-2.119303703308105,-0.5968827605247498,-2.280014991760254,-8.023890495300293,-3.60113525390625,-5.082346439361572,-2.49142861366272,-6.993519306182861,-4.164828300476074,-7.3236260414123535,-1.48542582988739,-0.3554247319698334,-5.676222801208496,-7.817183494567871,-5.7262163162231445,-8.013933181762695,-3.565039157867432,-7.142862319946289,-6.131920337677002,-7.569837093353271,-0.854468584060669,-0.792273759841919,-5.951428413391113,-8.26450252532959,-4.898181915283203,-6.388129711151123,-2.7214388847351074,-6.730443954467773,-4.880414009094238,-6.186960697174072
5,-2.235874652862549,-3.312023639678955,-5.342798709869385,-7.460050106048584,-2.6210134029388428,-2.0504260063171387,-2.6980695724487305,-8.19299030303955,-4.622561931610107,-8.373503684997559,-1.6597957611083984,-3.2650508880615234,-3.1851015090942383,-8.612046241760254,-2.78415322303772,-4.395596027374268,-1.119040846824646,-7.412628650665283,-4.640852928161621,-6.166947364807129,-1.5313043594360352,-2.264002799987793,-4.520627975463867,-7.501446723937988,-3.677764892578125,-5.536164283752441,-0.6583885550498962,-6.847874641418457,-5.306923389434815,-5.43865442276001,-3.28310489654541,-4.360154151916504,-4.444381713867188,-9.10756778717041,-2.3993828296661377,-2.889327049255371,-0.8413782119750977,-7.465368270874023,-3.366132974624634,-6.394674777984619,-2.145068645477295,-1.1466823816299438,-5.435935497283936,-7.630632877349853,-3.428767681121826,-3.892850160598755,-1.7592191696166992,-6.271180629730225,-4.158267021179199,-6.269145965576172,-3.291658878326416,-1.487176537513733,-5.271316051483154,-8.568070411682129,-3.688303470611572,-3.621617078781128,-1.465618371963501,-6.610509872436523,-3.822696685791016,-6.214137077331543
7,-3.1985230445861816,-1.684048056602478,-7.9696221351623535,-8.707767486572266,-4.622915267944336,-3.3566877841949463,-4.158424377441406,-9.593478202819824,-6.064957141876221,-8.033246994018555,-1.777393460273743,-1.0414048433303833,-6.635398864746094,-8.495741844177246,-4.4564619064331055,-5.46958065032959,-1.9142506122589111,-7.897912979125977,-5.151281356811523,-6.100583076477051,-1.814864158630371,-0.853396475315094,-6.463481903076172,-7.32539176940918,-5.479266166687012,-7.021854877471924,-1.965145707130432,-6.69527530670166,-5.751060962677002,-5.001385688781738,-2.5465540885925293,-0.1874289661645889,-7.346127033233643,-7.660544872283935,-7.451278209686279,-9.458635330200195,-3.924524307250977,-6.883867263793945,-7.199317455291748,-6.234823226928711,-2.84321403503418,-0.1442966163158416,-7.534210205078125,-7.89542293548584,-7.677524566650391,-9.666380882263184,-4.585160732269287,-7.21799898147583,-8.054580688476562,-6.662528991699219,-2.00577163696289,-0.5430012345314026,-6.907952308654785,-5.703361511230469,-7.205764770507812,-8.227361679077148,-2.86839246749878,-6.2852325439453125,-6.55652379989624,-4.147343635559082
6,-1.671694040298462,-2.025749444961548,-3.288182497024536,-7.195272445678711,-2.532500982284546,-3.457409143447876,-2.673367500305176,-7.978372573852539,-4.380068778991699,-7.78279972076416,-1.9218229055404663,-0.4014047086238861,-5.2087225914001465,-7.683583736419678,-5.20868730545044,-6.79437255859375,-2.684760808944702,-7.13474702835083,-5.171980857849121,-6.856634140014648,-1.862123847007752,-0.4282573461532593,-5.755011081695557,-7.817518711090088,-6.716623783111572,-8.843278884887695,-3.3891472816467285,-6.5690999031066895,-6.699619293212891,-6.442178249359131,-1.7083919048309326,-0.5553061366081238,-6.538854122161865,-7.5814385414123535,-7.402028560638428,-9.462368965148926,-3.794013977050781,-6.484646797180176,-7.050273418426514,-6.380576133728027,-1.9497296810150144,-0.3980729579925537,-6.676570892333984,-7.621092796325684,-7.8709001541137695,-10.108863830566406,-4.300224781036377,-6.4991326332092285,-7.602931022644043,-6.479911804199219,-2.259129047393799,-0.831591010093689,-6.959203243255615,-7.910830020904541,-7.540771007537842,-8.584845542907715,-3.895340919494629,-6.639510631561279,-7.048884868621826,-5.972770690917969
8,-2.1909120082855225,-2.882880926132202,-5.077911376953125,-7.407242774963379,-3.295623779296875,-2.860524892807007,-2.804261922836304,-8.02302360534668,-4.297844409942627,-7.869231224060059,-1.7882330417633057,-1.931225061416626,-4.599787712097168,-7.072925567626953,-2.7641758918762207,-3.518793821334839,-2.016256332397461,-7.877503871917725,-3.5184359550476074,-6.523092746734619,-2.568817138671875,-1.099979281425476,-5.199374198913574,-7.107700347900391,-5.086668014526367,-6.739308834075928,-1.5293819904327393,-6.286007881164551,-4.59340238571167,-5.7178239822387695,-2.380078315734864,-1.0970011949539185,-5.609195709228516,-6.524385452270508,-4.63374137878418,-7.72253942489624,-1.4541138410568235,-6.817676544189453,-4.973400115966797,-6.049283027648926,-1.6897400617599487,-0.541869044303894,-6.046573638916016,-6.334059715270996,-6.520994186401367,-9.382330894470217,-3.8246958255767822,-5.554239273071289,-7.071109294891357,-6.555115699768066,-1.7118003368377686,-0.4839618802070617,-5.011852264404297,-7.202817916870117,-5.4161787033081055,-6.173281192779541,-3.5806307792663574,-6.034236907958984,-6.555662631988525,-6.6921586990356445
9,-1.513585090637207,-1.370011329650879,-4.417259216308594,-7.6882171630859375,-3.382842302322388,-2.497441291809082,-3.025044679641724,-7.754756450653076,-4.56282377243042,-8.097380638122559,-2.260826110839844,-0.2961846590042114,-4.5526533126831055,-8.272300720214844,-4.735126495361328,-4.578892707824707,-2.9650495052337646,-6.77046012878418,-5.364060401916504,-7.815066337585449,-2.5047836303710938,-0.2163027673959732,-5.292179107666016,-9.405635833740234,-4.632830619812012,-5.625922203063965,-3.561995506286621,-6.850317478179932,-5.720705509185791,-7.485880851745605,-2.98523473739624,-0.1012567430734634,-6.808852672576904,-9.42026424407959,-8.696440696716309,-10.530034065246582,-5.572619915008545,-6.180215358734131,-9.228076934814451,-7.603534698486328,-3.10147762298584,-0.1203412264585495,-6.741977691650391,-9.148470878601074,-8.262558937072754,-10.04868507385254,-5.036290645599365,-6.506405830383301,-8.677897453308105,-7.141754150390625,-2.8724517822265625,-0.2008095681667328,-6.473601341247559,-8.800151824951172,-7.475431442260742,-8.271759033203125,-4.562198638916016,-6.046913623809815,-7.863235950469971,-6.511956214904785
10,-1.0919756889343262,-2.1666808128356934,-5.571591854095459,-6.532894611358643,-3.221245050430298,-3.716491222381592,-2.554973125457764,-7.759088039398193,-4.964305400848389,-7.789968967437744,-1.8559703826904297,-0.2854862809181213,-6.036408424377441,-7.951732635498047,-7.850751876831055,-8.9514799118042,-4.055801868438721,-6.456212520599365,-7.898759841918945,-7.244096279144287,-2.0406980514526367,-0.2444925308227539,-5.549420356750488,-7.92031192779541,-5.956717491149902,-7.984687328338623,-3.564674139022827,-6.709065437316895,-6.641088485717773,-7.120309352874756,-1.2953723669052124,-0.4300330579280853,-6.969884395599365,-7.525408267974853,-8.288219451904297,-9.759132385253906,-4.769724369049072,-6.58030891418457,-9.165311813354492,-7.640072345733643,-1.8511899709701536,-0.2925428450107574,-6.514894962310791,-7.455424785614014,-8.0736083984375,-10.06413745880127,-5.02909517288208,-6.220297336578369,-9.315714836120604,-7.887199401855469,-2.449178695678711,-0.171882688999176,-6.631263732910156,-7.520254135131836,-7.661445617675781,-9.628771781921388,-4.944545745849609,-6.211452960968018,-9.306466102600098,-7.515138626098633
