,agent0_kangaroo,agent0_koala,agent0_lion,agent0_elephant,agent0_giraffe,agent0_dolphin,agent1_kangaroo,agent1_koala,agent1_lion,agent1_elephant,agent1_giraffe,agent1_dolphin,agent2_kangaroo,agent2_koala,agent2_lion,agent2_elephant,agent2_giraffe,agent2_dolphin,agent3_kangaroo,agent3_koala,agent3_lion,agent3_elephant,agent3_giraffe,agent3_dolphin,agent4_kangaroo,agent4_koala,agent4_lion,agent4_elephant,agent4_giraffe,agent4_dolphin,agent5_kangaroo,agent5_koala,agent5_lion,agent5_elephant,agent5_giraffe,agent5_dolphin,agent0_panda,agent0_penguin,agent0_chimpanzee,agent0_orangutan,agent1_panda,agent1_penguin,agent1_chimpanzee,agent1_orangutan,agent2_panda,agent2_penguin,agent2_chimpanzee,agent2_orangutan,agent3_panda,agent3_penguin,agent3_chimpanzee,agent3_orangutan,agent4_panda,agent4_penguin,agent4_chimpanzee,agent4_orangutan,agent5_panda,agent5_penguin,agent5_chimpanzee,agent5_orangutan
0,0.0729166666666666,0.015625,0.015625,0.3958333333333333,0.015625,0.1927083333333333,0.0208333333333333,0.0,0.0,0.1979166666666666,0.015625,0.3020833333333333,0.0625,0.0416666666666666,0.0,0.0572916666666666,0.0625,0.1197916666666666,0.0104166666666666,0.0,0.0,0.1041666666666666,0.0052083333333333,0.0833333333333333,0.0,0.0,0.0,0.0677083333333333,0.0,0.84375,0.0,0.0,0.0,0.0625,0.0,0.5416666666666666,0.0729166666666666,0.171875,0.0,0.0,0.1979166666666666,0.140625,0.0,0.0,0.234375,0.28125,0.0,0.0,0.21875,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1354166666666666,0.21875,0.0,0.0052083333333333
1,0.0572916666666666,0.0364583333333333,0.0052083333333333,0.421875,0.046875,0.0729166666666666,0.0260416666666666,0.0052083333333333,0.0052083333333333,0.484375,0.0520833333333333,0.0833333333333333,0.0052083333333333,0.046875,0.0,0.2395833333333333,0.0833333333333333,0.109375,0.0,0.0052083333333333,0.0,0.03125,0.0104166666666666,0.1458333333333333,0.0104166666666666,0.0,0.0,0.0833333333333333,0.0,0.8697916666666666,0.0,0.0,0.0,0.0052083333333333,0.0,0.015625,0.046875,0.109375,0.0,0.0,0.1041666666666666,0.0677083333333333,0.0,0.015625,0.1197916666666666,0.1979166666666666,0.0,0.0,0.3697916666666667,0.2447916666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3177083333333333,0.5729166666666666,0.0,0.0
2,0.0729166666666666,0.03125,0.015625,0.3697916666666667,0.0260416666666666,0.1614583333333333,0.0416666666666666,0.0052083333333333,0.0,0.0729166666666666,0.1666666666666666,0.1197916666666666,0.0,0.0104166666666666,0.0,0.0,0.0,0.0052083333333333,0.0,0.0,0.0,0.03125,0.0052083333333333,0.2291666666666666,0.0,0.0,0.0,0.046875,0.0,0.15625,0.0,0.0,0.0,0.0260416666666666,0.0,0.1302083333333333,0.0208333333333333,0.0885416666666666,0.0,0.0,0.046875,0.1666666666666666,0.0,0.0,0.1145833333333333,0.5104166666666666,0.0,0.0,0.2239583333333333,0.4583333333333333,0.0,0.0,0.3958333333333333,0.265625,0.0,0.0,0.1979166666666666,0.5364583333333334,0.0,0.0
3,0.0625,0.0052083333333333,0.0104166666666666,0.3958333333333333,0.0625,0.1510416666666666,0.0,0.0,0.0,0.203125,0.0104166666666666,0.5260416666666666,0.078125,0.015625,0.0052083333333333,0.1145833333333333,0.0,0.3489583333333333,0.078125,0.046875,0.0052083333333333,0.046875,0.0,0.0364583333333333,0.0625,0.0052083333333333,0.0,0.3385416666666667,0.0052083333333333,0.3802083333333333,0.0208333333333333,0.015625,0.0,0.4322916666666667,0.0260416666666666,0.4166666666666667,0.03125,0.1302083333333333,0.0,0.0,0.09375,0.0625,0.0,0.0,0.1614583333333333,0.1145833333333333,0.0,0.0,0.484375,0.1041666666666666,0.0,0.0,0.1041666666666666,0.0520833333333333,0.0,0.0,0.0260416666666666,0.0625,0.0,0.0
4,0.0572916666666666,0.0104166666666666,0.0052083333333333,0.4166666666666667,0.0104166666666666,0.1770833333333333,0.0260416666666666,0.0052083333333333,0.0,0.171875,0.0260416666666666,0.3958333333333333,0.0,0.0052083333333333,0.0,0.046875,0.0416666666666666,0.3177083333333333,0.0052083333333333,0.0,0.0052083333333333,0.1145833333333333,0.0,0.125,0.0,0.0,0.0,0.0729166666666666,0.0052083333333333,0.6927083333333334,0.0,0.0,0.0,0.03125,0.0052083333333333,0.8385416666666666,0.0729166666666666,0.109375,0.0,0.0,0.0885416666666666,0.0885416666666666,0.0,0.0104166666666666,0.1354166666666666,0.2239583333333333,0.0,0.0,0.015625,0.0052083333333333,0.0,0.0,0.046875,0.03125,0.0,0.0052083333333333,0.015625,0.09375,0.0,0.0
5,0.046875,0.0572916666666666,0.0,0.4114583333333333,0.0416666666666666,0.140625,0.03125,0.0052083333333333,0.0,0.140625,0.0208333333333333,0.0208333333333333,0.03125,0.0208333333333333,0.0,0.4270833333333333,0.0364583333333333,0.0572916666666666,0.1614583333333333,0.0729166666666666,0.0,0.0416666666666666,0.0208333333333333,0.0104166666666666,0.0364583333333333,0.0052083333333333,0.0,0.0625,0.0416666666666666,0.1927083333333333,0.0104166666666666,0.0052083333333333,0.0,0.015625,0.0416666666666666,0.1666666666666666,0.046875,0.1458333333333333,0.0,0.0,0.5833333333333334,0.2083333333333333,0.0,0.0,0.2135416666666666,0.2708333333333333,0.0,0.0052083333333333,0.15625,0.4635416666666667,0.0,0.0,0.1510416666666666,0.359375,0.0,0.0,0.0885416666666666,0.6041666666666666,0.0,0.0052083333333333
6,0.0572916666666666,0.015625,0.0,0.484375,0.0416666666666666,0.21875,0.0104166666666666,0.0104166666666666,0.0,0.0885416666666666,0.0104166666666666,0.6614583333333334,0.0,0.0104166666666666,0.0,0.0572916666666666,0.0,0.75,0.0,0.0,0.0052083333333333,0.0833333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.1510416666666666,0.0,0.7291666666666666,0.0,0.0,0.0,0.0989583333333333,0.0104166666666666,0.6875,0.03125,0.1197916666666666,0.0,0.0,0.1145833333333333,0.0989583333333333,0.0,0.0,0.0625,0.0052083333333333,0.0,0.0,0.046875,0.0364583333333333,0.0,0.0052083333333333,0.015625,0.0104166666666666,0.0,0.0,0.03125,0.078125,0.0,0.0052083333333333
7,0.0885416666666666,0.0208333333333333,0.0208333333333333,0.5052083333333334,0.046875,0.1145833333333333,0.0885416666666666,0.015625,0.0052083333333333,0.2395833333333333,0.1041666666666666,0.359375,0.0260416666666666,0.0052083333333333,0.0,0.28125,0.1197916666666666,0.3020833333333333,0.0,0.0,0.0,0.0416666666666666,0.0052083333333333,0.25,0.0,0.0,0.0104166666666666,0.0677083333333333,0.0052083333333333,0.8854166666666666,0.0,0.0,0.0104166666666666,0.0572916666666666,0.0052083333333333,0.328125,0.03125,0.0677083333333333,0.0,0.0,0.0416666666666666,0.078125,0.0,0.0,0.0520833333333333,0.0416666666666666,0.0,0.0104166666666666,0.1614583333333333,0.2760416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0885416666666666,0.2604166666666667,0.0,0.0104166666666666
8,0.0625,0.0208333333333333,0.0208333333333333,0.6041666666666666,0.0260416666666666,0.1041666666666666,0.0729166666666666,0.0104166666666666,0.0,0.1614583333333333,0.0625,0.3125,0.0104166666666666,0.0,0.0,0.046875,0.03125,0.5520833333333334,0.0625,0.015625,0.0,0.046875,0.1041666666666666,0.2864583333333333,0.0104166666666666,0.0104166666666666,0.0,0.0677083333333333,0.0104166666666666,0.6510416666666666,0.0,0.0,0.0,0.0677083333333333,0.0052083333333333,0.7135416666666666,0.0260416666666666,0.0520833333333333,0.0,0.0,0.0208333333333333,0.1041666666666666,0.0,0.0052083333333333,0.0260416666666666,0.0520833333333333,0.0,0.0,0.046875,0.0885416666666666,0.0052083333333333,0.0104166666666666,0.0260416666666666,0.0364583333333333,0.0,0.015625,0.0260416666666666,0.0625,0.0,0.0052083333333333
9,0.0572916666666666,0.0208333333333333,0.0260416666666666,0.4270833333333333,0.0260416666666666,0.125,0.0,0.015625,0.0,0.0364583333333333,0.0,0.0208333333333333,0.0104166666666666,0.0052083333333333,0.0,0.0208333333333333,0.0,0.21875,0.0,0.0,0.0,0.015625,0.0052083333333333,0.1875,0.0,0.0,0.0,0.0520833333333333,0.0,0.8489583333333334,0.0,0.0,0.0,0.03125,0.0,0.8385416666666666,0.0885416666666666,0.1510416666666666,0.0,0.0,0.4427083333333333,0.4479166666666667,0.0,0.0,0.3333333333333333,0.359375,0.0,0.0,0.390625,0.21875,0.0,0.0,0.0416666666666666,0.0260416666666666,0.0,0.0,0.0364583333333333,0.0416666666666666,0.0,0.0
10,0.09375,0.015625,0.0052083333333333,0.4479166666666667,0.0729166666666666,0.1510416666666666,0.0,0.0,0.0,0.0833333333333333,0.0,0.7708333333333334,0.0052083333333333,0.0104166666666666,0.0,0.1197916666666666,0.0052083333333333,0.671875,0.0,0.0,0.0052083333333333,0.1510416666666666,0.0052083333333333,0.71875,0.0,0.0,0.0,0.0625,0.0,0.8645833333333334,0.0052083333333333,0.0,0.0,0.046875,0.0,0.921875,0.015625,0.1041666666666666,0.0,0.0,0.0260416666666666,0.0104166666666666,0.0,0.0,0.0989583333333333,0.0989583333333333,0.0,0.0,0.015625,0.046875,0.0052083333333333,0.0,0.0104166666666666,0.0052083333333333,0.0,0.0,0.0,0.0052083333333333,0.0,0.0
11,0.0625,0.0104166666666666,0.015625,0.5260416666666666,0.0572916666666666,0.1302083333333333,0.0052083333333333,0.0052083333333333,0.0052083333333333,0.125,0.0104166666666666,0.5260416666666666,0.0,0.0,0.0,0.0885416666666666,0.0052083333333333,0.5885416666666666,0.0,0.0,0.0,0.0364583333333333,0.0,0.4322916666666667,0.0,0.0,0.0,0.1302083333333333,0.0052083333333333,0.8333333333333334,0.0,0.0,0.0,0.0520833333333333,0.0052083333333333,0.84375,0.0208333333333333,0.0677083333333333,0.0,0.0,0.15625,0.1614583333333333,0.0,0.0052083333333333,0.046875,0.0052083333333333,0.0,0.0,0.2135416666666666,0.171875,0.0,0.0,0.0,0.0,0.0052083333333333,0.0,0.078125,0.0364583333333333,0.0,0.0
12,0.0416666666666666,0.03125,0.0104166666666666,0.5260416666666666,0.046875,0.140625,0.09375,0.0,0.0,0.2083333333333333,0.0052083333333333,0.1666666666666666,0.0729166666666666,0.015625,0.0,0.2291666666666666,0.1041666666666666,0.2552083333333333,0.0104166666666666,0.0052083333333333,0.0,0.2291666666666666,0.015625,0.421875,0.0104166666666666,0.0052083333333333,0.0,0.1614583333333333,0.0,0.0104166666666666,0.0,0.0,0.0,0.0208333333333333,0.0,0.1614583333333333,0.015625,0.0729166666666666,0.0,0.0,0.2604166666666667,0.2395833333333333,0.0,0.0,0.09375,0.109375,0.0,0.0,0.0364583333333333,0.0625,0.0,0.0,0.3125,0.4010416666666667,0.0,0.0,0.3697916666666667,0.28125,0.0,0.0
13,0.0625,0.0364583333333333,0.0104166666666666,0.4947916666666667,0.0364583333333333,0.0989583333333333,0.0989583333333333,0.0104166666666666,0.0,0.0625,0.0052083333333333,0.4114583333333333,0.0729166666666666,0.015625,0.0052083333333333,0.15625,0.0364583333333333,0.40625,0.0,0.0,0.0,0.09375,0.046875,0.5572916666666666,0.0,0.0,0.0052083333333333,0.1666666666666666,0.0104166666666666,0.6145833333333334,0.0,0.0,0.0,0.21875,0.0,0.6875,0.0520833333333333,0.0625,0.0,0.0,0.0625,0.2916666666666667,0.0,0.0,0.0208333333333333,0.1822916666666666,0.0,0.0,0.0260416666666666,0.015625,0.0,0.0208333333333333,0.0989583333333333,0.03125,0.0,0.0052083333333333,0.046875,0.0208333333333333,0.0,0.0
14,0.0625,0.078125,0.0052083333333333,0.375,0.0416666666666666,0.1197916666666666,0.0520833333333333,0.0,0.0052083333333333,0.2239583333333333,0.015625,0.0625,0.0833333333333333,0.0052083333333333,0.0052083333333333,0.4270833333333333,0.0520833333333333,0.0520833333333333,0.0052083333333333,0.0052083333333333,0.0,0.1197916666666666,0.0052083333333333,0.8385416666666666,0.0104166666666666,0.0052083333333333,0.0,0.203125,0.0052083333333333,0.75,0.0052083333333333,0.0260416666666666,0.0052083333333333,0.0833333333333333,0.015625,0.796875,0.046875,0.1770833333333333,0.0,0.0,0.3385416666666667,0.2447916666666666,0.0,0.0,0.21875,0.1666666666666666,0.0,0.0,0.0052083333333333,0.0,0.0,0.0,0.0104166666666666,0.0052083333333333,0.0,0.0,0.015625,0.0104166666666666,0.0,0.0
15,0.0677083333333333,0.0260416666666666,0.015625,0.2708333333333333,0.046875,0.3541666666666667,0.0052083333333333,0.0052083333333333,0.0052083333333333,0.1979166666666666,0.046875,0.5416666666666666,0.0,0.0,0.0,0.078125,0.015625,0.625,0.0,0.0,0.0,0.109375,0.0052083333333333,0.796875,0.0,0.0,0.0,0.078125,0.0052083333333333,0.7604166666666666,0.0,0.0,0.0,0.0833333333333333,0.0052083333333333,0.7864583333333334,0.0989583333333333,0.0885416666666666,0.0,0.0,0.015625,0.015625,0.0,0.0,0.0989583333333333,0.09375,0.0,0.0052083333333333,0.0104166666666666,0.0,0.0052083333333333,0.0104166666666666,0.0052083333333333,0.0,0.0,0.0104166666666666,0.0052083333333333,0.078125,0.0,0.0
16,0.0572916666666666,0.0260416666666666,0.0,0.3489583333333333,0.0729166666666666,0.1458333333333333,0.0,0.0104166666666666,0.0,0.0416666666666666,0.0,0.015625,0.015625,0.0052083333333333,0.0,0.1354166666666666,0.0260416666666666,0.3541666666666667,0.0208333333333333,0.015625,0.0,0.3125,0.0,0.125,0.03125,0.0104166666666666,0.0,0.0989583333333333,0.0,0.265625,0.0572916666666666,0.0625,0.0052083333333333,0.0520833333333333,0.0052083333333333,0.046875,0.09375,0.15625,0.0,0.0,0.453125,0.40625,0.0,0.0,0.1041666666666666,0.0989583333333333,0.0,0.0052083333333333,0.2239583333333333,0.2291666666666666,0.0,0.0,0.3177083333333333,0.21875,0.0,0.0,0.359375,0.3229166666666667,0.0,0.0
17,0.0625,0.0104166666666666,0.0104166666666666,0.3489583333333333,0.046875,0.1979166666666666,0.0104166666666666,0.0,0.0,0.15625,0.0052083333333333,0.71875,0.015625,0.0052083333333333,0.0,0.2239583333333333,0.015625,0.109375,0.0052083333333333,0.0,0.0,0.3541666666666667,0.0208333333333333,0.0260416666666666,0.0729166666666666,0.0052083333333333,0.0,0.234375,0.046875,0.046875,0.0,0.0,0.0,0.1041666666666666,0.0052083333333333,0.609375,0.0364583333333333,0.125,0.0,0.0,0.03125,0.015625,0.0,0.0,0.34375,0.2239583333333333,0.0,0.0,0.4322916666666667,0.125,0.0,0.0,0.4947916666666667,0.09375,0.0,0.0104166666666666,0.0677083333333333,0.1875,0.0,0.0
18,0.0416666666666666,0.0260416666666666,0.0052083333333333,0.3489583333333333,0.03125,0.1510416666666666,0.0104166666666666,0.0104166666666666,0.0,0.0520833333333333,0.0104166666666666,0.0260416666666666,0.015625,0.015625,0.0052083333333333,0.15625,0.0052083333333333,0.0520833333333333,0.0,0.0,0.0,0.0520833333333333,0.0,0.28125,0.0364583333333333,0.0052083333333333,0.0104166666666666,0.1197916666666666,0.0052083333333333,0.1145833333333333,0.0,0.0,0.0,0.0208333333333333,0.0,0.265625,0.0416666666666666,0.1354166666666666,0.0,0.0,0.6614583333333334,0.171875,0.0,0.0,0.4895833333333333,0.2395833333333333,0.0,0.0,0.2552083333333333,0.3802083333333333,0.0,0.0,0.171875,0.3541666666666667,0.0,0.0,0.0885416666666666,0.40625,0.0,0.0
19,0.0572916666666666,0.0208333333333333,0.0052083333333333,0.5729166666666666,0.0052083333333333,0.109375,0.0260416666666666,0.0,0.0,0.171875,0.015625,0.1302083333333333,0.015625,0.0052083333333333,0.0,0.09375,0.0104166666666666,0.546875,0.0,0.0,0.0,0.0260416666666666,0.0,0.1302083333333333,0.0,0.0,0.0,0.0364583333333333,0.0,0.65625,0.0,0.0,0.0,0.0520833333333333,0.0052083333333333,0.53125,0.0052083333333333,0.046875,0.0,0.0,0.4375,0.1354166666666666,0.0,0.0,0.171875,0.09375,0.0,0.0,0.0833333333333333,0.0364583333333333,0.0,0.0,0.109375,0.0625,0.0,0.0,0.10416666666666667,0.19791666666666666,0.0,0.0
