,agent0_kangaroo,agent0_koala,agent0_lion,agent0_elephant,agent0_giraffe,agent0_dolphin,agent1_kangaroo,agent1_koala,agent1_lion,agent1_elephant,agent1_giraffe,agent1_dolphin,agent2_kangaroo,agent2_koala,agent2_lion,agent2_elephant,agent2_giraffe,agent2_dolphin,agent3_kangaroo,agent3_koala,agent3_lion,agent3_elephant,agent3_giraffe,agent3_dolphin,agent4_kangaroo,agent4_koala,agent4_lion,agent4_elephant,agent4_giraffe,agent4_dolphin,agent5_kangaroo,agent5_koala,agent5_lion,agent5_elephant,agent5_giraffe,agent5_dolphin,agent0_panda,agent0_penguin,agent0_chimpanzee,agent0_orangutan,agent1_panda,agent1_penguin,agent1_chimpanzee,agent1_orangutan,agent2_panda,agent2_penguin,agent2_chimpanzee,agent2_orangutan,agent3_panda,agent3_penguin,agent3_chimpanzee,agent3_orangutan,agent4_panda,agent4_penguin,agent4_chimpanzee,agent4_orangutan,agent5_panda,agent5_penguin,agent5_chimpanzee,agent5_orangutan,agent0_886,agent1_886,agent2_886,agent3_886,agent4_886,agent5_886
0,-2.8270859718322754,-4.476465225219727,-6.610260009765625,-1.8275797367095947,-2.9003496170043945,-2.132559061050415,-5.125115394592285,-5.794260025024414,-7.918070793151855,-1.476201057434082,-2.8285372257232666,-0.531672477722168,-2.987187385559082,-4.3075151443481445,-8.162429809570312,-1.938673973083496,-0.739959716796875,-2.098404884338379,-4.4257636070251465,-5.239516735076904,-6.01704740524292,-1.2375530004501345,-2.406170129776001,-0.7013248205184937,-7.919440269470215,-8.898679733276367,-7.602265357971191,-2.6360533237457275,-5.39149808883667,-0.2155039310455322,-7.7196760177612305,-7.662271499633789,-6.799803733825684,-2.024033784866333,-4.843654632568359,-0.4039451479911804,-4.495348930358887,-1.7630141973495483,-7.679735660552978,-9.013506889343262,-4.827381134033203,-6.0441575050354,-6.253133296966553,-7.4589409828186035,-4.503941535949707,-5.240740776062012,-6.59293270111084,-6.365426540374756,-5.15446138381958,-6.654290199279785,-5.155850887298584,-6.454349040985107,-6.573895454406738,-9.258151054382324,-6.334594249725342,-8.123653411865234,-6.640791893005371,-8.351799011230469,-5.9213690757751465,-6.7906413078308105,-2.6347575187683105,-4.36480712890625,-0.0502571761608123,-9.724127769470217,-36.40007019042969,-37.09578704833984
2,-3.0494909286499023,-4.303831577301025,-7.138125896453857,-1.911264181137085,-2.758857250213623,-2.281223058700561,-3.8689332008361816,-4.602216720581055,-8.573789596557617,-1.642815113067627,-1.489323616027832,-2.115522861480713,-5.482057094573975,-4.939035892486572,-8.225836753845215,-3.475219488143921,-1.8900429010391235,-2.281418561935425,-7.211735248565674,-7.667355060577393,-7.490574359893799,-2.4249930381774902,-4.509825229644775,-0.2439455240964889,-7.502874374389648,-8.249756813049316,-7.749444007873535,-2.135857582092285,-5.123475074768066,-0.3002747595310211,-7.012555599212647,-6.981349468231201,-7.031656742095947,-2.0716793537139893,-4.237411975860596,-0.3533509373664856,-5.165541172027588,-2.28865385055542,-7.799577713012695,-8.642102241516113,-4.382421016693115,-3.508575916290283,-7.568634986877441,-6.21156120300293,-6.271953105926514,-4.979418754577637,-7.074785709381104,-6.800075054168701,-6.528387546539307,-8.522954940795898,-7.132693290710449,-7.504516124725342,-5.895698547363281,-8.006208419799805,-6.8386077880859375,-8.646997451782227,-5.831509113311768,-7.215444087982178,-6.596663951873779,-7.159740447998047,-0.3016403317451477,-0.0421468839049339,-0.2727989852428436,-14.693976402282717,-35.260223388671875,-32.64693832397461
4,-2.873390913009644,-4.607287883758545,-6.563723087310791,-1.568273901939392,-2.6253111362457275,-1.837236762046814,-3.9979825019836426,-4.274016380310059,-8.07693099975586,-1.6913208961486816,-1.9733296632766724,-1.0242962837219238,-4.870029449462891,-4.137547969818115,-8.221423149108887,-2.345657587051392,-2.509378671646118,-1.3638508319854736,-8.123695373535156,-8.302508354187012,-9.149775505065918,-2.4776482582092285,-5.665844917297363,-2.9312901496887207,-6.9259185791015625,-7.191643714904785,-7.158084869384766,-2.4444408416748047,-4.765074729919434,-0.5470103025436401,-8.002575874328613,-8.507011413574219,-8.300100326538086,-2.735858201980591,-5.095694541931152,-0.4159635007381439,-4.798428058624268,-2.6442127227783203,-7.570863723754883,-8.365078926086426,-4.010728359222412,-4.529649257659912,-6.580761909484863,-6.212091445922852,-5.598884582519531,-4.426114082336426,-6.539687156677246,-5.756838798522949,-6.66563081741333,-6.705333709716797,-8.621997833251953,-7.880009651184082,-6.325373649597168,-8.017439842224121,-7.041919708251953,-6.051803588867188,-7.295973300933838,-9.227782249450684,-7.073622226715088,-7.023146629333496,-1.19614839553833,-0.6630386114120483,-0.4550525844097137,-21.86635971069336,-33.33268737792969,-36.94974899291992
6,-2.628247022628784,-4.3241777420043945,-6.880166530609131,-1.6620317697525024,-2.4927031993865967,-1.8652502298355105,-5.261741638183594,-5.09520435333252,-7.511933326721191,-2.062413215637207,-2.947801113128662,-0.3442029654979706,-6.763765335083008,-6.553492069244385,-8.052020072937012,-2.39791202545166,-3.81452202796936,-0.3766926825046539,-6.820624828338623,-6.563499927520752,-7.641637325286865,-2.198064088821411,-3.67563796043396,-0.5920937657356262,-7.869040966033935,-7.815486431121826,-8.121545791625977,-2.0952305793762207,-4.713440895080566,-0.3745693862438202,-7.540771007537842,-7.048884868621826,-7.910830020904541,-2.259129047393799,-3.895340919494629,-0.831591010093689,-4.75451135635376,-2.2689247131347656,-7.469355583190918,-8.336755752563477,-5.46796989440918,-6.854586601257324,-6.730014801025391,-6.6381940841674805,-5.71064567565918,-8.24744987487793,-6.670375823974609,-6.346196174621582,-6.298892498016357,-8.03354549407959,-6.603148937225342,-6.042119026184082,-6.7450852394104,-9.80079174041748,-6.566794395446777,-6.443402290344238,-6.959203243255615,-8.584845542907715,-6.639510631561279,-5.972770690917969,-2.025219202041626,-0.2422172874212265,-2.221078872680664,-7.032383918762207,-15.633383750915527,-13.265829086303713
5,-2.556072473526001,-4.082989692687988,-6.729955196380615,-2.365722179412842,-2.422931671142578,-2.57995080947876,-2.348316431045532,-4.374990940093994,-8.272747039794922,-1.6897525787353516,-1.8302068710327148,-3.3991775512695312,-3.114717721939087,-4.889659881591797,-7.161309242248535,-0.776197612285614,-1.707477331161499,-2.133960962295532,-2.2844173908233643,-3.018497943878174,-8.830472946166992,-2.917858123779297,-2.1342780590057373,-3.65549373626709,-3.770156383514404,-4.2219343185424805,-7.447206974029541,-1.995298981666565,-2.6596219539642334,-0.967943787574768,-3.688303470611572,-3.822696685791016,-8.568070411682129,-3.291658878326416,-1.465618371963501,-1.487176537513733,-4.728552341461182,-2.028895378112793,-7.656208515167236,-8.4747314453125,-3.549598693847656,-4.704367637634277,-7.7840256690979,-6.653773784637451,-3.890383958816528,-5.252910614013672,-7.257861614227295,-6.303750514984131,-4.530264854431152,-2.434921264648437,-7.39697265625,-6.915079593658447,-5.188199520111084,-4.188061237335205,-6.10100793838501,-6.740372180938721,-5.271316051483154,-3.621617078781128,-6.610509872436523,-6.214137077331543,-0.3757733404636383,-0.3951000869274139,-0.4002964496612549,-0.2606779634952545,-0.8894690871238708,-0.5541895627975464
1,-3.246875762939453,-4.431398868560791,-6.961938858032227,-2.000001907348633,-2.432170867919922,-2.9451732635498047,-3.959871530532837,-5.387591361999512,-7.786447525024414,-1.1215486526489258,-2.280040740966797,-2.596186637878418,-3.860060930252075,-3.7265944480896,-7.348859786987305,-0.8413686156272888,-2.1375572681427,-2.1600770950317383,-6.936303615570068,-6.349391937255859,-6.827403545379639,-1.9645503759384155,-3.03564715385437,-0.4683783948421478,-7.697104454040527,-8.64919376373291,-6.969415664672852,-2.633998155593872,-4.899857521057129,-0.1345244795083999,-5.771214485168457,-5.603375434875488,-6.684500694274902,-1.849253535270691,-2.600656747817993,-0.7226494550704956,-5.390984535217285,-2.66475796699524,-7.862961769104004,-7.900749206542969,-4.2180280685424805,-3.9237961769104,-8.41202449798584,-6.597842216491699,-4.671234130859375,-5.04627799987793,-6.663352012634277,-5.526360511779785,-6.29191255569458,-8.796111106872559,-6.143717288970947,-5.336794853210449,-6.917506217956543,-10.729591369628906,-6.86429500579834,-7.479199409484863,-5.903189659118652,-7.100479602813721,-6.175734519958496,-5.985949993133545,-0.3002972602844238,-0.2496495991945266,-0.2228481471538543,-5.5714616775512695,-10.371780395507812,-9.227197647094728
3,-2.57825255393982,-4.1301984786987305,-6.19843339920044,-1.6494919061660769,-2.2855007648468018,-2.1885809898376465,-6.450451850891113,-6.972378730773926,-7.705971717834473,-1.656722068786621,-3.681535005569458,-0.4604310691356659,-4.541802406311035,-4.776841163635254,-7.691993713378906,-2.684936761856079,-3.824477434158325,-0.3261320292949676,-2.70518159866333,-2.904002904891968,-7.780252933502197,-2.7982840538024902,-2.7867023944854736,-1.1873286962509155,-4.779400825500488,-4.660155773162842,-7.733187675476074,-1.576040506362915,-3.3470027446746826,-0.4572775065898895,-4.898181915283203,-4.880414009094238,-8.26450252532959,-0.854468584060669,-2.7214388847351074,-0.792273759841919,-4.7348952293396,-2.0878639221191406,-7.474880218505859,-7.890980243682861,-4.969755172729492,-6.372161388397217,-6.23236608505249,-7.503549098968506,-4.570619583129883,-4.713099479675293,-7.065463542938232,-7.828314781188965,-1.7725623846054075,-3.207850694656372,-6.878501892089844,-6.947272300720215,-5.051460266113281,-6.320319175720215,-7.078876972198486,-7.247939109802246,-5.951428413391113,-6.388129711151123,-6.730443954467773,-6.186960697174072,-0.030445160344243,-3.8236916065216064,-0.2289610505104065,-0.0456907413899898,-0.0253208857029676,-0.0969087034463882
7,-2.9192402362823486,-4.515556812286377,-7.038654327392578,-1.917513728141785,-2.417397737503052,-2.618035316467285,-3.943401098251343,-4.364528656005859,-7.657288551330566,-1.1394259929656982,-1.6705691814422607,-1.1688830852508545,-5.1072187423706055,-5.049079895019531,-6.820369720458984,-1.3707780838012695,-1.638585329055786,-0.995945930480957,-6.362985610961914,-5.626667499542236,-7.546088218688965,-2.80148983001709,-2.792811632156372,-0.3832806944847107,-7.598669052124023,-8.049857139587402,-7.388790130615234,-2.742072105407715,-4.42836332321167,-0.148730382323265,-7.205764770507812,-6.55652379989624,-5.703361511230469,-2.00577163696289,-2.86839246749878,-0.5430012345314026,-5.092831611633301,-2.451504230499268,-7.706862926483154,-8.069561958312988,-4.467405319213867,-5.115369319915772,-7.057226181030273,-6.860291004180908,-5.267293930053711,-5.997560501098633,-6.076567649841309,-5.5772552490234375,-6.6721391677856445,-7.556168079376221,-6.514348030090332,-5.205907344818115,-7.072898864746094,-9.300286293029783,-6.790922164916992,-6.887368679046631,-6.907952308654785,-8.227361679077148,-6.2852325439453125,-4.147343635559082,-1.365048050880432,-0.3178244829177856,-0.3352128565311432,-2.5906453132629395,-15.439369201660156,-31.746362686157227
8,-3.19321608543396,-4.330872535705566,-6.825089931488037,-1.6146780252456665,-2.606480836868286,-2.1401524543762207,-3.160701036453247,-3.686747789382935,-7.920929908752441,-1.8605804443359373,-2.405574321746826,-1.4819583892822266,-5.39285945892334,-4.497500419616699,-7.814714431762695,-2.75612735748291,-2.157397985458374,-0.8709069490432739,-4.069222927093506,-4.189488410949707,-6.599224090576172,-2.87538743019104,-1.416053295135498,-1.630728006362915,-5.517722129821777,-5.985279560089111,-6.601367950439453,-2.6210832595825195,-3.2284579277038574,-0.5797109603881836,-5.4161787033081055,-6.555662631988525,-7.202817916870117,-1.7118003368377686,-3.5806307792663574,-0.4839618802070617,-4.81586503982544,-2.867196083068848,-7.573396682739258,-8.264002799987793,-4.896986961364746,-3.585252285003662,-7.8467841148376465,-6.399444103240967,-5.845107078552246,-6.291990756988525,-6.552058219909668,-6.003646373748779,-5.369699478149414,-6.032910346984863,-6.572057247161865,-5.781186103820801,-6.196534156799316,-7.828852653503418,-6.457989692687988,-6.532182693481445,-5.011852264404297,-6.173281192779541,-6.034236907958984,-6.6921586990356445,-1.8810155391693115,-0.629429280757904,-0.5661834478378296,-0.3456131219863891,-3.78816819190979,-38.20957565307617
10,-3.039106845855713,-5.181406021118164,-6.43361759185791,-1.8273298740386963,-2.483954429626465,-2.4137632846832275,-7.450254917144775,-7.605134010314941,-8.399292945861816,-2.4967777729034424,-4.553220272064209,-0.2175096124410629,-5.512068271636963,-5.961582660675049,-7.773946285247803,-2.06207013130188,-3.758544921875,-0.2724011838436126,-7.758279800415039,-8.872929573059082,-7.460339546203613,-1.6587553024291992,-4.952754974365234,-0.3397416472434997,-7.541624546051025,-8.701903343200684,-7.642188549041748,-2.1473734378814697,-4.54489803314209,-0.2513831257820129,-7.661445617675781,-9.306466102600098,-7.520254135131836,-2.449178695678711,-4.944545745849609,-0.171882688999176,-5.572092056274414,-3.2897844314575195,-7.541383266448975,-8.173908233642578,-5.978166103363037,-7.988832473754883,-6.539839267730713,-7.182667255401611,-5.322529315948486,-6.890525341033936,-6.874610424041748,-7.421685695648193,-6.392571449279785,-8.876435279846191,-6.777544021606445,-8.19894790649414,-6.085569858551025,-8.935419082641602,-6.26217794418335,-8.123744010925293,-6.631263732910156,-9.628771781921388,-6.211452960968018,-7.515138626098633,-0.9742748737335204,-7.059831142425537,-0.3071364462375641,-15.97626781463623,-38.60849380493164,-38.49085998535156
