,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-0.3130973577499389,-0.6695387959480286,-0.4831326901912689,-3.5849392414093018,-5.343380451202393,-3.968384742736816
1,-0.6072568893432617,-6.640336036682129,-6.808077812194824,-7.077950477600098,-7.174537658691406,-7.193563461303711
2,-0.2806834876537323,-5.7296342849731445,-5.961973667144775,-7.910276412963867,-7.519784450531006,-7.262369632720947
3,-0.326621800661087,-0.2144240587949752,-3.3264684677124023,-4.613694190979004,-5.503573417663574,-6.612478733062744
5,-0.4713708758354187,-7.210704803466797,-7.539453506469727,-7.55036735534668,-7.616176605224609,-7.864388465881348
7,-0.3792850971221924,-4.801992893218994,-6.509573459625244,-6.046405792236328,-7.228209972381592,-6.700141429901123
6,-0.5208446979522705,-3.997252941131592,-6.432203769683838,-7.376084327697754,-7.407018184661865,-6.990062236785889
8,-0.3603940904140472,-7.08013391494751,-6.491841793060303,-7.470211029052734,-6.19285249710083,-6.934407234191895
9,-0.3703436255455017,-2.129547119140625,-1.0435032844543457,-2.463513135910034,-6.170439720153809,-6.803566932678223
10,-0.5944485664367676,-5.704070091247559,-6.862826347351074,-8.180618286132812,-8.050214767456055,-8.319405555725098
11,-0.2572344541549682,-5.050844669342041,-7.251001834869385,-8.5916166305542,-8.686627388000488,-8.175174713134766
13,-0.2686203420162201,-5.976062774658203,-6.721155643463135,-6.486087322235107,-6.314801692962647,-5.471580505371094
12,-0.6860790848731995,-3.3480165004730225,-6.232792854309082,-7.197531223297119,-6.229491710662842,-6.589005470275879
14,-0.7886260747909546,-4.856677055358887,-7.228949069976807,-7.557139873504639,-7.938924312591553,-7.868129253387451
23,-0.9128410816192628,-6.289233684539795,-6.910628318786621,-7.31245756149292,-7.703793048858643,-6.869107246398926
16,-0.1409830152988433,-5.956423282623291,-6.194938659667969,-6.035008907318115,-7.098464012145996,-7.273622035980225
17,-0.3667522668838501,-4.498337745666504,-7.551976680755615,-7.237729072570801,-7.776371479034424,-7.395709991455078
18,-0.8999574184417725,-6.157035827636719,-6.544699192047119,-6.855391502380371,-7.642890930175781,-6.887730598449707
19,-0.3402124047279358,-5.208407402038574,-5.885930061340332,-7.664220333099365,-7.795849800109863,-7.165246486663818
4,-0.257861465215683,-5.46743106842041,-6.688044548034668,-7.589591979980469,-7.494589805603027,-6.7886962890625
22,-0.4435454607009887,-6.263832092285156,-7.663884162902832,-8.3358736038208,-7.861761093139648,-7.97007942199707
21,-0.5271030068397522,-4.814417362213135,-6.462928295135498,-7.6528472900390625,-6.988913536071777,-7.256669521331787
15,-0.2870743870735168,-2.3604636192321777,-3.032118558883667,-5.983453750610352,-4.526429176330566,-5.478595733642578
20,-0.5940477252006531,-0.4091925024986267,-0.5498594045639038,-1.2540016174316406,-1.3269388675689695,-3.1107676029205322
