,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion,agent0_300,agent1_300,agent2_300,agent3_300,agent4_300,agent5_300
0,-0.1943474411964416,-0.8293225765228271,-0.2287688702344894,-2.2798171043396,-4.861887454986572,-3.968384742736816,-0.152442991733551,-0.2266614735126495,-2.366708993911743,-11.300480842590332,-16.453161239624023,-13.19327449798584
2,-0.3825254738330841,-5.588890075683594,-6.312074661254883,-6.540369033813477,-7.313327789306641,-7.262369632720947,-0.1896530538797378,-6.286528587341309,-11.535477638244627,-35.30131912231445,-32.00286102294922,-34.722999572753906
4,-0.2323843538761139,-5.800067901611328,-6.769904136657715,-7.615900993347168,-8.068145751953125,-6.7886962890625,-0.3885553479194641,-0.0319681391119957,-0.0573877543210983,-3.8144376277923584,-0.3852998316287994,-5.786959648132324
6,-0.7792521715164185,-2.642462730407715,-5.902990818023682,-7.216887950897217,-7.216887950897217,-6.990062236785889,-0.5700600743293762,-0.6618990898132324,-14.869930267333984,-18.733795166015625,-18.733795166015625,-17.13022804260254
5,-0.4500329792499542,-6.677214622497559,-7.468016147613525,-7.60812520980835,-7.284061908721924,-7.864388465881348,-1.272269606590271,-3.983664751052856,-9.934351921081545,-36.54327774047852,-31.12468719482422,-32.18674850463867
1,-0.4340485036373138,-6.914453506469727,-6.636545658111572,-7.404158115386963,-7.31936502456665,-7.193563461303711,-0.0870420038700103,-0.1290269792079925,-7.584043502807617,-8.696431159973145,-8.476022720336914,-10.318655014038086
3,-0.238797128200531,-0.4149972796440124,-3.504005193710327,-4.916807174682617,-5.477599143981934,-6.612478733062744,-0.0368349067866802,-0.0150129981338977,-6.77464771270752,-12.600550651550291,-13.39585781097412,-17.474138259887695
7,-0.293118268251419,-4.41937780380249,-6.280817985534668,-5.941907405853272,-7.679136276245117,-6.700141429901123,-0.459587037563324,-0.0625130608677864,-0.1004908010363578,-0.3624038696289062,-6.122676372528076,-7.84856653213501
8,-0.6050847768783569,-7.0933990478515625,-6.698208332061768,-8.12744426727295,-6.8801703453063965,-6.934407234191895,-0.7614841461181641,-0.5980403423309326,-8.541508674621582,-9.895593643188477,-31.92150115966797,-33.131256103515625
10,-0.4390317499637604,-5.404873371124268,-6.148539543151856,-7.82957124710083,-7.837430000305176,-8.319405555725098,-1.3952895402908323,-0.0814956724643707,-1.208508849143982,-10.09975814819336,-10.10499095916748,-14.25189208984375
12,-0.5339006781578064,-3.348295927047729,-5.486716747283936,-7.017801284790039,-5.8147406578063965,-6.589005470275879,-0.5147742033004761,-0.012633423320949,-9.470433235168455,-15.151083946228027,-24.095909118652344,-21.07205009460449
14,-0.615351676940918,-5.648207664489746,-7.145102500915527,-7.532777786254883,-7.690095901489258,-7.868129253387451,-0.5754313468933105,-0.0006139780743978,-0.3545317649841308,-9.629284858703612,-11.205915451049805,-14.66653060913086
13,-0.28257817029953,-6.1336846351623535,-6.123189449310303,-5.200956344604492,-5.52728271484375,-5.471580505371094,-0.1130866259336471,-0.3417005240917206,-0.3596770167350769,-1.5971523523330688,-2.7284457683563232,-0.1534312963485717
11,-0.4700266718864441,-5.510822772979736,-6.891920566558838,-8.089864730834961,-8.520872116088867,-8.175174713134766,-0.4332254827022552,-0.0046895951963961,-0.2974090576171875,-21.91211700439453,-26.97557830810547,-27.87993621826172
18,-0.2658265829086303,-5.888337135314941,-6.282264232635498,-6.52918815612793,-7.665854454040527,-6.887730598449707,-0.8160814046859741,-0.1630264818668365,-0.0087900627404451,-7.916755199432373,-20.865821838378903,-33.01548385620117
15,-0.1288719028234481,-1.419535517692566,-2.217092514038086,-5.94765567779541,-4.290010929107666,-5.478595733642578,,,,,,
9,-0.2852787375450134,-2.8411543369293213,-1.1937609910964966,-2.095594882965088,-4.280833721160889,-6.803566932678223,-0.1978199779987335,-0.0253599621355533,-1.67486834526062,-7.578429222106934,-19.892452239990234,-19.20121955871582
16,-0.1198924556374549,-4.758965492248535,-5.915914058685303,-5.988583564758301,-6.726492881774902,-7.273622035980225,-0.1422995179891586,-0.0551853962242603,-0.0094582792371511,-30.952543258666992,-35.745262145996094,-35.94791030883789
19,-0.4224044680595398,-5.785927772521973,-5.111409664154053,-7.124790191650391,-7.691285610198975,-7.165246486663818,-0.2258571088314056,-0.132830336689949,-0.8916160464286804,-7.790270328521728,-11.235603332519531,-14.12644386291504
17,-0.4530141353607178,-4.322423934936523,-7.758942604064941,-7.2570953369140625,-7.470644950866699,-7.395709991455078,-0.0051213270053267,-0.0146220419555902,-24.96590232849121,-27.256237030029297,-28.42969512939453,-26.215068817138672
