,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.56640625,-9.203125,-9.265625,-8.828125,-8.9140625,-10.28125
1,-7.234375,-5.8046875,-7.1484375,-9.5546875,-9.4765625,-10.1640625
2,-6.3671875,-9.3046875,-9.2421875,-9.21875,-9.0390625,-9.421875
3,-6.40625,-5.9296875,-8.5859375,-8.6171875,-9.0,-9.8359375
4,-7.02734375,-9.171875,-7.16015625,-9.2109375,-9.34375,-9.9921875
5,-8.140625,-9.0234375,-10.0546875,-9.3203125,-9.25,-8.6953125
6,-6.55859375,-8.171875,-4.70703125,-10.65625,-9.0625,-9.9453125
7,-5.6328125,-6.578125,-10.3671875,-9.7890625,-8.34375,-8.3125
8,-8.59375,-7.1328125,-4.8828125,-10.4296875,-9.25,-10.2734375
9,-9.171875,-9.265625,-5.83203125,-10.5859375,-10.4765625,-9.8828125
10,-7.44921875,-6.8125,-6.6953125,-6.25,-10.4140625,-9.9765625
11,-8.078125,-9.5703125,-6.91796875,-5.24609375,-9.3828125,-10.6640625
12,-6.69140625,-6.64453125,-9.5,-9.515625,-9.5859375,-9.7578125
13,-8.4375,-10.5234375,-9.765625,-9.5859375,-10.140625,-10.2265625
14,-6.31640625,-9.8671875,-9.5,-9.203125,-9.265625,-10.03125
15,-6.68359375,-9.1953125,-9.2265625,-8.828125,-8.3828125,-9.4375
16,-8.6640625,-5.625,-4.66015625,-5.6484375,-4.87890625,-6.23046875
17,-8.40625,-9.84375,-10.4375,-9.1953125,-8.921875,-9.0625
18,-9.375,-7.1875,-10.4765625,-9.609375,-9.3359375,-10.28125
19,-6.75390625,-8.8125,-10.40625,-9.65625,-9.953125,-10.46875
