,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-6.953125,-17.3125,-17.140625,-18.4375,-21.84375,-20.921875
1,-6.8046875,-18.71875,-18.640625,-20.578125,-20.0625,-21.328125
2,-8.40625,-16.953125,-16.96875,-17.953125,-21.015625,-21.0
3,-7.578125,-18.671875,-19.390625,-19.515625,-18.921875,-20.234375
4,-6.9453125,-14.765625,-15.25,-15.5390625,-15.5390625,-20.09375
5,-6.7890625,-17.609375,-19.1875,-20.84375,-21.390625,-21.515625
6,-7.625,-16.734375,-17.875,-17.34375,-19.421875,-20.78125
7,-7.765625,-19.046875,-20.0625,-17.359375,-17.53125,-18.3125
8,-7.0859375,-20.296875,-19.921875,-20.8125,-20.46875,-21.5625
9,-6.17578125,-16.046875,-15.2421875,-15.265625,-17.5625,-16.140625
10,-6.23046875,-18.90625,-20.515625,-20.109375,-20.734375,-20.90625
11,-6.52734375,-17.78125,-15.6953125,-16.046875,-17.71875,-16.875
12,-7.25,-18.703125,-19.734375,-19.0625,-18.5625,-16.75
13,-6.91796875,-15.3984375,-17.1875,-17.4375,-16.859375,-18.046875
14,-6.5,-18.890625,-19.578125,-22.125,-20.859375,-20.28125
15,-5.9140625,-16.484375,-19.25,-17.859375,-17.03125,-19.578125
16,-6.28125,-17.40625,-20.625,-19.234375,-17.6875,-19.21875
17,-6.94921875,-18.28125,-15.75,-15.4140625,-15.4140625,-17.5625
18,-6.72265625,-18.421875,-18.3125,-17.078125,-17.453125,-18.40625
19,-7.24609375,-18.34375,-17.75,-18.140625,-20.078125,-20.265625
