,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.255859375,-3.251953125,-3.837890625,-3.734375,-3.16796875,-3.380859375
1,-2.765625,-3.912109375,-3.326171875,-3.08984375,-2.875,-3.240234375
2,-3.658203125,-3.44921875,-3.19140625,-3.1953125,-3.1796875,-3.046875
3,-3.19140625,-3.3828125,-2.66796875,-2.654296875,-2.685546875,-3.060546875
4,-2.2734375,-3.3984375,-4.19140625,-4.875,-4.984375,-4.18359375
5,-2.939453125,-2.845703125,-3.763671875,-3.857421875,-3.392578125,-3.974609375
6,-3.25390625,-3.564453125,-4.25390625,-3.56640625,-3.23828125,-4.00390625
7,-3.06640625,-3.265625,-3.416015625,-3.20703125,-2.79296875,-3.3046875
8,-2.072265625,-2.244140625,-3.083984375,-3.69140625,-2.77734375,-2.919921875
9,-2.734375,-3.736328125,-3.97265625,-4.1875,-3.455078125,-3.494140625
10,-3.220703125,-2.34765625,-3.693359375,-4.9375,-3.40234375,-3.556640625
11,-2.978515625,-4.01171875,-3.76171875,-3.7265625,-3.666015625,-3.9921875
12,-2.794921875,-3.767578125,-3.23828125,-3.63671875,-3.63671875,-4.30859375
13,-2.494140625,-4.80078125,-4.05859375,-3.8359375,-3.931640625,-4.24609375
14,-3.32421875,-3.892578125,-3.697265625,-3.720703125,-3.18359375,-3.66796875
15,-2.78125,-3.025390625,-4.24609375,-3.34375,-3.5,-3.375
16,-3.169921875,-3.5546875,-3.369140625,-3.29296875,-3.220703125,-3.27734375
17,-4.09375,-5.08203125,-4.2578125,-4.40234375,-3.771484375,-3.76171875
18,-3.54296875,-5.90625,-3.982421875,-3.84375,-3.771484375,-3.552734375
19,-2.73046875,-4.80078125,-3.9765625,-3.9921875,-3.615234375,-4.0703125
