,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.3046875,-2.587890625,-3.046875,-4.01953125,-3.390625,-3.380859375
1,-2.107421875,-3.564453125,-2.951171875,-2.75,-2.966796875,-3.240234375
2,-2.3359375,-2.431640625,-2.40234375,-3.4921875,-3.123046875,-3.046875
3,-2.029296875,-3.408203125,-2.732421875,-2.748046875,-2.724609375,-3.060546875
4,-1.96484375,-2.556640625,-3.3828125,-4.26171875,-4.6328125,-4.18359375
5,-2.26171875,-2.365234375,-3.615234375,-3.6484375,-3.15625,-3.974609375
6,-2.3203125,-2.486328125,-3.9765625,-3.63671875,-3.443359375,-4.00390625
7,-2.345703125,-2.837890625,-2.478515625,-2.970703125,-2.92578125,-3.3046875
8,-2.203125,-1.6591796875,-2.87890625,-3.232421875,-2.859375,-2.919921875
9,-2.26171875,-3.357421875,-3.828125,-3.8125,-3.525390625,-3.494140625
10,-2.759765625,-2.033203125,-4.453125,-5.20703125,-3.474609375,-3.556640625
11,-2.615234375,-3.337890625,-3.73046875,-3.658203125,-3.326171875,-3.9921875
12,-2.24609375,-3.642578125,-3.322265625,-3.35546875,-3.865234375,-4.30859375
13,-2.189453125,-4.0078125,-3.833984375,-3.197265625,-3.197265625,-4.24609375
14,-2.7578125,-3.5078125,-3.765625,-3.455078125,-2.76171875,-3.66796875
15,-2.25,-2.423828125,-3.90234375,-3.46875,-3.48046875,-3.375
16,-2.263671875,-3.314453125,-3.57421875,-3.27734375,-2.9140625,-3.27734375
17,-3.388671875,-5.55859375,-3.748046875,-4.09765625,-3.79296875,-3.76171875
18,-2.87890625,-5.1015625,-3.56640625,-3.40234375,-3.65234375,-3.552734375
19,-2.37109375,-3.9921875,-4.0546875,-3.5546875,-3.646484375,-4.0703125
