,agent0_panda,agent0_sea turtle,agent0_koala,agent0_peacock,agent0_lion,agent0_dolphin,agent0_octopus,agent0_snow leopard,agent0_quokka,agent0_sea otter,agent0_honeybee,agent0_elephant,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_orangutan,agent0_chimpanzee,agent1_panda,agent1_sea turtle,agent1_koala,agent1_peacock,agent1_lion,agent1_dolphin,agent1_octopus,agent1_snow leopard,agent1_quokka,agent1_sea otter,agent1_honeybee,agent1_elephant,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_orangutan,agent1_chimpanzee,agent2_panda,agent2_sea turtle,agent2_koala,agent2_peacock,agent2_lion,agent2_dolphin,agent2_octopus,agent2_snow leopard,agent2_quokka,agent2_sea otter,agent2_honeybee,agent2_elephant,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_orangutan,agent2_chimpanzee,agent3_panda,agent3_sea turtle,agent3_koala,agent3_peacock,agent3_lion,agent3_dolphin,agent3_octopus,agent3_snow leopard,agent3_quokka,agent3_sea otter,agent3_honeybee,agent3_elephant,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_orangutan,agent3_chimpanzee,agent4_panda,agent4_sea turtle,agent4_koala,agent4_peacock,agent4_lion,agent4_dolphin,agent4_octopus,agent4_snow leopard,agent4_quokka,agent4_sea otter,agent4_honeybee,agent4_elephant,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_orangutan,agent4_chimpanzee,agent5_panda,agent5_sea turtle,agent5_koala,agent5_peacock,agent5_lion,agent5_dolphin,agent5_octopus,agent5_snow leopard,agent5_quokka,agent5_sea otter,agent5_honeybee,agent5_elephant,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_orangutan,agent5_chimpanzee
0,-8.468701362609863,-10.646626472473145,-9.221237182617188,-5.64174222946167,-5.184645652770996,-4.337315559387207,-5.050905227661133,-6.709479808807373,-6.840765953063965,-7.880115985870361,-7.816052436828613,-5.79178524017334,-7.604647636413574,-7.358433246612549,-5.02590274810791,-10.324848175048828,-7.0253071784973145,-7.126801013946533,-9.951131820678713,-8.038663864135742,-6.6492133140563965,-8.761650085449219,-2.290923595428467,-0.8338642120361328,-6.647948265075684,-5.648303508758545,-5.913641929626465,-4.273206233978272,-6.521285533905029,-9.061105728149414,-8.661310195922852,-7.178179740905762,-9.747363090515137,-7.646984577178955,-7.59151029586792,-7.995783805847168,-7.550588607788086,-5.430139541625977,-7.621120929718018,-3.633411884307861,-0.7006539702415466,-6.805204391479492,-4.065478324890137,-3.730310440063477,-4.185451984405518,-6.111008167266846,-9.296863555908203,-8.32451343536377,-6.191887855529785,-7.826044082641602,-8.668985366821289,-10.616820335388184,-9.743894577026367,-10.079120635986328,-9.709676742553713,-11.422783851623535,-4.162095069885254,-0.2973880767822265,-9.256471633911133,-7.216560363769531,-6.667272567749023,-5.426894664764404,-8.112424850463867,-12.260618209838867,-13.252209663391112,-10.013254165649414,-9.361271858215332,-8.987478256225586,-9.61211109161377,-10.726219177246094,-9.896028518676758,-11.513955116271973,-10.31987762451172,-3.860405206680298,-0.3803792595863342,-10.15037441253662,-7.150540351867676,-6.368464946746826,-6.943814277648926,-6.117715358734131,-11.337821006774902,-11.052640914916992,-9.058002471923828,-8.26656723022461,-6.475194454193115,-10.907840728759766,-11.54592514038086,-11.594060897827148,-11.85068416595459,-11.442822456359863,-3.872826814651489,-0.327210396528244,-11.144489288330078,-7.240768909454346,-6.31803560256958,-7.478282451629639,-6.608503818511963,-12.707721710205078,-12.306854248046877,-9.983524322509766,-8.755677223205566,-7.166984081268311
1,-7.746729373931885,-10.846627235412598,-8.394168853759766,-4.927111625671387,-4.5686354637146,-3.54728364944458,-5.126638412475586,-6.852293491363525,-6.6543402671813965,-7.791497707366943,-7.0831732749938965,-4.475924015045166,-7.450413703918457,-5.66636323928833,-4.811588287353516,-9.67679500579834,-5.8279242515563965,-9.75093936920166,-11.620708465576172,-10.491876602172852,-11.29602336883545,-12.432266235351562,-4.037635326385498,-0.2098445147275924,-9.724929809570312,-6.650487899780273,-7.382412433624268,-8.953527450561523,-7.433773517608643,-13.154820442199709,-12.666439056396484,-10.715822219848633,-8.421059608459473,-9.26052188873291,-9.876609802246094,-11.38649559020996,-10.852621078491213,-11.809653282165527,-12.36200714111328,-3.2690141201019287,-0.2184062898159027,-10.58441162109375,-7.945579528808594,-7.486530303955078,-8.439417839050293,-6.629271030426025,-13.173958778381348,-12.275428771972656,-10.980244636535645,-8.952927589416504,-9.162858963012695,-10.65117073059082,-11.354146003723145,-11.580554962158203,-11.968172073364258,-13.531940460205078,-4.465749263763428,-0.1651430279016494,-10.42202377319336,-7.659491539001465,-7.867886543273926,-8.855583190917969,-7.503634929656982,-14.617883682250977,-13.735958099365234,-11.88114070892334,-8.998289108276367,-10.320119857788086,-9.003512382507324,-10.312284469604492,-9.728941917419434,-11.067678451538086,-11.810990333557127,-3.849113702774048,-0.2447716295719146,-9.549976348876951,-7.893194198608398,-7.555453777313232,-7.884654998779297,-6.404850006103516,-12.885442733764648,-12.095197677612305,-10.791309356689451,-8.441230773925781,-8.951440811157227,-10.968255996704102,-11.57021713256836,-11.785028457641602,-12.435678482055664,-13.084236145019531,-4.070085525512695,-0.1771687865257263,-11.060011863708496,-8.773240089416504,-7.875523090362549,-8.460838317871094,-6.602377891540527,-14.378982543945312,-13.76581573486328,-11.70416259765625,-9.023491859436035,-9.375969886779783
2,-8.651144027709961,-10.65680980682373,-8.872273445129395,-5.476633548736572,-6.042752742767334,-4.47485876083374,-5.307863235473633,-7.235540390014648,-6.502742290496826,-8.16968822479248,-6.171538352966309,-5.48154878616333,-8.149721145629883,-6.68112850189209,-5.132305145263672,-10.65037441253662,-6.719727516174316,-9.858593940734863,-11.671777725219728,-10.497308731079102,-11.22803020477295,-11.981558799743652,-4.0107011795043945,-0.2661724090576172,-10.258265495300291,-5.950480937957764,-6.837035655975342,-7.442228317260742,-7.353957176208496,-11.97254467010498,-12.241968154907228,-9.895831108093262,-8.725296020507812,-7.975268363952637,-10.332700729370115,-12.058114051818848,-11.90199089050293,-12.713570594787598,-12.09038257598877,-3.5443437099456787,-0.1576624512672424,-11.443305015563965,-7.785454750061035,-6.915224552154541,-7.930939197540283,-6.672365188598633,-13.174805641174316,-12.912436485290527,-10.60100269317627,-8.839146614074707,-7.717575550079346,-10.268709182739258,-12.034944534301758,-11.85663890838623,-12.671074867248535,-12.043662071228027,-3.518613338470459,-0.1637408286333084,-11.448969841003418,-7.755542755126953,-6.8981757164001465,-7.890094757080078,-6.596187114715576,-13.14403247833252,-12.788114547729492,-10.56492519378662,-8.814535140991211,-7.679522514343262,-10.007469177246094,-11.745735168457031,-11.538827896118164,-12.551644325256348,-11.782882690429688,-3.3914783000946045,-0.1890655606985092,-11.278535842895508,-7.737899303436279,-6.781192779541016,-7.683071613311768,-6.405924320220947,-12.89905071258545,-12.473465919494627,-10.321248054504396,-8.647449493408203,-7.466751575469971,-10.98302173614502,-11.666973114013672,-12.082796096801758,-12.672052383422852,-12.514469146728516,-4.255276203155518,-0.1370527446269989,-11.347423553466797,-7.566261768341064,-6.690788745880127,-8.135149955749512,-6.961828708648682,-13.692989349365234,-13.653589248657228,-10.757413864135742,-8.80066204071045,-8.142054557800293
4,-7.931527137756348,-10.072199821472168,-8.368260383605957,-5.100298881530762,-4.348284721374512,-3.713346481323242,-4.531128406524658,-6.372751712799072,-6.014744758605957,-7.550007343292236,-7.488259315490723,-5.219130516052246,-7.248282432556152,-6.858635902404785,-4.282468795776367,-9.39247226715088,-6.052645206451416,-9.17323398590088,-11.14283561706543,-10.035344123840332,-11.402095794677734,-10.969941139221191,-3.467181444168091,-0.2422179877758026,-10.604449272155762,-6.770519733428955,-6.382172107696533,-7.194938659667969,-6.1920671463012695,-11.552776336669922,-11.271069526672363,-9.307413101196287,-8.301743507385254,-6.879245758056641,-9.315778732299805,-11.792180061340332,-10.365092277526855,-12.457396507263184,-10.775989532470703,-3.350750684738159,-0.2188709080219268,-10.61685276031494,-7.924171924591064,-6.613214492797852,-7.838641166687012,-6.015383243560791,-11.97358512878418,-11.082837104797363,-9.38650608062744,-8.22868537902832,-6.752943515777588,-8.873775482177734,-11.707538604736328,-9.59817123413086,-12.034917831420898,-10.416335105895996,-3.368338823318481,-0.3259805142879486,-10.28225803375244,-8.061195373535156,-6.764631748199463,-7.828037261962891,-5.946067333221436,-11.536834716796877,-10.477712631225586,-9.02907657623291,-7.928584098815918,-6.663188934326172,-8.998344421386719,-11.820398330688477,-9.828022956848145,-11.701008796691896,-10.819780349731444,-3.06477165222168,-0.3717325031757355,-10.48121166229248,-7.778646945953369,-6.727646827697754,-7.917952060699463,-5.91136646270752,-11.691396713256836,-10.19028663635254,-9.129395484924316,-7.998640060424805,-6.682514667510986,-9.384320259094238,-11.85788917541504,-10.404324531555176,-11.99260139465332,-10.836411476135254,-3.1086037158966064,-0.2677667140960693,-10.633502006530762,-7.874421119689941,-6.57347583770752,-7.919798851013184,-5.83200740814209,-11.82658863067627,-11.050844192504885,-9.424932479858398,-7.808967113494873,-6.643367290496826
3,-8.929256439208984,-10.890804290771484,-9.368380546569824,-5.772145748138428,-5.384387016296387,-4.655189514160156,-5.448184013366699,-7.508996963500977,-7.476046085357666,-8.561975479125977,-7.731649398803711,-5.936644554138184,-8.491841316223145,-6.883146286010742,-6.144519805908203,-10.557247161865234,-7.496988773345947,-8.904703140258789,-11.554513931274414,-9.729928970336914,-7.0913615226745605,-4.290445804595947,-5.541050434112549,-4.414172649383545,-8.216547966003418,-9.000457763671875,-9.43117904663086,-7.655420303344727,-5.840243816375732,-8.985486030578613,-8.062061309814453,-7.378990173339844,-10.45750904083252,-7.781490802764893,-6.757102966308594,-9.51944065093994,-8.37513256072998,-8.411723136901855,-4.607673645019531,-3.0980870723724365,-3.675513029098511,-8.263339042663574,-8.708991050720215,-7.489401817321777,-7.325596809387207,-3.122487783432007,-8.782857894897461,-6.59519624710083,-6.697470188140869,-9.513248443603516,-7.361809253692627,-8.957889556884766,-10.184621810913086,-9.939703941345217,-10.66262435913086,-10.682832717895508,-3.022830009460449,-0.2812035381793976,-9.17518138885498,-6.904175758361816,-6.950222492218018,-6.469311714172363,-6.006184577941895,-10.941505432128906,-10.294659614562988,-8.828741073608398,-8.254586219787598,-6.685922145843506,-9.56159782409668,-11.143404006958008,-11.054361343383787,-11.7395658493042,-11.985933303833008,-3.822695016860962,-0.3205725848674774,-10.032687187194824,-6.760784149169922,-7.030991554260254,-7.55955696105957,-6.763444900512695,-12.341739654541016,-11.866900444030762,-10.176307678222656,-8.524205207824707,-7.731524467468262,-11.18879508972168,-12.425985336303713,-12.327855110168455,-12.731889724731444,-13.139076232910156,-3.947852611541748,-0.2233965843915939,-11.504800796508787,-8.053482055664062,-7.454144477844238,-8.33513069152832,-6.83516263961792,-14.052053451538086,-13.12957000732422,-11.266552925109863,-8.922295570373535,-8.53647518157959
5,-7.789083480834961,-10.216777801513672,-8.663363456726074,-4.930925369262695,-4.745841026306152,-3.805824279785156,-5.165726661682129,-6.540322780609131,-6.257354736328125,-7.511756896972656,-7.405184745788574,-5.090752601623535,-7.129311561584473,-6.786831378936768,-4.357182025909424,-9.897955894470217,-6.764596462249756,-7.8724894523620605,-10.713411331176758,-8.898984909057617,-9.919719696044922,-9.63997745513916,-2.520936250686645,-0.440669298171997,-9.06928253173828,-5.934774398803711,-6.524292945861816,-7.364940643310547,-5.434042453765869,-9.904687881469728,-8.478310585021973,-8.035837173461914,-7.799041271209717,-6.711453914642334,-9.432190895080566,-10.768552780151367,-9.996452331542969,-10.49308967590332,-10.342183113098145,-3.746471643447876,-0.3267835080623626,-10.40346908569336,-6.469501495361328,-6.634528160095215,-6.814486026763916,-5.9602460861206055,-10.552997589111328,-10.92263889312744,-8.615177154541016,-8.466687202453613,-6.310184955596924,-9.579832077026367,-11.644866943359377,-10.429696083068848,-11.840819358825684,-10.738956451416016,-3.4500322341918945,-0.2871801257133484,-10.462661743164062,-7.58914852142334,-6.699065685272217,-6.960340976715088,-6.248071670532227,-11.48635959625244,-11.702065467834473,-9.38979721069336,-8.23618221282959,-6.616678237915039,-9.24661636352539,-11.811767578125,-10.295289039611816,-11.693876266479492,-10.46633243560791,-3.457188367843628,-0.2802001535892486,-10.308197975158691,-6.893236637115479,-6.259213447570801,-7.484213352203369,-6.230429172515869,-11.449262619018556,-10.97879123687744,-9.084464073181152,-8.113287925720215,-6.72200345993042,-9.45080852508545,-12.547712326049805,-10.503206253051758,-12.16659450531006,-10.6685209274292,-3.061597347259521,-0.2441484630107879,-10.875337600708008,-8.000338554382324,-6.478147983551025,-7.609152793884277,-5.67106294631958,-12.021632194519045,-11.215715408325195,-9.428166389465332,-7.832457542419434,-6.354748249053955
7,-7.927876472473144,-10.603721618652344,-9.080962181091309,-4.928552150726318,-4.33155632019043,-3.904658317565918,-5.362385272979736,-6.747725963592529,-6.649085521697998,-7.617604732513428,-7.405304908752441,-5.051296234130859,-7.530181884765625,-6.37844181060791,-4.7071709632873535,-10.026124000549316,-6.699004173278809,-7.068785190582275,-10.99807357788086,-7.802831172943115,-7.68465518951416,-6.628479480743408,-3.5770421028137207,-2.103182077407837,-7.159066200256348,-5.201473236083984,-6.991024017333984,-6.034347057342529,-5.394005298614502,-7.509312152862549,-6.470314979553223,-5.958880424499512,-8.651592254638672,-6.183748245239258,-10.254178047180176,-12.32362174987793,-11.277627944946287,-12.225850105285645,-12.424388885498049,-4.002989292144775,-0.190211609005928,-10.753687858581545,-7.020779609680176,-7.1906609535217285,-7.98951244354248,-7.298604488372803,-13.086627006530762,-12.979464530944824,-10.461495399475098,-8.535538673400879,-7.846766471862793,-9.983153343200684,-11.929079055786133,-10.705452919006348,-10.475605010986328,-11.887381553649902,-4.525262832641602,-0.3571112155914306,-9.619644165039062,-5.676290035247803,-7.054745674133301,-7.687318801879883,-7.696994781494141,-11.681441307067873,-13.257606506347656,-10.056976318359377,-8.967108726501465,-8.104084968566895,-9.581974983215332,-11.915901184082031,-10.961109161376951,-11.140172958374023,-11.632407188415527,-3.503572702407837,-0.3240313231945038,-10.516486167907717,-6.749914646148682,-6.903822422027588,-7.484471321105957,-6.648564338684082,-11.919144630432127,-12.013248443603516,-10.219755172729492,-8.922229766845703,-7.7263689041137695,-10.745572090148926,-12.300178527832031,-11.98263168334961,-11.688194274902344,-12.787086486816406,-3.9667751789093018,-0.2827071845531463,-10.792661666870115,-6.64029598236084,-6.8469109535217285,-8.429180145263672,-7.377650737762451,-13.091527938842772,-13.829866409301758,-10.976066589355469,-9.202579498291016,-8.572766304016113
6,-8.979076385498047,-12.06731414794922,-9.069016456604004,-7.929723262786865,-5.879727363586426,-4.631902694702148,-5.375854969024658,-8.275860786437988,-7.355616569519043,-8.768824577331543,-7.958094120025635,-5.7978715896606445,-8.286774635314941,-7.159771919250488,-6.418606281280518,-10.117115020751951,-6.872315406799316,-7.818480491638184,-13.167362213134766,-8.66756534576416,-11.700140953063965,-8.32807731628418,-3.57307767868042,-2.8724617958068848,-9.21522045135498,-6.484973430633545,-7.737460136413574,-9.222654342651367,-6.376377582550049,-9.104738235473633,-7.652656555175781,-8.2039213180542,-8.73530387878418,-7.1056742668151855,-7.470378875732422,-11.520299911499023,-8.37092399597168,-8.646482467651367,-6.393087387084961,-3.6062090396881104,-2.355790615081787,-9.114653587341309,-6.0908308029174805,-7.0049333572387695,-6.668367385864258,-5.73886775970459,-8.737833023071289,-5.234923362731934,-6.665799617767334,-9.266798973083496,-6.764754295349121,-8.925939559936523,-11.718395233154297,-10.82996654510498,-13.812808990478516,-10.688519477844238,-3.218050241470337,-0.1143904328346252,-10.914155006408691,-8.410865783691406,-6.421478748321533,-8.290872573852539,-5.974609851837158,-12.53610134124756,-11.18480110168457,-9.503780364990234,-8.101945877075195,-6.965529918670654,-9.04572582244873,-11.456985473632812,-10.986194610595703,-13.254836082458496,-11.388144493103027,-3.0533158779144287,-0.1286608427762985,-10.964479446411133,-7.95182466506958,-6.3806233406066895,-8.510506629943848,-6.031744956970215,-12.792304039001465,-11.285842895507812,-9.957781791687012,-8.051459312438965,-7.476510524749756,-10.614887237548828,-12.786608695983888,-12.564802169799805,-13.953051567077637,-12.65114688873291,-4.139435768127441,-0.1138078868389129,-11.261298179626465,-7.520309925079346,-7.0116777420043945,-10.82119083404541,-7.435998916625977,-14.06122875213623,-13.596126556396484,-11.324589729309082,-8.40268325805664,-9.820611953735352
15,-8.210257530212402,-10.927392959594728,-9.264053344726562,-4.8409600257873535,-4.691888332366943,-4.277234554290772,-5.175760269165039,-7.433934688568115,-6.610509395599365,-8.127070426940918,-7.239722728729248,-5.042150020599365,-8.448810577392578,-5.985060214996338,-5.200202465057373,-9.777945518493652,-6.975768089294434,-8.20777702331543,-11.726118087768556,-10.54371452331543,-7.981695175170898,-6.402262210845947,-3.917452573776245,-4.243037223815918,-7.808718681335449,-8.178717613220215,-7.793622016906738,-9.092079162597656,-5.272972583770752,-10.069573402404783,-7.831143856048584,-7.148746967315674,-9.775254249572754,-9.048035621643066,-9.73257064819336,-11.755199432373049,-10.755821228027344,-6.621269702911377,-6.492074966430664,-4.972745895385742,-6.27761173248291,-7.246490478515625,-6.393996238708496,-8.768771171569824,-9.057259559631348,-7.129422187805176,-9.663079261779783,-9.123581886291504,-6.191433429718018,-10.247010231018066,-9.029926300048828,-10.302651405334473,-11.738893508911133,-10.602591514587402,-12.513714790344238,-10.922253608703612,-4.153506278991699,-0.2152459174394607,-11.018073081970217,-6.469995498657227,-6.633606910705566,-7.0470051765441895,-6.984801292419434,-11.955430030822754,-12.805805206298828,-9.516077995300291,-7.970432281494141,-6.431034564971924,-9.616564750671388,-10.99416732788086,-9.853997230529783,-11.066573143005373,-10.265362739562988,-4.154598236083984,-0.3751895129680633,-9.852788925170898,-6.256080627441406,-6.574240207672119,-6.415233612060547,-6.654152870178223,-10.730633735656738,-11.308298110961914,-8.832972526550293,-8.509134292602539,-6.670615196228027,-11.447115898132324,-12.15755844116211,-11.65597152709961,-12.138318061828612,-11.630996704101562,-4.476109504699707,-0.1025424674153328,-11.284271240234377,-7.262488842010498,-7.175434112548828,-7.438594818115234,-7.42554759979248,-12.865443229675291,-13.30532455444336,-10.288480758666992,-9.14247226715088,-7.457528114318848
14,-7.934657573699951,-10.979729652404783,-8.729740142822266,-5.102095127105713,-5.174200534820557,-3.990047931671143,-4.8767991065979,-7.449959754943848,-6.160704612731934,-7.915088176727295,-6.830286026000977,-4.786762714385986,-7.743731498718262,-5.993376731872559,-4.74544620513916,-9.372110366821287,-6.251769065856934,-8.884601593017578,-11.831473350524902,-10.731882095336914,-13.938150405883787,-10.556483268737791,-3.2242910861968994,-0.1091969683766365,-10.909756660461426,-8.560070991516113,-6.49896764755249,-8.310009002685547,-5.96453332901001,-12.453068733215332,-11.110698699951172,-9.514244079589844,-8.049288749694824,-6.813424110412598,-8.87827205657959,-11.685193061828612,-10.095552444458008,-13.310197830200195,-10.7007417678833,-3.873849391937256,-0.1248923391103744,-10.149815559387209,-8.54176139831543,-6.45989990234375,-7.735274791717529,-5.888162136077881,-12.115931510925291,-10.410503387451172,-9.249361991882324,-7.662944316864014,-7.043779850006104,-8.231843948364258,-10.581149101257324,-9.161847114562988,-11.563070297241213,-9.890485763549805,-3.3475232124328613,-0.3799893856048584,-9.752511978149414,-7.568441867828369,-6.177879810333252,-6.766341209411621,-5.397945880889893,-10.784894943237305,-9.180204391479492,-8.435601234436035,-7.5591044425964355,-6.383423328399658,-8.84571647644043,-10.905505180358888,-10.016372680664062,-11.788610458374023,-10.046359062194824,-2.9716367721557617,-0.3323351144790649,-10.60300350189209,-7.940277576446533,-6.477004051208496,-6.828260898590088,-5.354556083679199,-11.178874969482422,-9.67033576965332,-8.684779167175293,-8.108367919921875,-6.1513543128967285,-9.469340324401855,-11.363903045654297,-10.654655456542969,-12.490986824035645,-10.789840698242188,-3.247535228729248,-0.2037612050771713,-10.693914413452148,-8.03244686126709,-6.368926525115967,-7.200526237487793,-5.72638463973999,-12.074049949645996,-10.472121238708496,-9.436235427856444,-8.129820823669434,-6.755699634552002
