,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-3.105876445770264,-5.805559158325195,-7.332882881164551,-7.713078022003174,-7.271102905273437,-7.791299343109131
3,-4.946467399597168,-5.900318622589111,-7.433310031890869,-7.876411914825439,-6.562437057495117,-7.038980484008789
8,-3.617089748382568,-6.057326316833496,-6.468914985656738,-6.935774803161621,-5.382734298706055,-4.544180870056152
2,-3.0994315147399902,-8.288784980773926,-7.456023693084717,-7.214339256286621,-6.590980052947998,-7.319861888885498
14,-3.196877956390381,-5.883718967437744,-6.228422164916992,-5.627532482147217,-6.034402370452881,-6.69244909286499
12,-3.5197196006774902,-4.312450408935547,-6.584972381591797,-6.413951396942139,-5.785953521728516,-6.1851677894592285
21,-5.07921028137207,-6.504427433013916,-5.824522495269775,-6.1315083503723145,-6.497062206268311,-6.846341133117676
23,-4.676461219787598,-4.288268089294434,-6.273944854736328,-4.937411785125732,-5.298758029937744,-4.971868515014648
9,-4.376163959503174,-3.835171222686768,-6.364658355712891,-6.089605331420898,-5.770360946655273,-6.394906997680664
11,-4.285372257232666,-6.229731559753418,-6.6420416831970215,-6.338679313659668,-5.814184188842773,-5.887546062469482
10,-5.230365753173828,-6.040318965911865,-7.3969340324401855,-6.829546928405762,-6.071126937866211,-5.889647483825684
20,-4.306644916534424,-8.928027153015137,-7.779664516448975,-6.363345623016357,-6.566685676574707,-6.742763996124268
0,-4.971322536468506,-4.890401840209961,-4.8555908203125,-5.229607582092285,-4.425416946411133,-5.90994119644165
17,-2.915602684020996,-7.063245296478272,-6.17596960067749,-5.538195610046387,-5.824395179748535,-6.502358913421631
18,-4.5718488693237305,-3.631118297576904,-5.842828750610352,-6.698680877685547,-6.401201248168945,-6.90099573135376
19,-4.504262924194336,-4.94634485244751,-6.386592864990234,-6.486941814422607,-5.815253257751465,-5.975192546844482
16,-4.746608257293701,-6.265285491943359,-6.472277641296387,-6.6465163230896,-6.161439418792725,-6.79121732711792
4,-2.9839415550231934,-7.618533134460449,-6.977726459503174,-5.839362621307373,-6.812564373016357,-5.668626308441162
5,-4.195143699645996,-8.550345420837402,-6.929439544677734,-6.5879106521606445,-7.0942912101745605,-6.709886074066162
13,-4.01097297668457,-9.457988739013672,-7.205418109893799,-7.245839118957519,-7.575796604156494,-7.740292549133301
6,-5.040146350860596,-7.660500049591064,-7.500838756561279,-6.9678497314453125,-6.42986536026001,-6.274232864379883
