,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.380031108856201,-5.854190349578857,-6.3751606941223145,-7.204170227050781,-7.139540672302246,-6.360789299011231
1,-7.733358383178711,-7.404670715332031,-8.23143196105957,-7.672067165374756,-7.782668590545654,-7.1915459632873535
2,-6.989322185516357,-6.6246724128723145,-6.459349632263184,-6.90189790725708,-6.906021595001221,-6.164403438568115
3,-7.719758987426758,-5.756142139434815,-5.943999290466309,-7.954811096191406,-6.134360313415527,-6.469545364379883
5,-8.404115676879883,-6.98698616027832,-7.864229679107666,-9.273595809936523,-8.832106590270996,-7.5453715324401855
7,-7.644116401672363,-6.318704128265381,-5.709984302520752,-6.225725173950195,-6.287501335144043,-6.58759069442749
6,-7.010502815246582,-5.763321876525879,-5.881307601928711,-6.731827259063721,-7.055659294128418,-6.5406494140625
8,-8.164690971374512,-7.577434539794922,-7.930380821228027,-8.721465110778809,-8.735466003417969,-7.8194098472595215
9,-7.984903335571289,-6.157262325286865,-6.11823844909668,-6.3468217849731445,-6.274163722991943,-5.984088897705078
10,-8.118265151977539,-6.681063175201416,-7.668208122253418,-8.102370262145996,-8.401823043823242,-7.818556785583496
11,-8.048162460327148,-6.0914692878723145,-6.71295690536499,-7.085230350494385,-7.301011085510254,-6.509420394897461
13,-7.842939853668213,-6.22736406326294,-6.495119571685791,-5.794511318206787,-7.647742748260498,-6.977575302124023
12,-7.290791034698486,-5.959315299987793,-4.453745365142822,-5.673481464385986,-7.093435287475586,-5.698533058166504
14,-8.022567749023438,-7.312900066375732,-8.026747703552246,-8.619194030761719,-8.478682518005371,-7.649137020111084
23,-8.407262802124023,-7.713197231292725,-7.534335136413574,-6.84876012802124,-8.162778854370117,-7.994443416595459
16,-7.956440925598144,-7.792759418487549,-6.793037414550781,-6.961800575256348,-7.128115177154541,-7.495373725891113
17,-7.692105293273926,-6.138767242431641,-6.612509727478027,-6.637307167053223,-7.246038436889648,-6.66550874710083
18,-6.722311973571777,-5.41001558303833,-5.90876579284668,-7.083152294158936,-6.855681419372559,-6.10720157623291
19,-6.765818119049072,-4.803082942962647,-6.653090000152588,-7.146097183227539,-7.072054862976074,-7.054652690887451
4,-7.109408855438232,-4.070603847503662,-7.518178939819336,-7.199787139892578,-7.495222091674805,-7.23881721496582
22,-7.007147312164307,-6.411895751953125,-6.552283763885498,-6.998873710632324,-7.765780925750732,-6.913299560546875
21,-8.389374732971191,-6.68886137008667,-7.728405952453613,-6.675516128540039,-7.905729293823242,-7.298871994018555
15,-8.342123031616211,-6.861302375793457,-7.780829906463623,-8.375288963317871,-8.980536460876465,-9.507986068725586
20,-7.184047698974609,-4.5816650390625,-6.104042053222656,-6.680535316467285,-6.141882419586182,-4.829782009124756
