,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-7.015225410461426,-5.8265533447265625,-6.000141620635986,-6.188450336456299,-6.730106353759766,-6.318971633911133
1,-6.838289260864258,-5.926647663116455,-5.967945575714111,-6.294777870178223,-6.541391849517822,-7.533718109130859
2,-7.019293308258057,-6.712128162384033,-6.777632236480713,-6.793573379516602,-6.773787021636963,-6.44574499130249
3,-6.166339874267578,-5.645080089569092,-6.9135565757751465,-6.817605495452881,-6.887792587280273,-6.567868709564209
5,-5.618667602539063,-5.895189762115479,-6.16768741607666,-6.484472274780273,-5.839719772338867,-6.876837253570557
7,-6.206183433532715,-5.580732345581055,-5.320441722869873,-6.565031051635742,-5.879349231719971,-6.557991027832031
6,-6.45680046081543,-4.893641948699951,-5.286929607391357,-5.725806713104248,-5.835238933563232,-6.3276047706604
8,-6.556747913360596,-6.441640377044678,-6.112804412841797,-6.1208977699279785,-6.883980751037598,-6.609510898590088
9,-5.831401348114014,-5.901080131530762,-4.526134967803955,-6.016352653503418,-5.988739967346191,-6.2905778884887695
10,-6.698090076446533,-5.399301052093506,-5.467495918273926,-5.898138523101807,-5.810281276702881,-5.840603828430176
11,-6.858940601348877,-5.636870861053467,-5.550114631652832,-6.643060207366943,-6.9509358406066895,-6.597156524658203
13,-6.590297698974609,-5.438503742218018,-6.453377723693848,-6.419490814208984,-6.462061405181885,-6.5693559646606445
12,-6.359372615814209,-5.639477252960205,-7.195193767547607,-6.586849212646484,-6.645205020904541,-6.88832950592041
14,-5.963249206542969,-5.036282062530518,-5.119956016540527,-5.636790752410889,-6.187626361846924,-6.559073448181152
23,-6.399661540985107,-5.418843746185303,-5.599624633789063,-6.108103752136231,-5.702636241912842,-5.661433219909668
16,-6.246670722961426,-4.529245376586914,-4.411069393157959,-6.217348575592041,-6.276317596435547,-6.299850940704346
17,-6.103750705718994,-5.997230529785156,-6.541197776794434,-6.689124584197998,-6.825380325317383,-6.772400379180908
18,-5.983895301818848,-5.444943428039551,-5.458693504333496,-5.718005657196045,-6.5434346199035645,-6.974496364593506
19,-6.072208881378174,-5.766853332519531,-6.647963523864746,-6.622782230377197,-7.030662536621094,-6.719507217407227
4,-7.379566669464111,-5.382829189300537,-6.510032653808594,-6.590704441070557,-6.436703681945801,-6.687244892120361
22,-5.988585948944092,-7.048079967498779,-6.202730178833008,-6.424659729003906,-6.118322849273682,-6.229447841644287
21,-6.260605812072754,-5.860799789428711,-5.671632766723633,-6.03052282333374,-6.366304874420166,-6.467835426330566
15,-5.734618663787842,-5.241124629974365,-5.099812030792236,-5.566609859466553,-5.46989631652832,-5.6181254386901855
20,-5.86376953125,-6.878575325012207,-7.115699768066406,-7.162501811981201,-6.523178577423096,-6.422163009643555
