,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee,agent0_555,agent1_555,agent2_555,agent3_555,agent4_555,agent5_555
0,-6.292205810546875,-5.9314680099487305,-5.826958656311035,-5.816349506378174,-6.960283756256104,-6.318971633911133,-1.0264978408813477,-0.0934544280171394,-0.1318019926548004,-12.44685173034668,-14.432489395141602,-14.204514503479004
8,-6.182233810424805,-6.486717700958252,-5.96485710144043,-5.991654872894287,-6.524925231933594,-6.609510898590088,-1.285847783088684,-0.2947850823402405,-0.0988100841641426,-0.3491729199886322,-0.2128060758113861,-3.0971384048461914
16,-6.125209331512451,-4.3461527824401855,-4.263338565826416,-5.973044872283936,-5.979754447937012,-6.299850940704346,-0.5595565438270569,-0.0868738368153572,-11.368352890014648,-16.529489517211914,-16.11365509033203,-16.609233856201172
2,-6.398038864135742,-6.2620344161987305,-6.527169704437256,-6.448626518249512,-6.448626518249512,-6.44574499130249,-1.8680620193481443,-15.411882400512695,-17.968597412109375,-17.647258758544922,-17.647258758544922,-16.290874481201172
1,-6.665154457092285,-5.891668319702148,-5.9553937911987305,-6.367714405059815,-6.33998441696167,-7.533718109130859,-1.4922938346862793,-9.021717071533203,-3.0362462997436523,-4.270389556884766,-4.009096622467041,-5.275060176849365
9,-6.387573719024658,-5.802275657653809,-6.163950443267822,-6.323304176330566,-5.935830116271973,-6.2905778884887695,-1.1409814357757568,-0.0942595079541206,-0.289045512676239,-0.0286215301603078,-21.07554626464844,-38.99051284790039
17,-5.913984298706055,-5.917623519897461,-6.573729991912842,-6.76885986328125,-6.788276195526123,-6.772400379180908,-1.0226945877075195,-0.530985414981842,-14.673643112182615,-18.01658821105957,-18.98166275024414,-21.062509536743164
3,-6.304557800292969,-5.480361461639404,-6.515077590942383,-6.887925148010254,-6.824974536895752,-6.567868709564209,-0.8854303956031799,-0.1881723403930664,-13.517210960388184,-15.680258750915527,-15.700736045837402,-17.01872444152832
10,-6.409577369689941,-5.246516227722168,-5.209312438964844,-5.484314441680908,-5.312004566192627,-5.840603828430176,-2.4271397590637207,-0.0699137672781944,-7.8644819259643555,-5.648375988006592,-4.424467086791992,-12.497496604919434
11,-6.619321823120117,-5.646956443786621,-5.565244197845459,-6.579028129577637,-6.858592033386231,-6.597156524658203,-1.479255199432373,-0.2269885838031768,-0.4284379184246063,-16.227428436279297,-15.62415599822998,-20.169130325317383
18,-6.738008499145508,-5.993643760681152,-5.677367210388184,-5.465499877929688,-6.151883602142334,-6.974496364593506,-0.5245488882064819,-0.2042632699012756,-0.0412038527429103,-0.2993743121623993,-14.635144233703612,-17.90390968322754
19,-5.742656707763672,-5.402838706970215,-6.494357109069824,-6.479226112365723,-6.610926151275635,-6.719507217407227,-1.5982584953308103,-0.9816714525222778,-16.42160415649414,-18.238550186157227,-17.3833065032959,-17.002342224121094
5,-6.220089912414551,-5.918483257293701,-5.67563533782959,-5.666679859161377,-5.9035258293151855,-6.876837253570557,-2.8780951499938965,-0.349285751581192,-1.0508958101272583,-2.0350255966186523,-0.1735572963953018,-4.931018352508545
4,-6.312534332275391,-5.112608909606934,-5.7221879959106445,-5.7168803215026855,-6.068027973175049,-6.687244892120361,-1.4468318223953247,-0.3942467868328094,-7.3718647956848145,-6.795115470886231,-31.431489944458008,-35.40510559082031
12,-6.354111194610596,-5.111316204071045,-7.094891548156738,-6.640648365020752,-7.001018047332764,-6.88832950592041,,,,,,
13,-6.134096145629883,-5.300949573516846,-5.774821758270264,-6.596745014190674,-6.473895072937012,-6.5693559646606445,-0.7929332256317139,-0.6877923011779785,-7.418637275695801,-17.12440299987793,-37.62937927246094,-41.58366012573242
7,-5.932653427124023,-5.917888164520264,-5.634334564208984,-6.576379776000977,-6.414995670318604,-6.557991027832031,-0.8486290574073792,-0.1797388792037964,-0.0909282565116882,-0.0645701512694358,-10.148259162902832,-32.68947219848633
6,-6.628055095672607,-5.678904533386231,-5.690093040466309,-5.53275203704834,-5.803814888000488,-6.3276047706604,-2.402677059173584,-0.4276272058486938,-0.8071605563163757,-10.700244903564451,-11.159318923950195,-14.69161319732666
15,-6.407090187072754,-5.906442642211914,-5.594634532928467,-5.431888580322266,-5.1974029541015625,-5.6181254386901855,,,,,,
14,-6.24833345413208,-5.348199367523193,-5.666909217834473,-5.786242961883545,-6.385825157165527,-6.559073448181152,,,,,,
