,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-7.4921875,-14.078125,-14.7578125,-14.90625,-15.1171875,-17.015625
1,-8.3671875,-15.953125,-15.84375,-13.5625,-12.8359375,-14.8125
2,-7.40234375,-15.3828125,-12.0703125,-13.3046875,-12.8671875,-14.9765625
3,-7.69921875,-13.5546875,-15.578125,-12.6328125,-14.9921875,-15.03125
4,-7.75390625,-15.203125,-12.8515625,-13.78125,-12.6171875,-12.25
5,-7.51171875,-15.3828125,-15.375,-14.359375,-14.359375,-17.109375
6,-7.4140625,-16.953125,-17.265625,-14.875,-16.625,-17.109375
7,-6.98046875,-13.9453125,-14.8515625,-15.78125,-14.3359375,-15.8984375
8,-7.50390625,-14.9296875,-14.1328125,-15.8125,-15.109375,-15.8984375
9,-7.48046875,-13.3515625,-12.984375,-15.203125,-15.390625,-16.390625
10,-6.5234375,-14.9140625,-16.015625,-13.6640625,-12.34375,-14.3515625
11,-7.73046875,-14.1015625,-16.265625,-14.8671875,-13.515625,-14.40625
12,-9.828125,-13.9453125,-13.921875,-15.21875,-14.5625,-16.203125
13,-7.15625,-15.09375,-13.984375,-12.984375,-13.0234375,-16.28125
14,-7.75,-14.0234375,-14.46875,-13.8828125,-12.8515625,-15.2421875
15,-7.44921875,-13.3203125,-15.0703125,-14.7734375,-13.7265625,-16.890625
16,-6.51953125,-14.5859375,-16.109375,-13.6015625,-12.3984375,-13.3359375
17,-8.078125,-15.3359375,-13.625,-14.265625,-15.078125,-14.203125
18,-7.265625,-14.4453125,-12.5390625,-15.328125,-15.640625,-13.9375
19,-7.97265625,-12.6953125,-14.2578125,-14.2578125,-14.25,-16.671875
