,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.051465034484863,-9.966986656188965,-10.460928916931152,-11.105911254882812,-10.887094497680664,-11.203852653503418
1,-6.349787712097168,-7.555725574493408,-10.806970596313477,-10.521663665771484,-10.976303100585938,-11.27230453491211
2,-6.403664588928223,-10.182180404663086,-8.499016761779785,-10.939353942871094,-11.398004531860352,-10.928621292114258
4,-5.911629676818848,-10.390216827392578,-11.125761032104492,-10.72950839996338,-10.843073844909668,-11.824016571044922
3,-6.533041477203369,-8.763041496276855,-11.5409574508667,-10.146831512451172,-11.093376159667969,-11.095694541931152
5,-6.292765140533447,-10.06976318359375,-10.089434623718262,-9.889026641845703,-10.87227725982666,-8.623242378234863
7,-6.258347034454346,-6.705397129058838,-9.60589599609375,-10.858390808105469,-10.286962509155272,-11.70293140411377
6,-6.009490489959717,-5.890081882476807,-10.528183937072754,-10.737305641174316,-9.923554420471191,-11.298443794250488
15,-6.924229621887207,-7.177322864532471,-6.540793418884277,-9.7644681930542,-10.747720718383787,-11.12130069732666
8,-5.1559739112854,-8.231938362121582,-10.966605186462402,-10.353382110595703,-9.11485195159912,-10.71193790435791
9,-5.447978973388672,-9.872965812683104,-10.928264617919922,-10.737844467163086,-10.026214599609377,-11.691831588745115
14,-6.671302795410156,-6.859193801879883,-9.188858032226562,-9.464616775512695,-11.17581272125244,-10.4503173828125
10,-6.531426906585693,-8.931356430053711,-10.745719909667969,-10.756047248840332,-10.879735946655272,-11.792593955993652
12,-6.221316337585449,-7.36590576171875,-8.450214385986328,-10.956369400024414,-10.849666595458984,-11.273882865905762
11,-5.994886875152588,-7.322919845581055,-8.810545921325684,-5.683228492736816,-4.700591087341309,-7.219137191772461
13,-7.776002883911133,-9.54517936706543,-8.318185806274414,-9.826567649841309,-10.130691528320312,-11.645635604858398
16,-6.309884071350098,-7.816221714019775,-9.72369384765625,-7.383090019226074,-10.34411907196045,-10.438064575195312
17,-6.052201271057129,-6.17971658706665,-6.7908616065979,-10.952963829040527,-11.508788108825684,-11.064762115478516
18,-8.625251770019531,-6.508531093597412,-11.265396118164062,-10.364313125610352,-10.34283447265625,-10.915359497070312
19,-6.09467077255249,-5.72382116317749,-11.055231094360352,-9.15617847442627,-11.11652374267578,-11.180903434753418
