,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-1.8271484375,-5.6015625,-4.984375,-6.14453125,-5.984375,-5.33203125
1,-5.2578125,-5.546875,-7.85546875,-6.3203125,-5.94140625,-6.59765625
2,-3.44140625,-5.23046875,-4.8125,-5.265625,-4.5078125,-4.58203125
3,-3.8828125,-5.54296875,-4.953125,-5.0390625,-4.81640625,-5.8671875
4,-3.44140625,-5.453125,-6.64453125,-5.47265625,-5.48828125,-7.265625
5,-1.724609375,-6.4296875,-6.10546875,-6.359375,-5.3203125,-5.48046875
6,-3.140625,-6.37890625,-5.8984375,-5.16796875,-5.41796875,-5.890625
7,-2.255859375,-6.08984375,-5.296875,-5.86328125,-6.20703125,-6.08203125
8,-1.966796875,-5.9296875,-5.5703125,-5.1015625,-5.28515625,-5.57421875
9,-2.65234375,-5.05859375,-4.88671875,-4.703125,-6.5234375,-5.84765625
10,-2.236328125,-6.01953125,-5.3828125,-5.26171875,-5.18359375,-5.6328125
11,-2.806640625,-5.0703125,-4.69921875,-4.36328125,-4.78515625,-5.6796875
12,-2.453125,-7.01953125,-8.765625,-8.46875,-7.7421875,-6.5234375
13,-3.025390625,-6.3203125,-4.9296875,-5.52734375,-5.46875,-5.4296875
14,-2.529296875,-6.90234375,-5.68359375,-5.32421875,-5.578125,-5.4140625
15,-2.77734375,-6.04296875,-5.71875,-5.04296875,-5.13671875,-5.32421875
16,-2.443359375,-5.83203125,-6.03125,-6.65234375,-7.21875,-6.8515625
17,-1.705078125,-5.03515625,-5.71484375,-5.2734375,-5.75,-6.0078125
18,-3.546875,-6.01171875,-6.27734375,-5.609375,-6.38671875,-6.42578125
19,-2.748046875,-5.00390625,-5.0546875,-4.625,-5.08984375,-5.16015625
