,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-1.8759765625,-4.74609375,-4.58203125,-4.84375,-4.6796875,-5.33203125
1,-2.294921875,-5.30078125,-6.125,-4.95703125,-5.78515625,-6.59765625
2,-1.8935546875,-5.0078125,-5.48828125,-4.65234375,-4.5234375,-4.58203125
3,-2.83203125,-4.37109375,-4.35546875,-4.21484375,-4.2734375,-5.8671875
4,-2.59765625,-4.515625,-6.51953125,-5.015625,-5.17578125,-7.265625
5,-2.54296875,-4.828125,-4.83203125,-5.71875,-5.19140625,-5.48046875
6,-2.482421875,-6.13671875,-5.47265625,-4.81640625,-4.90234375,-5.890625
7,-2.314453125,-5.57421875,-4.609375,-5.16796875,-5.51953125,-6.08203125
8,-1.7578125,-5.32421875,-5.28515625,-4.48046875,-4.48046875,-5.57421875
9,-2.390625,-5.47265625,-3.966796875,-4.12109375,-6.0,-5.84765625
10,-2.65625,-4.71875,-5.84375,-5.83203125,-4.5,-5.6328125
11,-2.53515625,-4.6640625,-3.8828125,-3.880859375,-3.880859375,-5.6796875
12,-2.470703125,-4.7890625,-7.359375,-7.14453125,-7.75,-6.5234375
13,-2.314453125,-5.08984375,-4.390625,-4.19921875,-4.19921875,-5.4296875
14,-2.099609375,-5.38671875,-4.84765625,-4.9453125,-4.83203125,-5.4140625
15,-2.9453125,-5.140625,-5.10546875,-4.62890625,-4.57421875,-5.32421875
16,-1.93359375,-5.55859375,-6.34375,-7.6484375,-7.8984375,-6.8515625
17,-2.572265625,-4.91796875,-4.23828125,-3.65234375,-5.05078125,-6.0078125
18,-2.69140625,-5.50390625,-5.328125,-5.6328125,-5.953125,-6.42578125
19,-2.43359375,-4.7109375,-4.4765625,-4.90234375,-5.78515625,-5.16015625
