,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.04296875,-7.6484375,-6.6953125,-6.19921875,-5.8203125,-5.90234375
1,-3.255859375,-6.90625,-6.9765625,-8.0390625,-7.61328125,-7.84375
2,-2.580078125,-7.1484375,-5.8203125,-6.83203125,-6.625,-7.03125
3,-3.333984375,-5.265625,-6.19140625,-5.6484375,-5.83203125,-6.65234375
4,-1.7939453125,-7.75,-6.51171875,-5.515625,-5.83203125,-5.80859375
5,-1.9072265625,-7.12890625,-6.4609375,-6.81640625,-6.3046875,-6.0703125
6,-2.4609375,-6.984375,-7.5234375,-6.96875,-6.58203125,-6.38671875
7,-2.013671875,-8.25,-7.546875,-7.25390625,-6.3125,-6.2265625
8,-3.0703125,-2.177734375,-5.6484375,-6.734375,-6.015625,-6.71484375
9,-3.1015625,-6.85546875,-6.65234375,-6.6171875,-5.82421875,-5.43359375
10,-3.130859375,-2.603515625,-4.21484375,-6.5234375,-6.8828125,-6.44921875
11,-2.1953125,-2.6953125,-7.078125,-6.5703125,-5.74609375,-5.8046875
12,-2.3046875,-7.390625,-6.33984375,-5.7734375,-5.74609375,-6.0703125
13,-2.01953125,-6.53515625,-6.1796875,-6.40234375,-5.62109375,-5.734375
14,-2.166015625,-7.50390625,-5.87890625,-5.62890625,-5.88671875,-6.46484375
15,-2.478515625,-6.7890625,-7.1953125,-7.5625,-7.453125,-7.26171875
16,-3.03515625,-8.1015625,-7.171875,-7.90625,-6.8359375,-6.9609375
17,-2.2578125,-7.71875,-5.53515625,-6.015625,-6.609375,-6.11328125
18,-2.58984375,-7.58203125,-6.8125,-7.67578125,-7.02734375,-7.0234375
19,-3.271484375,-8.9453125,-8.0234375,-7.6640625,-6.91796875,-7.25
