,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-7.69140625,-11.28125,-11.1171875,-9.828125,-9.6484375,-12.375
1,-7.59375,-11.7578125,-13.6015625,-13.609375,-14.15625,-15.7109375
2,-7.33203125,-11.5078125,-10.2890625,-11.6015625,-11.984375,-11.8671875
3,-7.78515625,-11.375,-10.875,-11.328125,-11.4296875,-11.9609375
4,-7.46484375,-11.234375,-10.2578125,-10.03125,-9.5546875,-10.5625
5,-7.32421875,-12.03125,-10.7578125,-11.4296875,-11.4921875,-14.59375
6,-7.76171875,-12.78125,-12.0859375,-12.84375,-11.7265625,-13.78125
7,-7.15234375,-14.203125,-10.34375,-10.6640625,-9.2890625,-10.3203125
8,-7.3828125,-11.8359375,-13.109375,-13.8203125,-14.984375,-14.25
9,-7.546875,-11.375,-11.09375,-11.8828125,-11.5703125,-11.765625
10,-8.1171875,-13.1015625,-10.5390625,-11.15625,-9.5234375,-10.703125
11,-7.02734375,-12.25,-17.640625,-15.6171875,-14.0390625,-12.4765625
12,-8.015625,-11.4609375,-10.6015625,-12.0703125,-10.59375,-11.546875
13,-7.6171875,-12.21875,-12.6484375,-11.0859375,-10.25,-9.5625
14,-7.71875,-12.5390625,-11.2734375,-12.5234375,-13.5859375,-14.6796875
15,-7.5859375,-12.03125,-10.984375,-10.0390625,-10.9453125,-10.84375
16,-7.671875,-12.859375,-11.7890625,-11.8046875,-11.6484375,-13.4140625
17,-7.75,-12.390625,-10.4765625,-10.59375,-8.71875,-9.9296875
18,-7.7109375,-12.6484375,-11.3671875,-11.5,-12.0078125,-12.890625
19,-8.203125,-10.7109375,-9.8125,-10.015625,-11.3125,-12.328125
