,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.0596604347229,-13.148301124572754,-11.999006271362305,-12.607586860656738,-12.820645332336426,-10.275959014892578
1,-6.555909156799316,-11.291963577270508,-10.969305038452148,-10.601282119750977,-11.977744102478027,-12.335326194763184
2,-5.525138854980469,-11.111432075500488,-11.344159126281738,-10.368160247802734,-10.60496711730957,-12.152119636535645
4,-5.798580646514893,-11.482454299926758,-12.548321723937988,-11.155247688293455,-10.614121437072754,-12.241361618041992
3,-6.03354024887085,-11.374226570129396,-12.46467399597168,-9.965010643005373,-10.280425071716309,-10.554120063781738
5,-5.575394630432129,-8.415462493896484,-8.11002254486084,-12.881912231445312,-11.091347694396973,-14.105653762817385
7,-5.994289398193359,-11.148927688598633,-11.817301750183104,-10.40855598449707,-10.375606536865234,-11.945602416992188
6,-8.534614562988281,-7.334846019744873,-6.844648838043213,-9.106678009033203,-10.111541748046877,-11.239999771118164
8,-5.1717143058776855,-7.682454586029053,-11.85961627960205,-12.740588188171388,-12.270898818969728,-13.829090118408203
15,-5.490478992462158,-6.269999980926514,-13.09556484222412,-10.98735809326172,-10.964885711669922,-12.210002899169922
9,-5.59063196182251,-7.571977138519287,-11.909191131591797,-12.312578201293944,-9.97040557861328,-11.719897270202637
14,-6.6409687995910645,-8.18339729309082,-10.29602336883545,-11.794291496276855,-10.246967315673828,-11.566109657287598
10,-5.704207420349121,-5.711766719818115,-6.043686866760254,-10.258672714233398,-9.370845794677734,-11.141401290893556
12,-5.772171497344971,-11.43833351135254,-10.519503593444824,-11.92824649810791,-11.292041778564451,-11.519393920898438
11,-5.281457901000977,-10.55533504486084,-11.367083549499512,-11.468707084655762,-11.444235801696776,-12.439607620239258
13,-6.1217851638793945,-10.49366855621338,-10.817792892456056,-8.889020919799805,-9.929683685302734,-10.562992095947266
16,-5.958124160766602,-12.190962791442873,-11.956953048706056,-10.8903226852417,-10.763985633850098,-12.317946434020996
17,-6.281516075134277,-9.44266128540039,-11.400474548339844,-11.39489459991455,-9.11416244506836,-8.829500198364258
18,-6.805841445922852,-11.901270866394045,-12.65541934967041,-11.551921844482422,-10.358308792114258,-10.765347480773926
19,-5.634526252746582,-9.088048934936523,-6.362692356109619,-9.83071994781494,-10.09237575531006,-9.291993141174316
