,agent0_kangaroo,agent0_koala,agent0_lion,agent0_elephant,agent0_giraffe,agent0_dolphin,agent1_kangaroo,agent1_koala,agent1_lion,agent1_elephant,agent1_giraffe,agent1_dolphin,agent2_kangaroo,agent2_koala,agent2_lion,agent2_elephant,agent2_giraffe,agent2_dolphin,agent3_kangaroo,agent3_koala,agent3_lion,agent3_elephant,agent3_giraffe,agent3_dolphin,agent4_kangaroo,agent4_koala,agent4_lion,agent4_elephant,agent4_giraffe,agent4_dolphin,agent5_kangaroo,agent5_koala,agent5_lion,agent5_elephant,agent5_giraffe,agent5_dolphin,agent0_panda,agent0_penguin,agent0_chimpanzee,agent0_orangutan,agent1_panda,agent1_penguin,agent1_chimpanzee,agent1_orangutan,agent2_panda,agent2_penguin,agent2_chimpanzee,agent2_orangutan,agent3_panda,agent3_penguin,agent3_chimpanzee,agent3_orangutan,agent4_panda,agent4_penguin,agent4_chimpanzee,agent4_orangutan,agent5_panda,agent5_penguin,agent5_chimpanzee,agent5_orangutan,agent0_860,agent1_860,agent2_860,agent3_860,agent4_860,agent5_860
0,-4.651991367340088,-5.732873916625977,-7.304450035095215,-1.36817467212677,-1.985795855522156,-3.661458969116211,-4.570145130157471,-5.50009822845459,-6.995532512664795,-0.9986425638198853,-1.299476981163025,-3.0288872718811035,-6.053802967071533,-6.14089822769165,-6.542943477630615,-2.388144254684448,-2.969940662384033,-0.3181979358196258,-7.348876953125,-7.161056041717529,-7.421485900878906,-2.5580012798309326,-3.928701877593994,-0.2947166860103607,-7.807837963104248,-6.518866539001465,-8.854310989379883,-4.331817150115967,-3.966106653213501,-1.9910091161727903,-8.471382141113281,-8.493772506713867,-8.395989418029785,-2.865494966506958,-5.479608535766602,-0.2344105392694473,-6.423792839050293,-4.335432529449463,-8.584518432617188,-8.02304744720459,-5.339002132415772,-4.038933277130127,-7.487915515899658,-6.5394792556762695,-5.7542033195495605,-8.011917114257812,-5.907397747039795,-5.74704647064209,-6.978041648864746,-9.448994636535645,-6.342538356781006,-5.946767330169678,-8.101370811462402,-9.199612617492676,-7.734738349914551,-5.826211929321289,-7.488779544830322,-9.722537994384766,-6.852669715881348,-7.04220724105835,-2.1006853580474854,-0.1076083034276962,-5.9622721672058105,-10.327703475952148,-8.115230560302734,-17.892244338989258
1,-4.261409282684326,-5.600587844848633,-6.77380895614624,-1.099652647972107,-1.7821813821792605,-2.92786169052124,-4.733443260192871,-5.2751078605651855,-8.024046897888184,-1.069488286972046,-1.791736364364624,-1.4852750301361084,-4.800633430480957,-5.708444595336914,-7.579104900360107,-0.8988003134727478,-1.4267089366912842,-2.859719753265381,-5.7576518058776855,-6.376899242401123,-7.006364345550537,-1.3185181617736816,-0.9367495179176332,-1.7702012062072754,-7.4259748458862305,-7.71401834487915,-6.869240760803223,-1.7269048690795898,-3.9314987659454346,-0.359650582075119,-7.785234928131103,-8.387029647827148,-7.064636707305908,-2.0393643379211426,-4.66236686706543,-0.2398534417152404,-5.877872943878174,-4.551038265228272,-7.874671936035156,-8.070842742919922,-5.306421279907227,-4.7502055168151855,-6.82902717590332,-6.215893745422363,-6.527323246002197,-4.323678970336914,-7.212709903717041,-4.711920261383057,-6.234147548675537,-6.504472732543945,-6.66770601272583,-4.636586666107178,-6.685696601867676,-8.519198417663574,-6.378998756408691,-6.606977939605713,-6.6226677894592285,-8.494054794311523,-6.682458877563477,-7.503383636474609,-0.1191142201423645,-0.3388188481330871,-0.1990594267845153,-0.0574843361973762,-1.7089641094207764,-11.80426025390625
2,-4.76896333694458,-5.971477508544922,-7.124960899353027,-1.4715603590011597,-1.4790546894073486,-3.710538864135742,-5.733516216278076,-6.736155033111572,-6.1525187492370605,-0.8852763772010803,-2.656607389450073,-1.4105067253112793,-5.228293418884277,-5.891051769256592,-6.471920013427734,-1.5709095001220703,-2.2830381393432617,-0.8789691925048828,-5.760597229003906,-5.5168867111206055,-6.380012512207031,-1.2953404188156128,-2.596730232238769,-1.1410702466964722,-6.9058613777160645,-6.49790096282959,-7.062777996063232,-2.217781543731689,-3.3854868412017822,-0.790615439414978,-6.58095645904541,-6.722582817077637,-6.745292663574219,-2.123891830444336,-3.5330543518066406,-0.4436569809913635,-6.702908515930176,-4.7996110916137695,-8.46738338470459,-7.227027893066406,-5.470143795013428,-6.538653373718262,-5.679934024810791,-6.250929832458496,-4.935030937194824,-5.480922698974609,-5.982028484344482,-5.733793258666992,-5.970229148864746,-8.033500671386719,-6.004726409912109,-5.407715797424316,-6.394477367401123,-9.294859886169434,-5.980793952941895,-5.74665641784668,-6.402210235595703,-8.170493125915527,-6.168501853942871,-6.083226680755615,-0.3313003480434418,-3.51760196685791,-0.946624994277954,-3.240720510482788,-8.37075424194336,-13.078808784484863
4,-4.14319372177124,-5.25618314743042,-6.969752788543701,-1.2745566368103027,-1.4486385583877563,-2.8808932304382324,-4.212547302246094,-5.415534019470215,-7.682870864868164,-1.07391095161438,-1.807056546211243,-1.665988206863403,-6.3804779052734375,-6.906609535217285,-5.583222389221191,-1.1504204273223877,-3.8244688510894775,-0.6391384601593018,-7.525444507598877,-8.0633544921875,-7.460581302642822,-2.5874180793762207,-5.219369411468506,-0.3478780090808868,-7.231509208679199,-7.594083786010742,-6.638038635253906,-2.8488998413085938,-4.901777267456055,-0.3072624802589416,-6.73403787612915,-7.085352897644043,-6.598392009735107,-2.4644522666931152,-4.361954212188721,-0.4135146141052246,-5.710350513458252,-4.005598545074463,-8.121996879577637,-7.935537338256836,-4.526469230651856,-3.995932340621948,-7.3083930015563965,-7.5003557205200195,-5.758456230163574,-7.501580715179443,-5.843416690826416,-7.381753444671631,-5.982397556304932,-7.362022876739502,-6.403891086578369,-7.281150817871094,-5.830772399902344,-7.513139724731445,-6.285067081451416,-6.856985092163086,-5.03196382522583,-6.771856307983398,-6.355422496795654,-6.5777506828308105,-1.2701187133789062,-0.7950195670127869,-7.552709102630615,-36.93531799316406,-37.334285736083984,-38.38659286499024
5,-4.179746627807617,-5.093214511871338,-7.237644672393799,-1.3118854761123655,-1.740462064743042,-3.4303641319274902,-4.980227947235107,-5.490036010742188,-7.418280601501465,-0.8694990873336792,-1.278252124786377,-4.283276557922363,-8.023019790649414,-8.19433879852295,-7.603817939758301,-0.4955756664276123,-2.857435464859009,-1.5353686809539795,-6.284432411193848,-6.739290237426758,-7.837371826171875,-2.355781555175781,-4.460265636444092,-0.3079853653907776,-7.06016731262207,-7.531796455383301,-8.14334487915039,-2.4584436416625977,-4.693493366241455,-0.3654451668262481,-7.468564987182617,-7.342568874359131,-7.707305908203125,-2.332040548324585,-4.4008097648620605,-0.5257318019866943,-6.054290294647217,-4.019348621368408,-8.29449462890625,-7.775373935699463,-6.434041976928711,-5.170675277709961,-7.764813423156738,-5.119093418121338,-7.106697082519531,-7.326797485351562,-6.849383354187012,-5.614785671234131,-6.212329864501953,-7.654674053192139,-6.46886157989502,-6.48912239074707,-6.652499198913574,-8.711660385131836,-6.599462985992432,-6.54821252822876,-6.755536079406738,-8.653312683105469,-6.710186004638672,-5.961553573608398,-0.339412122964859,-0.1250202804803848,-0.0723422393202781,-7.171841621398926,-8.231986999511719,-9.752396583557127
6,-3.713759660720825,-4.727728843688965,-7.328409194946289,-1.5095300674438477,-1.8007701635360718,-3.3103723526000977,-4.402474880218506,-5.743270397186279,-7.107339859008789,-0.5292718410491943,-2.380584716796875,-2.2846200466156006,-5.214194297790527,-5.216022968292236,-7.124910354614258,-0.660956621170044,-2.5359046459198,-1.2278339862823486,-4.28586483001709,-4.534218311309815,-7.222075462341309,-0.9301941394805908,-1.6989060640335083,-2.3668854236602783,-6.738605499267578,-6.0642266273498535,-7.80020809173584,-3.387501716613769,-3.4731457233428955,-0.484599232673645,-7.946160793304443,-7.54962682723999,-7.205705165863037,-2.271450519561768,-4.688007831573486,-0.2591215372085571,-5.816316604614258,-3.240236282348633,-8.21536922454834,-7.579539775848389,-4.526010513305664,-4.266838550567627,-7.06178617477417,-6.713973045349121,-5.448704719543457,-5.804660320281982,-6.6804938316345215,-7.015774726867676,-4.918186187744141,-5.493934154510498,-6.694826602935791,-6.406529903411865,-5.732012748718262,-8.4744291305542,-6.584131240844727,-5.886090755462647,-6.432579517364502,-8.286965370178223,-6.749080657958984,-6.4452104568481445,-2.5542643070220947,-0.1315394937992096,-2.7494263648986816,-0.1893229484558105,-9.059048652648926,-9.855770111083984
3,-3.782905817031861,-4.708877086639404,-6.581696510314941,-1.085250973701477,-1.4517134428024292,-3.1270809173583984,-5.43875789642334,-5.737527847290039,-7.951959609985352,-1.0320370197296145,-2.4424777030944824,-0.949998140335083,-7.086554527282715,-7.287899017333984,-7.561882019042969,-1.179653286933899,-1.750700831413269,-1.4102803468704224,-6.801287651062012,-6.249233722686768,-7.065530300140381,-1.7546744346618652,-3.0885894298553467,-0.7757563591003418,-7.401215076446533,-6.944700241088867,-7.63195276260376,-2.2945618629455566,-3.933724164962769,-0.6386609077453613,-7.430890083312988,-6.718091011047363,-7.335588455200195,-2.371532440185547,-3.472611665725708,-0.97467041015625,-5.529033660888672,-3.613412857055664,-8.191710472106934,-7.972325801849365,-5.133663177490234,-4.821506500244141,-7.701166152954102,-6.7936882972717285,-7.166842460632324,-7.312610149383545,-6.692435264587402,-5.1872992515563965,-6.679315090179443,-8.687348365783691,-6.359155178070068,-5.549572944641113,-6.938339710235596,-9.071213722229004,-6.471333026885986,-5.949293613433838,-7.048194885253906,-9.190633773803713,-6.272151947021484,-6.3135986328125,-0.0088613834232091,-0.1155465319752693,-0.0765635892748832,-3.345189332962036,-7.389988422393799,-9.489527702331545
8,-4.874107360839844,-5.028538703918457,-7.610459804534912,-1.9425387382507324,-1.7396959066390991,-2.2533106803894043,-4.705238342285156,-5.174312114715576,-7.124005317687988,-1.118830680847168,-2.2876124382019043,-2.053572654724121,-3.5886309146881104,-4.480057239532471,-7.501033782958984,-2.0980844497680664,-1.2784909009933472,-2.364771842956543,-6.925467014312744,-7.421489715576172,-4.9661736488342285,-0.6281066536903381,-2.573203563690185,-1.419847011566162,-7.952337741851807,-7.413864612579346,-5.484083652496338,-1.1683428287506104,-3.605701208114624,-0.6175845265388489,-8.573857307434082,-8.324106216430664,-7.010738372802734,-1.865924835205078,-4.761603832244873,-0.387535035610199,-6.3379998207092285,-4.19913387298584,-8.635671615600586,-7.350302696228027,-5.045894622802734,-5.243032455444336,-7.45261812210083,-6.947257518768311,-4.576652526855469,-1.7728924751281738,-6.863919258117676,-5.072299480438232,-7.144171237945557,-7.437942981719971,-5.866255283355713,-4.412171363830566,-7.51154088973999,-9.428709983825684,-5.946734428405762,-5.187877655029297,-8.158488273620605,-10.24223518371582,-6.219061851501465,-6.438421726226807,-2.0600686073303223,-0.0945255160331726,-0.0489584356546402,-0.0638347119092941,-7.400871753692627,-14.600603103637695
7,-4.25773811340332,-5.575892925262451,-7.203979969024658,-1.3138983249664309,-2.0175869464874268,-3.88509202003479,-6.086397171020508,-6.438629627227783,-7.749629974365234,-1.617102861404419,-3.368389129638672,-0.3986008167266845,-6.010929584503174,-6.515875339508057,-6.8320088386535645,-1.1547349691390991,-2.525400400161743,-0.7598146200180054,-7.8351850509643555,-7.315198421478271,-7.826940536499023,-2.5196447372436523,-4.925357341766357,-0.3268536925315857,-7.718300819396973,-7.594468116760254,-8.437018394470215,-2.7545032501220703,-4.949720859527588,-0.3370436728000641,-7.945723056793213,-7.702598571777344,-7.741373538970947,-2.3099915981292725,-4.40783166885376,-0.5669133067131042,-6.364929676055908,-4.344675064086914,-8.598933219909668,-7.831082344055176,-6.360605239868164,-7.071922302246094,-6.320910453796387,-6.316463947296143,-6.460594654083252,-6.3453145027160645,-6.228086948394775,-4.573146820068359,-6.686860084533691,-8.99698257446289,-6.728000164031982,-5.701638698577881,-7.051662445068359,-9.60733127593994,-6.9157490730285645,-6.254261016845703,-7.238745212554932,-9.51614761352539,-6.443258285522461,-6.035038471221924,-1.3417079448699951,-0.3621916770935058,-0.1813306361436844,-9.11771011352539,-10.395430564880373,-12.5040864944458
10,-3.975642681121826,-5.344374656677246,-6.714730262756348,-1.6061947345733645,-2.490573644638061,-3.759013414382935,-4.028120994567871,-4.269138336181641,-8.237051963806152,-2.1582067012786865,-2.647601842880249,-2.5565831661224365,-7.233950138092041,-7.247445106506348,-7.557941913604736,-2.805497407913208,-3.8088412284851074,-0.319812148809433,-7.638611316680908,-8.246355056762695,-7.038835048675537,-2.626725673675537,-4.512243270874023,-0.2110533267259597,-7.225802421569824,-7.6956305503845215,-3.974590301513672,-1.233290672302246,-3.070432186126709,-0.6247091889381409,-8.803081512451172,-8.4326810836792,-5.376040458679199,-1.8134422302246087,-3.3269972801208496,-0.3320006728172302,-6.204778671264648,-4.310250759124756,-8.450404167175293,-8.394237518310547,-5.772706031799316,-4.095766544342041,-7.919511318206787,-7.378674983978271,-6.93397855758667,-8.39630126953125,-6.02023983001709,-6.777719497680664,-7.134166240692139,-9.582167625427246,-6.323725700378418,-6.910228729248047,-5.648003578186035,-8.037501335144043,-6.158218860626221,-8.577763557434082,-7.589422225952148,-9.414478302001951,-6.764984130859375,-8.096890449523926,-0.7380049824714661,-0.5936880111694336,-9.984468460083008,-10.56654453277588,-40.557918548583984,-37.47369384765625
