,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.427802801132202,-0.5332369804382324,-3.163665533065796,-4.082386493682861,-4.6713714599609375,-3.1719958782196045
1,-0.7888138294219971,-0.252319872379303,-0.5048006772994995,-2.1593680381774902,-4.1950788497924805,-4.2469000816345215
2,-0.9511170983314514,-1.2648435831069946,-1.9636286497116089,-3.721967220306397,-4.69697380065918,-3.380248785018921
3,-0.6565738320350647,-1.2056734561920166,-0.5482200980186462,-1.058414340019226,-3.730517625808716,-3.394810438156128
5,-0.8876531720161438,-2.403611183166504,-4.076220512390137,-4.436730861663818,-4.9725422859191895,-4.916096687316895
7,-1.3243131637573242,-1.4288150072097778,-0.9163584113121032,-3.749509334564209,-3.97037672996521,-3.918646097183228
6,-1.7545472383499146,-0.7224451303482056,-2.623698472976685,-4.32730770111084,-4.723780632019043,-3.981717586517334
8,-1.1355185508728027,-2.0716710090637207,-3.4941954612731934,-2.315709352493286,-2.6149661540985107,-2.647031545639038
9,-0.921338438987732,-0.8488872051239014,-3.0853161811828613,-4.185883522033691,-3.9776573181152335,-3.6285111904144287
10,-0.7279677987098694,-0.4906046688556671,-3.928291082382202,-4.4700927734375,-4.2860541343688965,-4.195005416870117
11,-1.96747362613678,-1.4832940101623535,-0.5265218019485474,-3.6105570793151855,-4.662718772888184,-4.868992805480957
13,-0.9492360949516296,-2.415379524230957,-1.8918514251708984,-3.3326048851013184,-4.2494049072265625,-3.668255567550659
12,-1.275861740112305,-1.636453628540039,-1.704007267951965,-2.8400685787200928,-4.411646842956543,-4.759621620178223
14,-2.51113510131836,-1.6316524744033811,-1.4489734172821045,-3.879983425140381,-4.672159194946289,-3.812746286392212
23,-1.100050926208496,-0.6203333139419556,-1.5557568073272705,-2.554842472076416,-3.4241302013397217,-4.169702529907227
16,-0.8265909552574158,-1.424620509147644,-2.4449985027313232,-3.871846914291382,-4.450222969055176,-4.125458717346191
17,-1.018733024597168,-1.282347321510315,-3.8437020778656006,-2.7136850357055664,-4.035077095031738,-4.66737174987793
18,-2.148975372314453,-1.859891414642334,-2.7121715545654297,-3.391121625900269,-3.395000457763672,-2.0707011222839355
19,-1.1887494325637815,-1.074311137199402,-0.598895251750946,-1.0570112466812134,-1.0839709043502808,-0.5043370723724365
4,-0.6963118314743042,-2.116246461868286,-0.6754550933837891,-1.0786179304122925,-2.748403549194336,-2.976326465606689
22,-1.119196534156799,-0.4040766060352325,-4.02851676940918,-4.362137317657471,-4.079664707183838,-3.2838134765625
21,-0.7689773440361023,-1.7067397832870483,-2.7319202423095703,-4.168726444244385,-3.803730964660645,-3.781717538833618
15,-1.6098653078079224,-2.496727466583252,-2.442807197570801,-2.7212188243865967,-4.509677886962891,-4.332812309265137
20,-2.644491910934448,-1.441948175430298,-3.075230836868286,-3.040970802307129,-4.386371612548828,-3.4159905910491943
