,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe,agent0_549,agent1_549,agent2_549,agent3_549,agent4_549,agent5_549
0,-1.000148892402649,-0.7414669990539551,-2.966525316238404,-4.3173346519470215,-4.872676849365234,-3.1719958782196045,-0.8089022636413574,-0.0160957127809524,-12.506919860839844,-33.18404769897461,-35.44746398925781,-29.260454177856445
2,-0.6791038513183594,-1.4653687477111816,-1.7407392263412476,-3.1986799240112305,-4.629526615142822,-3.380248785018921,-0.253386378288269,-0.1344112008810043,-1.8367459774017327,-9.411181449890137,-11.171950340270996,-3.824021816253662
4,-0.4136265218257904,-2.690593004226685,-1.0289127826690674,-0.5539524555206299,-1.5925590991973877,-2.976326465606689,-0.1010437384247779,-8.970346450805664,-1.0133165121078491,-1.2737501859664917,-5.958489418029785,-14.434732437133787
6,-0.8525557518005371,-1.0248706340789795,-1.892822265625,-4.936464786529541,-4.648374557495117,-3.981717586517334,-0.0358995459973812,-0.5297509431838989,-4.296687602996826,-10.510119438171388,-8.9259672164917,-28.57293128967285
5,-0.6982824206352234,-2.5011160373687744,-4.208202838897705,-4.459326267242432,-4.567070007324219,-4.916096687316895,-0.4146296083927154,-3.076641321182251,-9.451753616333008,-14.491972923278809,-14.808306694030762,-15.579036712646484
1,-0.7667638063430786,-0.853154718875885,-0.9625275135040284,-2.641848564147949,-4.73246955871582,-4.2469000816345215,-0.6704518795013428,-0.5480133295059204,-0.3319900929927826,-12.239897727966309,-12.445172309875488,-9.422747611999512
3,-0.5712188482284546,-1.250098705291748,-0.7914540767669678,-0.8435187339782715,-3.813826322555542,-3.394810438156128,-0.0241616480052471,-2.076483726501465,-3.0337488651275635,-1.8147125244140625,-9.368435859680176,-37.42998504638672
7,-1.1480633020401,-1.2098636627197266,-0.8800796270370483,-4.116122722625732,-3.7592833042144775,-3.918646097183228,-1.1082661151885986,-0.6188219785690308,-0.4636062979698181,-8.732966423034668,-7.793181896209717,-15.375692367553713
8,-1.5940285921096802,-1.5642236471176147,-2.916432857513428,-1.84942889213562,-2.5557446479797363,-2.647031545639038,-2.128834247589112,-8.20366382598877,-7.843070983886719,-26.943002700805664,-28.68847846984864,-28.49985122680664
10,-0.6886758208274841,-0.3298235535621643,-2.881517171859741,-4.015348434448242,-4.015348434448242,-4.195005416870117,-1.1058945655822754,-0.1478139609098434,-10.080395698547363,-17.281314849853516,-17.281314849853516,-16.089763641357422
12,-1.3261594772338867,-2.8166606426239014,-2.098406791687012,-3.634940624237061,-4.57249641418457,-4.759621620178223,,,,,,
14,-1.282490611076355,-1.7135193347930908,-1.6697022914886477,-3.2080678939819336,-4.069113254547119,-3.812746286392212,,,,,,
13,-0.8619605898857117,-1.9495174884796145,-2.311404228210449,-3.056015491485596,-4.743851661682129,-3.668255567550659,-0.5101509690284729,-0.49983811378479,-2.234463930130005,-5.166918754577637,-21.875770568847656,-21.003326416015625
11,-1.2135790586471558,-0.89797043800354,-1.0447556972503662,-2.888200759887696,-4.125723838806152,-4.868992805480957,-1.556171417236328,-0.1477750390768051,-0.0171682182699441,-6.232803821563721,-7.337619781494141,-14.459288597106934
18,-1.0047403573989868,-1.627699851989746,-1.951942682266236,-3.7763442993164062,-2.4723238945007324,-2.0707011222839355,-1.747101664543152,-0.5507358312606812,-7.722662925720215,-9.562496185302734,-8.132975578308105,-10.342022895812988
9,-0.8492246270179749,-0.7320922017097473,-2.742499828338623,-3.643474578857422,-3.643474578857422,-3.6285111904144287,-0.1267671734094619,-0.1041635051369667,-10.493033409118652,-14.126178741455078,-14.126178741455078,-14.506823539733888
15,-0.6218441724777222,-2.12005877494812,-2.5441040992736816,-2.2173993587493896,-4.20133638381958,-4.332812309265137,,,,,,
16,-0.4853749573230743,-1.5327634811401367,-2.341161727905273,-2.941837787628174,-4.546712875366211,-4.125458717346191,-0.9399322271347046,-1.9434788227081297,-4.3848185539245605,-13.404730796813965,-17.247920989990234,-16.820085525512695
19,-0.8867201209068298,-1.397382378578186,-0.7783913612365723,-1.6731336116790771,-1.102777123451233,-0.5043370723724365,-0.7773656845092773,-0.0814093276858329,-2.528358697891236,-0.6586600542068481,-0.1036688312888145,-0.3961036205291748
17,-0.6320045590400696,-1.3613401651382446,-3.6364941596984863,-2.9003570079803467,-2.876166582107544,-4.66737174987793,-0.4318574666976928,-0.1030081361532211,-9.754117012023926,-12.715537071228027,-34.586708068847656,-35.547325134277344
