,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-2.001701831817627,-2.220541477203369,-5.114376068115234,-5.110716342926025,-5.330135822296143,-6.349129676818848
1,-1.5455777645111084,-4.1670122146606445,-6.354340553283691,-6.542283535003662,-6.150388240814209,-6.600831031799316
2,-2.4074201583862305,-5.738940715789795,-5.573923110961914,-5.572357177734375,-5.572357177734375,-6.07469654083252
4,-1.808294653892517,-6.577163696289063,-5.185831069946289,-4.78566837310791,-5.35445499420166,-5.233776569366455
3,-1.779366374015808,-6.669283866882324,-5.83236026763916,-6.439895153045654,-6.247217655181885,-6.339561462402344
5,-1.6271520853042605,-6.856459617614746,-5.676587104797363,-5.818623065948486,-5.823673725128174,-6.861261367797852
7,-1.6790794134140017,-6.844265937805176,-5.356051921844482,-5.457387924194336,-5.294878005981445,-5.461282730102539
6,-2.003756761550904,-6.898042678833008,-7.672654151916504,-6.655671119689941,-7.162100791931152,-7.510530471801758
8,-2.8687572479248047,-6.644896507263184,-6.177402973175049,-5.909760475158691,-5.843691349029541,-5.661256313323975
15,-3.238879442214966,-5.324938774108887,-1.9546566009521484,-7.2508063316345215,-6.097230911254883,-6.361454010009766
9,-1.7510753870010376,-3.62529182434082,-6.635112285614014,-5.091793060302734,-5.182761192321777,-6.241077899932861
14,-2.0463852882385254,-4.888835906982422,-6.608091831207275,-6.182174682617188,-6.408860683441162,-6.639571189880371
10,-2.813364028930664,-2.849618434906006,-6.745235443115234,-5.107250690460205,-6.34768533706665,-6.529909610748291
12,-1.990945100784301,-6.675168991088867,-6.739253520965576,-7.422730445861816,-6.620232582092285,-6.471950054168701
11,-1.725334405899048,-4.836249351501465,-6.689078330993652,-5.578848361968994,-4.728798866271973,-5.928764820098877
13,-2.534724712371826,-6.241424560546875,-6.219459056854248,-6.117753505706787,-5.5141143798828125,-6.2858195304870605
16,-2.087204933166504,-4.425568580627441,-6.878043174743652,-5.813296794891357,-5.015446186065674,-5.852304935455322
17,-2.689857721328736,-4.818264007568359,-5.692790985107422,-5.1890058517456055,-5.898918628692627,-6.15998649597168
18,-3.0609593391418457,-4.422207355499268,-6.879181861877441,-6.432889461517334,-6.145241737365723,-6.357544898986816
19,-1.5031524896621704,-6.87104606628418,-6.633635997772217,-5.935434818267822,-5.6469244956970215,-4.493602275848389
