,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-2.493651390075684,-4.6516876220703125,-7.157717704772949,-6.831754684448242,-6.981779098510742,-6.600831031799316
3,-2.8380565643310547,-7.031514644622803,-6.406730651855469,-6.816767692565918,-6.851254940032959,-6.339561462402344
8,-3.818491935729981,-6.97637939453125,-6.827311992645264,-6.7445807456970215,-6.014557838439941,-5.661256313323975
2,-3.483139514923096,-6.974806308746338,-6.229032039642334,-5.92833948135376,-6.2225422859191895,-6.07469654083252
14,-3.355356216430664,-6.136476039886475,-7.138925075531006,-6.613096237182617,-6.597476005554199,-6.639571189880371
12,-3.3729705810546875,-7.82220458984375,-7.412744045257568,-7.705694198608398,-7.816923141479492,-6.471950054168701
21,-4.348195552825928,-6.446042537689209,-6.274646759033203,-6.656463146209717,-5.479578971862793,-5.379167556762695
23,-4.065670967102051,-7.087882995605469,-6.728198051452637,-6.702043533325195,-5.845468521118164,-6.599259853363037
9,-3.156960964202881,-5.132638931274414,-7.047069549560547,-6.170385360717773,-6.098951816558838,-6.241077899932861
11,-3.5341737270355225,-7.216803550720215,-7.062840938568115,-6.223158359527588,-5.3346052169799805,-5.928764820098877
10,-3.582508087158203,-4.962277412414551,-7.09538459777832,-6.43139123916626,-6.660159111022949,-6.529909610748291
20,-2.6253480911254883,-7.358466148376465,-6.34771728515625,-6.828649520874023,-7.003020286560059,-6.542526721954346
0,-2.192652940750122,-3.3303208351135254,-5.649482727050781,-5.691052913665772,-5.923254489898682,-6.349129676818848
17,-3.794844627380371,-5.536714553833008,-6.3981781005859375,-5.793087005615234,-7.044103622436523,-6.15998649597168
18,-4.368494987487793,-5.914054870605469,-7.470517158508301,-7.243358135223389,-6.199779033660889,-6.357544898986816
19,-2.932060718536377,-7.377129554748535,-7.001832485198975,-6.510958194732666,-5.630282402038574,-4.493602275848389
16,-2.8920044898986816,-7.1714043617248535,-7.0766215324401855,-6.28132438659668,-5.5203070640563965,-5.852304935455322
4,-3.250131130218506,-7.093917846679688,-6.024119853973389,-5.501832485198975,-5.755084037780762,-5.233776569366455
5,-2.4304897785186768,-7.303725719451904,-7.230103015899658,-6.271780014038086,-6.418294906616211,-6.861261367797852
13,-3.997862100601196,-7.1258697509765625,-6.318587779998779,-6.628435134887695,-6.211879253387451,-6.2858195304870605
6,-2.746611356735229,-7.919630527496338,-7.911218643188477,-7.623265266418457,-7.872619152069092,-7.510530471801758
