,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-6.332390308380127,-7.4533538818359375,-7.010559558868408,-10.578239440917969,-10.095880508422852,-11.876256942749023
1,-4.45988655090332,-6.926091194152832,-13.052721977233888,-12.69820499420166,-13.118077278137209,-11.391514778137209
2,-4.654280185699463,-4.778933525085449,-12.30969524383545,-13.131214141845703,-14.414254188537598,-12.596151351928713
4,-5.811023235321045,-11.78342056274414,-11.706290245056152,-11.607345581054688,-11.651885032653809,-12.083712577819824
3,-5.300878047943115,-8.468174934387207,-12.278017044067385,-11.008893013000488,-11.95138168334961,-10.68583869934082
5,-5.7029709815979,-10.95521354675293,-11.316244125366213,-11.372062683105469,-11.29225730895996,-12.236283302307127
7,-4.671372890472412,-7.050269603729248,-8.018746376037598,-10.924579620361328,-10.886512756347656,-11.98902702331543
6,-5.831634521484375,-12.069106101989746,-12.520218849182127,-11.366195678710938,-11.868206024169922,-12.189200401306152
8,-5.018740653991699,-7.697762966156006,-12.790498733520508,-10.963748931884766,-11.775264739990234,-12.179949760437012
15,-4.565536975860596,-6.794490337371826,-7.744598388671875,-11.309800148010254,-11.64911651611328,-12.421438217163086
9,-4.641476154327393,-10.89696979522705,-11.885268211364746,-11.529845237731934,-11.196799278259276,-12.396687507629396
14,-5.717759132385254,-8.284883499145508,-11.922201156616213,-12.528244972229004,-11.087532043457031,-12.75316047668457
10,-4.426758289337158,-12.24350357055664,-12.014001846313477,-12.065608978271484,-12.026226043701172,-12.85256576538086
12,-5.101812839508057,-9.47476863861084,-12.430334091186523,-10.494200706481934,-11.723518371582031,-12.48679542541504
11,-4.81952714920044,-10.82486343383789,-12.062906265258787,-12.056081771850586,-12.056081771850586,-13.081819534301758
13,-5.5750017166137695,-4.761334419250488,-11.89359188079834,-12.768539428710938,-12.768539428710938,-13.146407127380373
16,-5.026620864868164,-6.041081428527832,-11.44151782989502,-10.891347885131836,-11.013775825500488,-11.951770782470703
17,-4.90438175201416,-6.4654951095581055,-9.33806037902832,-10.277372360229492,-10.699895858764648,-12.255948066711426
18,-5.715253829956055,-8.356473922729492,-12.337811470031738,-12.908980369567873,-11.58770751953125,-12.649292945861816
19,-4.941705226898193,-6.980826377868652,-10.92342472076416,-11.033538818359377,-11.547426223754885,-12.325872421264648
