,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-3.5101189613342285,-5.801080226898193,-4.80616569519043,-8.356803894042969,-8.421476364135742,-11.999482154846191
3,-3.286262989044189,-12.02586555480957,-11.125697135925291,-11.586495399475098,-11.618335723876951,-12.468859672546388
8,-4.768197059631348,-6.98335599899292,-7.830554962158203,-10.964282989501951,-10.971237182617188,-11.840078353881836
2,-3.795584201812744,-11.655072212219238,-10.64601993560791,-11.0756254196167,-10.928844451904297,-11.017660140991213
14,-3.269033908843994,-3.1274638175964355,-12.970060348510742,-12.932427406311035,-12.785755157470703,-12.379130363464355
12,-4.0133256912231445,-5.069025993347168,-12.319131851196287,-11.72519874572754,-11.846253395080566,-12.50693130493164
21,-4.464239597320557,-5.99400520324707,-7.546047210693359,-8.64950180053711,-11.196518898010254,-10.49541187286377
23,-3.802727699279785,-9.971827507019045,-10.860182762145996,-11.03017807006836,-10.945242881774902,-11.451423645019531
9,-4.3543219566345215,-5.369557857513428,-7.715367317199707,-11.995245933532717,-11.920904159545898,-13.172491073608398
11,-4.252440452575684,-11.383041381835938,-12.204716682434082,-11.024883270263672,-11.055968284606934,-11.614134788513184
10,-2.372495651245117,-13.236217498779297,-12.908890724182127,-12.398019790649414,-11.432376861572266,-12.1177396774292
20,-3.2224831581115723,-12.12954330444336,-12.00640106201172,-10.651636123657228,-11.067543029785156,-11.821283340454102
0,-3.579354763031006,-8.145442008972168,-12.069911003112791,-11.017593383789062,-10.882196426391602,-10.944745063781738
15,-3.7002933025360094,-10.277206420898438,-8.041847229003906,-9.781569480895996,-9.837663650512695,-11.05925750732422
6,-4.05616569519043,-7.067461013793945,-11.65284252166748,-11.856861114501951,-11.986492156982422,-11.892889022827148
5,-3.4799509048461914,-6.352474689483643,-7.51906681060791,-7.060723781585693,-8.758649826049805,-5.369266986846924
7,-3.498689889907837,-5.046029567718506,-12.188111305236816,-12.380597114562988,-11.11150074005127,-11.871870040893556
17,-4.103853702545166,-5.773094177246094,-7.2519307136535645,-10.797066688537598,-11.48403263092041,-11.394248008728027
18,-5.063537120819092,-7.720078945159912,-12.486621856689451,-11.489605903625488,-10.313581466674805,-10.9695463180542
19,-3.596242904663086,-6.47230339050293,-12.693527221679688,-10.419574737548828,-10.024145126342772,-10.658211708068848
16,-5.258642196655273,-6.494600772857666,-12.19937229156494,-11.512129783630373,-10.980719566345217,-11.685778617858888
4,-2.8775999546051025,-10.479923248291016,-10.90656852722168,-11.128395080566406,-11.026022911071776,-11.591811180114746
13,-4.394881725311279,-11.527724266052246,-11.323067665100098,-11.452088356018066,-11.19825553894043,-10.559539794921875
