,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.184000015258789,-5.301042079925537,-11.956942558288574,-10.33798599243164,-10.155978202819824,-10.944745063781738
1,-2.801713705062866,-5.670128345489502,-5.005109786987305,-6.086863994598389,-8.01767349243164,-11.999482154846191
2,-2.6953771114349365,-11.28066635131836,-10.782150268554688,-10.883994102478027,-10.802488327026367,-11.017660140991213
4,-2.39621376991272,-7.899011611938477,-9.819433212280272,-11.16364860534668,-9.927342414855955,-11.591811180114746
3,-2.307100296020508,-11.838091850280762,-10.582036018371582,-10.71192741394043,-10.71192741394043,-12.468859672546388
5,-3.4238977432250977,-5.273998260498047,-5.333902835845947,-8.002634048461914,-9.413678169250488,-5.369266986846924
7,-2.7633166313171387,-4.439922332763672,-11.687942504882812,-11.007739067077637,-10.830912590026855,-11.871870040893556
6,-3.2780356407165527,-6.705251693725586,-11.35336971282959,-10.981131553649902,-11.00546169281006,-11.892889022827148
8,-4.039133071899414,-6.067217350006104,-6.542394161224365,-9.884071350097656,-10.7174711227417,-11.840078353881836
15,-2.8988466262817383,-9.656241416931152,-7.10542106628418,-8.72716236114502,-8.846893310546875,-11.05925750732422
9,-3.001096248626709,-5.858243465423584,-9.103227615356444,-11.276474952697754,-11.83325481414795,-13.172491073608398
14,-2.7586960792541504,-2.849081754684448,-12.43355941772461,-12.206461906433104,-12.863831520080566,-12.379130363464355
10,-2.5451316833496094,-12.457476615905762,-10.720477104187012,-11.86907196044922,-10.922386169433594,-12.1177396774292
12,-2.831752300262451,-3.352120876312256,-12.531164169311523,-11.06848430633545,-12.042546272277832,-12.50693130493164
11,-3.4128146171569824,-8.123051643371582,-12.543264389038086,-10.784463882446287,-10.768372535705566,-11.614134788513184
13,-2.87668514251709,-10.45069408416748,-11.130934715270996,-10.632680892944336,-11.216720581054688,-10.559539794921877
16,-4.3056511878967285,-4.980216979980469,-12.64723014831543,-10.177508354187012,-11.284462928771973,-11.685778617858888
17,-3.182948112487793,-4.18108606338501,-3.749412059783936,-10.551331520080566,-11.232842445373535,-11.394248008728027
18,-4.291077613830566,-5.069197177886963,-11.966252326965332,-10.90676498413086,-10.189942359924316,-10.9695463180542
19,-2.352968215942383,-3.739816904067993,-12.733020782470703,-9.500066757202148,-10.014593124389648,-10.658211708068848
