,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-4.008187294006348,-5.328141212463379,-6.992236137390137,-5.880895614624023,-5.413710117340088,-5.449096202850342
1,-3.149496078491211,-7.145646095275879,-6.469006538391113,-6.134815216064453,-7.013972759246826,-7.079599380493164
2,-2.715163230895996,-5.332425594329834,-6.630881309509277,-6.0697197914123535,-6.0313825607299805,-6.891785144805908
4,-2.9409775733947754,-7.404580116271973,-6.685001373291016,-5.853918075561523,-6.581046581268311,-7.035418510437012
3,-3.416517972946167,-6.656280994415283,-6.786446571350098,-6.476018905639648,-5.884401321411133,-5.454992294311523
5,-3.70653247833252,-3.2268762588500977,-6.93318510055542,-6.258772850036621,-6.013432502746582,-6.320704936981201
7,-3.219442844390869,-7.187631130218506,-6.6592278480529785,-6.288581371307373,-5.987916946411133,-6.7827019691467285
6,-3.5642857551574707,-6.678239345550537,-6.794069766998291,-5.6864333152771,-5.917998313903809,-5.816883563995361
8,-3.638750314712525,-3.6990697383880615,-5.875431537628174,-5.493985652923584,-5.333252906799316,-6.070720672607422
15,-2.7089829444885254,-7.372572898864746,-7.292351245880127,-7.618186950683594,-7.424262523651123,-7.609696865081787
9,-2.3759710788726807,-7.635581493377685,-6.76906681060791,-7.673856735229492,-6.929519176483154,-6.858092308044434
14,-3.049513816833496,-2.944366455078125,-5.567747592926025,-6.890260219573975,-5.663961887359619,-5.946478366851807
10,-4.03588342666626,-1.5637160539627075,-2.457550048828125,-2.028111696243286,-4.452478885650635,-5.900290012359619
12,-2.801703929901123,-2.369262456893921,-2.9939627647399902,-6.142604827880859,-3.253678798675537,-2.566354274749756
11,-2.544060707092285,-7.175384044647217,-6.4406561851501465,-6.384470462799072,-5.541096687316895,-6.1800055503845215
13,-2.8621301651000977,-6.599376678466797,-5.817010879516602,-6.121775627136231,-5.58417558670044,-6.243957042694092
16,-3.338655710220337,-8.060590744018555,-8.010826110839844,-6.883664131164551,-7.042869091033936,-7.269223690032959
17,-2.964152336120605,-3.572232246398926,-6.553558349609375,-6.284680366516113,-6.116748809814453,-6.785045623779297
18,-4.136507987976074,-6.1184492111206055,-6.724965572357178,-6.53626823425293,-6.777252197265625,-7.251626491546631
19,-3.015751361846924,-3.284905433654785,-7.796345233917236,-7.241839408874512,-7.582688808441162,-7.929732799530029
