,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.308475494384766,-7.712907791137695,-8.552989959716797,-8.598592758178711,-8.706351280212402,-8.965591430664062
1,-8.16806697845459,-8.320969581604004,-8.47722053527832,-8.390996932983398,-7.902651786804199,-7.922688007354736
2,-8.573408126831055,-8.221100807189941,-9.136553764343262,-9.050145149230955,-8.989470481872559,-9.083792686462402
4,-6.788487911224365,-8.00367259979248,-8.069019317626953,-7.553609848022461,-7.585017204284668,-7.851067066192627
3,-7.136146068572998,-7.8723835945129395,-7.931228160858154,-8.1458101272583,-8.548922538757324,-8.725767135620117
5,-7.001307010650635,-8.773735046386719,-8.865447044372559,-8.703255653381348,-8.142550468444824,-8.417856216430664
7,-7.053592205047607,-6.576357841491699,-8.335136413574219,-8.422294616699219,-7.959783554077148,-8.164386749267578
6,-9.026236534118652,-6.338650226593018,-8.580548286437988,-7.683489799499512,-8.396284103393555,-8.508329391479492
8,-7.640519142150879,-8.003493309020996,-7.880719184875488,-8.124466896057129,-7.919591426849365,-8.134800910949707
15,-7.9284348487854,-6.346517086029053,-6.176577091217041,-7.27115535736084,-8.86472225189209,-8.715863227844238
9,-8.969085693359375,-9.463035583496094,-8.37505054473877,-7.70512056350708,-8.168378829956055,-8.539813041687012
14,-7.639811038970947,-8.442788124084473,-8.251492500305176,-8.550254821777344,-8.536853790283203,-8.353263854980469
10,-8.987738609313965,-8.527725219726562,-8.115909576416016,-9.316702842712402,-9.073954582214355,-9.4415283203125
12,-8.745126724243164,-7.85901403427124,-8.020342826843262,-7.456714153289795,-6.798369884490967,-6.456087589263916
11,-6.879458427429199,-6.590128421783447,-7.793134212493896,-7.633074760437012,-8.109476089477539,-8.242581367492676
13,-8.719620704650879,-8.287078857421875,-7.926931381225586,-8.428808212280273,-8.295495986938477,-8.379890441894531
16,-6.955541610717773,-6.794288635253906,-8.101457595825195,-8.006739616394043,-8.176179885864258,-8.10411262512207
17,-8.62036418914795,-9.513772010803224,-9.342348098754885,-8.504721641540527,-7.725007057189941,-7.010464668273926
18,-8.059819221496582,-7.932665348052978,-8.755998611450195,-8.21941089630127,-7.729635715484619,-7.849561214447021
19,-7.434563636779785,-8.637332916259766,-7.770184993743896,-8.028199195861816,-8.623566627502441,-7.662003993988037
