,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
1,-6.47368049621582,-6.733432292938232,-10.534072875976562,-8.36008358001709,-8.958863258361816,-9.061689376831056
3,-6.368086338043213,-10.087563514709473,-9.052452087402344,-9.50624942779541,-9.310327529907228,-11.197103500366213
8,-6.865231037139893,-7.03624153137207,-10.29036808013916,-10.342342376708984,-10.52672004699707,-11.121045112609863
15,-6.748371124267578,-6.1659111976623535,-10.224437713623049,-10.292340278625488,-10.621602058410645,-10.676956176757812
2,-5.842116355895996,-9.243881225585938,-10.333918571472168,-10.119887351989746,-10.413853645324709,-11.111091613769531
14,-6.248825550079346,-7.674458980560303,-10.160966873168944,-10.169570922851562,-10.080424308776855,-10.327463150024414
12,-6.821140766143799,-8.20930004119873,-11.3167142868042,-10.618318557739258,-10.227230072021484,-10.872228622436523
21,-7.675534725189209,-10.44514274597168,-10.519841194152832,-10.552530288696287,-10.104971885681152,-11.38580322265625
23,-7.037442684173584,-6.903853416442871,-10.365591049194336,-10.404122352600098,-10.00881290435791,-10.83332633972168
9,-6.9069132804870605,-6.789847373962402,-7.627437591552734,-10.07626724243164,-10.518720626831056,-10.91752815246582
11,-6.291231155395508,-9.968954086303713,-10.462952613830566,-10.304187774658203,-9.852303504943848,-10.946630477905272
10,-7.243627071380615,-6.625300884246826,-8.481193542480469,-10.495426177978516,-10.257740020751951,-10.519685745239258
20,-6.140966415405273,-10.841485023498535,-10.17210865020752,-10.314373016357422,-9.650328636169434,-10.19289779663086
0,-7.102389335632324,-10.061366081237791,-6.504064559936523,-7.677670001983643,-8.689677238464355,-9.9933500289917
6,-6.611672878265381,-6.27923583984375,-6.593431949615479,-10.436198234558104,-10.556156158447266,-11.17722225189209
5,-6.7833452224731445,-10.857064247131348,-10.79549503326416,-10.117239952087402,-9.483996391296388,-9.90601921081543
7,-7.323964118957519,-8.04024600982666,-8.60397720336914,-10.50363063812256,-9.970236778259276,-11.693538665771484
4,-6.402106761932373,-7.452744007110596,-10.605046272277832,-9.810531616210938,-10.337992668151855,-10.90764045715332
17,-6.292250633239746,-6.134332656860352,-10.04124355316162,-10.457350730895996,-10.690494537353516,-10.903916358947754
18,-7.943820476531982,-11.020502090454102,-11.41790008544922,-10.910164833068848,-10.195252418518066,-11.656600952148438
19,-6.721563816070557,-7.584081172943115,-10.12643337249756,-10.144416809082031,-9.932957649230955,-11.187348365783691
16,-6.780872344970703,-10.415663719177246,-10.491119384765623,-10.46439266204834,-10.226441383361816,-11.03065586090088
13,-7.399019718170166,-7.689789772033691,-10.55058479309082,-10.18915557861328,-10.188626289367676,-10.772577285766602
