,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.17348575592041,-9.33114528656006,-5.538492679595947,-6.836265563964844,-8.9067964553833,-9.9933500289917
1,-6.242668628692627,-6.359872817993164,-11.855570793151855,-7.003056526184082,-9.027066230773926,-9.061689376831056
2,-6.125124931335449,-8.584715843200684,-10.680051803588867,-9.884465217590332,-10.236994743347168,-11.111091613769531
4,-5.678318977355957,-6.4700703620910645,-10.091683387756348,-10.626882553100586,-11.022159576416016,-10.90764045715332
3,-5.836214065551758,-8.839009284973145,-9.758587837219238,-10.085321426391602,-8.661924362182617,-11.197103500366213
5,-7.346328735351562,-10.595470428466797,-11.502236366271973,-10.075566291809082,-10.576502799987791,-9.90601921081543
7,-6.771081447601318,-7.592325210571289,-8.1757173538208,-10.717735290527344,-9.90765380859375,-11.693538665771484
6,-5.991683483123779,-5.721825122833252,-5.749713897705078,-9.91193962097168,-10.277339935302734,-11.17722225189209
15,-5.723676681518555,-6.137724876403809,-10.587145805358888,-10.420848846435549,-10.522894859313965,-10.676956176757812
8,-6.533067226409912,-6.953521728515625,-10.258950233459473,-10.684326171875,-10.768305778503418,-11.121045112609863
9,-6.033176422119141,-6.127195358276367,-5.4744553565979,-10.30781078338623,-9.986051559448242,-10.91752815246582
14,-5.904872417449951,-6.195422172546387,-10.796839714050291,-9.721766471862791,-10.780959129333496,-10.327463150024414
10,-6.632052421569824,-6.210392951965332,-8.033269882202148,-10.47289752960205,-9.884404182434082,-10.519685745239258
12,-6.697632312774658,-7.702514171600342,-11.428810119628906,-9.855820655822754,-10.411225318908691,-10.872228622436523
11,-6.084494113922119,-9.557110786437988,-10.58662223815918,-9.367668151855469,-9.703819274902344,-10.946630477905272
13,-6.501748561859131,-7.723433971405029,-10.734612464904783,-10.646710395812988,-10.871564865112305,-10.772577285766602
16,-6.746299743652344,-10.693960189819336,-10.723800659179688,-9.573575019836426,-10.523360252380373,-11.03065586090088
17,-6.095108509063721,-6.471476078033447,-9.9328031539917,-10.074249267578123,-11.354501724243164,-10.903916358947754
18,-8.335390090942383,-10.915980339050291,-11.868595123291016,-11.284149169921877,-9.526156425476074,-11.656600952148438
19,-6.30336856842041,-6.687658309936523,-10.054861068725586,-10.51252269744873,-10.466028213500977,-11.187348365783691
