,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.65234375,-8.5859375,-7.36328125,-7.1328125,-7.2421875,-6.796875
1,-6.04296875,-7.01171875,-7.6953125,-7.4375,-6.61328125,-7.42578125
2,-6.140625,-5.8203125,-7.01953125,-6.64453125,-6.79296875,-6.96484375
3,-5.93359375,-9.4140625,-8.03125,-8.0390625,-7.41796875,-7.703125
4,-6.796875,-10.6796875,-10.546875,-10.5,-10.2734375,-8.796875
5,-4.91796875,-9.0078125,-6.58984375,-6.765625,-6.8203125,-6.9921875
6,-5.58984375,-6.95703125,-7.703125,-6.73046875,-6.484375,-6.6796875
7,-5.16015625,-5.62109375,-7.328125,-7.53125,-7.38671875,-7.3203125
8,-6.65625,-7.73046875,-7.1015625,-7.0859375,-7.09375,-7.8515625
9,-4.89453125,-4.37109375,-6.57421875,-7.15234375,-6.49609375,-6.91015625
10,-6.546875,-7.84765625,-7.4609375,-8.2734375,-7.2265625,-7.58203125
11,-5.60546875,-5.84375,-6.3046875,-6.5703125,-6.125,-7.12109375
12,-4.96875,-5.85546875,-5.63671875,-7.140625,-6.9140625,-7.32421875
13,-6.109375,-7.90234375,-8.140625,-8.21875,-8.6015625,-9.2109375
14,-6.30859375,-5.09765625,-5.96484375,-7.12109375,-7.38671875,-7.60546875
15,-4.88671875,-8.1015625,-7.3515625,-6.78515625,-6.6875,-6.90625
16,-5.078125,-6.859375,-6.890625,-6.55859375,-6.91796875,-7.359375
17,-7.37890625,-8.953125,-6.2890625,-5.28515625,-6.69921875,-6.75
18,-6.40625,-6.6484375,-6.140625,-5.734375,-7.76953125,-7.56640625
19,-5.55078125,-9.4140625,-8.3046875,-9.0,-7.375,-8.71875
