,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.5546875,-8.859375,-7.71875,-7.40625,-7.40234375,-6.796875
1,-6.8046875,-7.6796875,-7.75390625,-7.2578125,-7.04296875,-7.42578125
2,-6.79296875,-6.53125,-7.5078125,-6.8046875,-7.11328125,-6.96484375
3,-5.61328125,-9.78125,-8.8203125,-8.6171875,-8.109375,-7.703125
4,-9.1484375,-11.8671875,-11.78125,-11.3671875,-11.140625,-8.796875
5,-5.73046875,-9.640625,-6.92578125,-7.22265625,-7.203125,-6.9921875
6,-6.1953125,-7.9765625,-7.6171875,-6.89453125,-6.89453125,-6.6796875
7,-6.0703125,-6.1875,-7.76171875,-8.109375,-7.5625,-7.3203125
8,-6.40625,-8.9765625,-7.45703125,-7.5390625,-7.86328125,-7.8515625
9,-5.453125,-5.31640625,-7.38671875,-7.45703125,-7.546875,-6.91015625
10,-6.5078125,-8.5,-7.953125,-8.125,-7.28125,-7.58203125
11,-5.66796875,-6.52734375,-6.5625,-6.65234375,-6.65625,-7.12109375
12,-6.40625,-7.17578125,-5.26171875,-7.39453125,-7.27734375,-7.32421875
13,-5.8125,-8.625,-8.015625,-8.1484375,-8.7109375,-9.2109375
14,-6.4140625,-5.5625,-4.84765625,-6.7890625,-7.55078125,-7.60546875
15,-5.52734375,-8.8671875,-7.6328125,-7.0390625,-7.1171875,-6.90625
16,-5.296875,-7.2265625,-7.0546875,-6.98828125,-7.03125,-7.359375
17,-6.95703125,-6.8203125,-6.70703125,-5.15234375,-6.96875,-6.75
18,-8.2421875,-8.09375,-6.0546875,-6.921875,-8.59375,-7.56640625
19,-6.6953125,-9.953125,-9.2578125,-9.2734375,-7.06640625,-8.71875
