,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-5.1875,-10.8671875,-11.234375,-10.2890625,-9.5546875,-9.828125
1,-5.1484375,-10.3984375,-9.84375,-9.71875,-8.4609375,-10.15625
2,-5.00390625,-9.953125,-9.8515625,-9.84375,-9.1796875,-9.8515625
3,-2.873046875,-9.8359375,-9.5546875,-9.7890625,-8.875,-9.0703125
4,-4.38671875,-4.75390625,-9.71875,-9.28125,-10.0859375,-10.2265625
5,-3.64453125,-11.421875,-11.515625,-10.7421875,-9.953125,-10.171875
6,-4.35546875,-8.03125,-10.6640625,-10.7109375,-10.8359375,-11.6328125
7,-6.44921875,-6.11328125,-5.41796875,-9.2734375,-9.9609375,-11.0703125
8,-3.0390625,-9.578125,-10.0234375,-9.671875,-10.140625,-9.6171875
9,-4.75,-5.48046875,-9.9765625,-9.2109375,-9.3359375,-9.4921875
10,-4.08203125,-5.70703125,-9.3359375,-9.0546875,-8.9375,-8.84375
11,-5.1328125,-9.265625,-10.1953125,-10.3515625,-10.3515625,-10.53125
12,-3.458984375,-7.74609375,-10.1875,-10.1875,-9.0625,-8.640625
13,-5.640625,-10.6953125,-10.6328125,-10.921875,-10.9140625,-11.515625
14,-4.828125,-9.171875,-9.609375,-9.0390625,-9.890625,-10.453125
15,-4.125,-11.46875,-11.0625,-10.890625,-11.1640625,-10.96875
16,-3.466796875,-10.546875,-9.609375,-9.3984375,-9.09375,-9.1796875
17,-4.29296875,-5.2578125,-10.53125,-9.828125,-10.2421875,-8.390625
18,-4.74609375,-7.37109375,-10.1796875,-10.46875,-10.03125,-10.0390625
19,-5.88671875,-11.046875,-10.6015625,-10.25,-10.359375,-10.6953125
