,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.953125,-10.140625,-10.53125,-10.2578125,-8.4453125,-9.828125
1,-4.30078125,-9.7265625,-9.8828125,-8.4921875,-7.6796875,-10.15625
2,-3.8125,-9.1484375,-9.0546875,-9.859375,-8.0,-9.8515625
3,-2.568359375,-9.515625,-9.59375,-9.5078125,-8.1640625,-9.0703125
4,-3.23046875,-4.41796875,-8.9140625,-8.4765625,-9.703125,-10.2265625
5,-2.9296875,-10.90625,-10.953125,-9.8203125,-9.7265625,-10.171875
6,-3.4296875,-5.13671875,-10.2890625,-11.1015625,-10.890625,-11.6328125
7,-5.41015625,-4.85546875,-4.60546875,-9.3828125,-9.7890625,-11.0703125
8,-2.931640625,-9.0078125,-10.0859375,-9.734375,-9.359375,-9.6171875
9,-4.25,-4.67578125,-9.359375,-9.1328125,-8.828125,-9.4921875
10,-3.970703125,-5.6953125,-9.7265625,-8.7890625,-8.2890625,-8.84375
11,-3.8984375,-6.91796875,-9.9609375,-9.625,-9.84375,-10.53125
12,-3.078125,-6.17578125,-9.7265625,-10.1796875,-9.484375,-8.640625
13,-4.6953125,-9.4375,-9.828125,-10.5546875,-10.5625,-11.515625
14,-4.23828125,-8.4140625,-9.53125,-8.203125,-9.875,-10.453125
15,-3.2265625,-10.25,-11.3828125,-10.46875,-10.828125,-10.96875
16,-3.13671875,-10.59375,-9.9375,-9.4453125,-9.2578125,-9.1796875
17,-3.0,-4.19140625,-10.65625,-9.4609375,-10.40625,-8.390625
18,-3.126953125,-6.3125,-8.203125,-10.4765625,-9.1640625,-10.0390625
19,-3.849609375,-10.875,-9.4375,-9.7734375,-9.8671875,-10.6953125
