,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.646484375,-4.25390625,-3.345703125,-3.9453125,-3.638671875,-3.388671875
1,-3.880859375,-3.3046875,-3.91015625,-3.583984375,-3.61328125,-3.75
2,-2.8515625,-4.20703125,-4.1875,-3.888671875,-3.1796875,-2.828125
3,-4.25390625,-3.8984375,-3.482421875,-4.04296875,-4.01171875,-4.40234375
4,-2.974609375,-3.8671875,-3.380859375,-3.28125,-3.05859375,-3.373046875
5,-3.712890625,-3.80078125,-4.55859375,-2.65234375,-2.4375,-3.640625
6,-3.8828125,-3.87109375,-4.12109375,-3.705078125,-4.08984375,-4.55859375
7,-3.787109375,-3.4453125,-3.99609375,-3.982421875,-3.373046875,-3.4921875
8,-3.48828125,-3.703125,-4.34765625,-5.0546875,-4.21484375,-3.32421875
9,-3.22265625,-3.689453125,-3.904296875,-3.912109375,-4.0,-4.4296875
10,-3.59375,-4.69140625,-3.19921875,-3.412109375,-2.919921875,-4.02734375
11,-2.615234375,-4.8359375,-4.3828125,-3.599609375,-3.509765625,-3.326171875
12,-2.9140625,-3.712890625,-3.107421875,-3.3125,-3.044921875,-3.8515625
13,-4.44921875,-2.009765625,-3.005859375,-3.310546875,-3.587890625,-3.73828125
14,-3.767578125,-3.05078125,-2.8203125,-3.5625,-3.36328125,-3.626953125
15,-2.474609375,-2.6328125,-2.1015625,-2.931640625,-3.255859375,-3.54296875
16,-3.001953125,-3.767578125,-4.125,-3.263671875,-2.98828125,-3.177734375
17,-3.7421875,-3.412109375,-3.6796875,-3.7578125,-2.513671875,-3.646484375
18,-3.423828125,-3.185546875,-4.296875,-4.140625,-3.94140625,-3.677734375
19,-3.357421875,-3.78125,-3.48046875,-2.951171875,-3.22265625,-3.56640625
