,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.087102890014648,-7.167348384857178,-7.516725540161133,-7.44096565246582,-6.570411205291748,-7.382175445556641
3,-5.467731952667236,-7.267073154449463,-7.058661937713623,-6.992630958557129,-6.836765289306641,-6.993698120117188
8,-5.367449760437012,-7.919206619262695,-7.097364902496338,-7.010756492614746,-6.714290618896484,-6.396458625793457
2,-4.560031890869141,-8.245664596557617,-6.322783470153809,-5.729299545288086,-7.346928119659424,-8.462859153747559
14,-4.35521125793457,-8.470232963562012,-9.133794784545898,-7.290455818176269,-7.3305158615112305,-6.374960899353027
12,-5.652247428894043,-7.5225114822387695,-7.756217956542969,-7.780190944671631,-7.166728496551514,-6.798441410064697
21,-6.531739711761475,-7.918654441833496,-6.995946884155273,-6.400557041168213,-6.218879222869873,-6.364505767822266
23,-5.980330944061279,-6.885523796081543,-5.363049507141113,-7.161893844604492,-6.653599262237549,-6.704622268676758
9,-4.588149070739746,-5.878420352935791,-7.465366363525391,-6.426055908203125,-6.23191499710083,-6.253786087036133
0,-6.370932102203369,-7.842957973480225,-4.628074169158936,-7.058300018310547,-6.767000198364258,-6.7230329513549805
10,-6.311694622039795,-9.482377052307127,-8.775562286376953,-9.176097869873049,-9.88053035736084,-9.221196174621582
17,-6.348304271697998,-6.59542179107666,-6.089062213897705,-6.178103446960449,-5.423468589782715,-6.452136516571045
11,-5.421058654785156,-8.062496185302734,-7.4059858322143555,-7.445194721221924,-7.014183521270752,-7.459068775177002
18,-5.380785465240479,-7.456887245178223,-6.99960994720459,-6.630117416381836,-7.070862770080566,-7.331482887268066
19,-5.152556419372559,-8.325860023498535,-7.192445278167725,-7.341803073883057,-7.579718112945557,-7.725184917449951
16,-5.258337020874023,-6.514795303344727,-7.985159873962402,-7.116219520568848,-7.492324829101562,-7.005680561065674
4,-4.362085342407227,-6.940795421600342,-7.90696907043457,-7.723782539367676,-7.436239719390869,-7.881454467773437
20,-5.620369911193848,-8.493464469909668,-7.838153839111328,-7.645979404449463,-7.441222667694092,-7.473551273345947
5,-7.263572216033935,-7.112170219421387,-8.538915634155273,-9.230668067932127,-9.047500610351562,-8.872856140136719
13,-5.501335620880127,-7.851035118103027,-8.353119850158691,-7.429821491241455,-7.18694543838501,-7.30204439163208
6,-5.607113361358643,-5.691732883453369,-5.565212726593018,-6.143532752990723,-6.602276802062988,-6.437184810638428
