,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.609742164611816,-7.206728935241699,-5.098437309265137,-6.835054397583008,-6.407575130462647,-6.7230329513549805
1,-4.948596954345703,-6.977722644805908,-7.800990581512451,-7.105798244476318,-6.526348114013672,-7.382175445556641
2,-4.41141939163208,-7.299479961395264,-6.575987339019775,-5.642931938171387,-7.097731590270996,-8.462859153747559
4,-4.780431270599365,-6.136996269226074,-7.476993083953857,-7.150715351104736,-7.001335144042969,-7.881454467773437
3,-5.156173706054688,-6.843209266662598,-7.115892887115479,-6.83769416809082,-6.802151203155518,-6.993698120117188
5,-5.76979923248291,-5.9639410972595215,-7.396118640899658,-9.005130767822266,-8.412625312805176,-8.872856140136719
7,-5.230257034301758,-4.733035564422607,-7.145236492156982,-6.154617786407471,-6.625935077667236,-6.570824146270752
6,-4.999940872192383,-5.449763298034668,-5.283702850341797,-5.838360786437988,-6.176474094390869,-6.437184810638428
8,-5.211894512176514,-7.418103218078613,-7.458134651184082,-6.60504150390625,-6.235715866088867,-6.396458625793457
15,-6.006702899932861,-8.732674598693848,-6.641198635101318,-6.904694557189941,-8.135417938232422,-8.120231628417969
9,-4.647703170776367,-5.453979969024658,-6.610350608825684,-5.920726299285889,-5.907212257385254,-6.253786087036133
14,-4.783123016357422,-6.72891092300415,-8.810900688171387,-6.577935695648193,-6.854459285736084,-6.374960899353027
10,-4.99222993850708,-6.56213903427124,-8.952269554138184,-9.08652687072754,-9.08652687072754,-9.221196174621582
12,-5.842620372772217,-6.646981716156006,-7.935089588165283,-7.365482330322266,-6.848695755004883,-6.798441410064697
11,-4.861339569091797,-7.309340953826904,-7.473894119262695,-7.11266565322876,-6.76256275177002,-7.459068775177002
13,-5.256076812744141,-8.0872802734375,-8.28461742401123,-6.583689689636231,-6.896937370300293,-7.30204439163208
16,-5.715632915496826,-6.279604911804199,-6.668033599853516,-7.177542686462402,-6.65729284286499,-7.005680561065674
17,-5.579403877258301,-6.189399242401123,-5.377566814422607,-6.409214973449707,-4.853489398956299,-6.452136516571045
18,-6.3133649826049805,-5.460301399230957,-6.942587852478027,-6.470001697540283,-6.827878952026367,-7.331482887268066
19,-4.955714225769043,-7.567789077758789,-6.495390892028809,-6.811748504638672,-6.866315841674805,-7.725184917449951
