,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin,agent0_912,agent1_912,agent2_912,agent3_912,agent4_912,agent5_912
0,-0.3562912046909332,-0.8872058987617493,-1.6525436639785769,-2.04502820968628,-1.222734808921814,-2.1815285682678223,-0.951915979385376,-0.109235443174839,-0.1977511644363403,-0.2690298557281494,-1.0202245712280271,-0.9766203761100768
2,-0.6323755383491516,-0.9128866195678712,-0.3517221808433532,-0.3033859431743622,-1.816849946975708,-1.989448070526123,-0.122592806816101,-0.6346238851547241,-0.8287129998207092,-1.70424485206604,-1.3306448459625244,-8.34538745880127
4,-0.4806665778160095,-1.4695227146148682,-0.4715226292610168,-0.4003234505653381,-0.5103743672370911,-0.462911307811737,-1.5132784843444824,-0.1128279790282249,-1.7343214750289917,-0.1176637336611747,-3.7345199584960938,-34.012691497802734
6,-0.429163783788681,-1.0870709419250488,-1.778214454650879,-1.179028868675232,-1.708664059638977,-0.0661376789212226,-1.2761948108673096,-0.1388605684041977,-0.1984891444444656,-1.7355602979660034,-0.2364308834075927,-41.01270294189453
5,-0.5422425866127014,-2.3018455505371094,-0.6051626801490784,-0.2774804830551147,-0.2502828538417816,-0.2368762493133545,-0.0160187445580959,-0.0592836365103721,-0.4021167755126953,-6.826930522918701,-9.829222679138184,-33.72511291503906
1,-0.4504517018795013,-2.56707763671875,-0.2223128378391266,-0.1423276364803314,-0.2036877572536468,-0.2849083542823791,-0.2105622589588165,-0.5595210194587708,-8.351093292236328,-33.88127517700195,-34.450828552246094,-32.50931930541992
3,-0.4284975230693817,-0.6595483422279358,-1.4639670848846436,-0.2307992577552795,-0.305618405342102,-0.2681342363357544,-0.0318611450493335,-3.505066394805908,-0.6647984981536865,-11.071635246276855,-24.81271171569824,-35.163177490234375
7,-1.3486945629119873,-3.869272470474243,-3.786722898483277,-0.6912609338760376,-0.4722374379634857,-0.6674883961677551,-1.2275187969207764,-0.1581820994615554,-0.1114888787269592,-12.46440315246582,-12.02483367919922,-15.222862243652344
8,-0.9625380039215088,-0.4752432107925415,-0.3538856506347656,-0.2109785079956054,-0.2013044655323028,-0.1670112758874893,-0.9010614156723022,-1.1047732830047607,-11.007166862487791,-14.125679969787598,-13.47407341003418,-21.562232971191406
10,-0.7616908550262451,-2.0401291847229004,-1.1083457469940186,-0.3612659871578216,-0.3311403691768646,-0.3574357032775879,-0.6047081351280212,-0.2526204586029053,-0.4318682253360748,-10.917452812194824,-14.044781684875488,-8.971951484680176
12,-0.640709638595581,-1.962416768074036,-1.095601201057434,-1.54130220413208,-0.5198341608047485,-0.8638781309127808,-1.0779352188110352,-0.6490349769592285,-2.42483139038086,-0.2611279487609863,-10.609816551208496,-11.85920238494873
14,-0.9608754515647888,-2.2373619079589844,-0.2008417546749115,-0.1643837988376617,-0.1624007225036621,-0.236950933933258,-1.7127306461334229,-0.1906970143318176,-15.901025772094728,-20.44764709472656,-20.542381286621094,-21.399242401123047
13,-0.4560256004333496,-2.1174416542053223,-0.9050523042678832,-0.2313603162765503,-0.2435291409492492,-0.2061246633529663,-0.2938042283058166,-0.3635687232017517,-0.2269283235073089,-12.253338813781738,-6.530536651611328,-18.79493522644043
11,-1.1132349967956543,-2.1937174797058105,-0.4978132843971252,-0.3182817995548248,-0.1570066660642624,-0.3360849618911743,-0.9864078164100648,-0.0983978360891342,-4.833337783813477,-4.780155181884766,-8.328394889831543,-34.09998321533203
9,-0.3687067031860351,-0.9265727400779724,-1.4836091995239258,-0.4990204274654388,-0.3055721223354339,-0.585391640663147,-0.972152590751648,-0.8361413478851318,-9.342424392700195,-11.511262893676758,-11.502447128295898,-12.78892707824707
15,-0.4722132086753845,-2.838253259658813,-0.4784833788871765,-3.298774242401123,-1.154444456100464,-2.0543630123138428,-0.0046523897908627,-0.3972434401512146,-0.8639822602272034,-0.539730966091156,-0.3353002965450287,-9.882099151611328
18,-0.2393001317977905,-1.486675500869751,-2.395214080810547,-1.0395487546920776,-0.3439572155475616,-0.4369522035121918,-0.0532876886427402,-0.244570791721344,-0.5552446842193604,-5.133955955505371,-2.781813144683838,-34.656280517578125
16,-0.5389789342880249,-0.4439089298248291,-0.4870502650737762,-0.438890278339386,-0.4355413913726806,-0.6129071712493896,-0.5820872187614441,-9.370795249938965,-10.457592964172363,-12.734566688537598,-11.159119606018066,-14.76071834564209
19,-1.013061285018921,-1.2925773859024048,-1.927553653717041,-0.2273435741662979,-0.1810407638549804,-0.4177130162715912,-0.7131606340408325,-0.10196153819561,-0.349776029586792,-8.084444999694824,-24.65039825439453,-32.96222305297852
17,-0.3239214420318603,-1.8301842212677,-1.2738831043243408,-0.3341904282569885,-0.2164293229579925,-0.2098409682512283,-0.0068909376859664,-0.5707942843437195,-0.5218687057495117,-8.065289497375488,-31.756467819213867,-34.17169189453125
