,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion,agent0_575,agent1_575,agent2_575,agent3_575,agent4_575,agent5_575
0,-3.707993268966675,-6.494990348815918,-6.989386558532715,-5.308252334594727,-5.255260944366455,-6.04818058013916,-2.604403257369995,-0.1428913921117782,-7.750749111175537,-0.2181401550769806,-0.1402602940797805,-0.2787104845046997
2,-3.8457846641540527,-6.038693428039551,-7.516023635864258,-7.911746978759766,-7.911746978759766,-7.771413326263428,-0.6999806761741638,-0.1961291283369064,-12.856287956237791,-11.985342025756836,-11.985342025756836,-15.629820823669434
4,-3.6549134254455566,-6.1325788497924805,-5.921524524688721,-7.724239349365234,-7.415271282196045,-8.113164901733398,-3.1324563026428223,-7.662669658660889,-4.374621391296387,-8.35720443725586,-10.811904907226562,-17.80153465270996
6,-3.5288310050964355,-5.046799659729004,-6.119572162628174,-7.460116863250732,-7.441812515258789,-6.681694507598877,-2.519883871078491,-0.0813315212726593,-0.0845051780343055,-4.026050090789795,-12.39557933807373,-14.080828666687012
5,-3.6910367012023926,-6.058772087097168,-6.219615459442139,-6.202778339385986,-5.943968772888184,-6.551197528839111,-1.1964383125305176,-0.3843507170677185,-6.782857894897461,-35.06697082519531,-35.328758239746094,-39.48968505859375
1,-3.1157925128936768,-7.07226037979126,-8.378546714782715,-8.659662246704102,-8.435997009277344,-7.661721229553223,-0.3226015865802765,-0.5119986534118652,-0.3301957547664642,-14.402602195739746,-15.379843711853027,-40.54273986816406
3,-3.257565259933472,-6.0655364990234375,-6.71489143371582,-8.143033981323242,-8.17159652709961,-7.711917400360107,-3.137702703475952,-0.9080364108085632,-2.824495315551758,-11.377930641174316,-10.961024284362791,-15.258577346801758
7,-4.114106178283691,-6.68655252456665,-5.880579471588135,-7.447407722473144,-8.276130676269531,-9.405537605285645,-1.6364092826843262,-0.283640593290329,-0.1021197959780693,-6.570496559143066,-8.686479568481445,-16.450326919555664
8,-4.581359386444092,-8.176698684692383,-8.56137752532959,-8.667716979980469,-8.669825553894043,-8.687899589538574,-1.6156868934631348,-14.565618515014648,-15.390040397644045,-14.99053192138672,-15.460954666137695,-16.175678253173828
10,-3.604257583618164,-5.966395378112793,-7.087533950805664,-7.942442893981934,-8.062117576599121,-7.938836574554443,-0.6374658942222595,-1.1391643285751345,-6.38476037979126,-13.440189361572266,-13.858939170837402,-14.702315330505371
12,-4.5663886070251465,-6.023361206054688,-6.302384376525879,-6.576644420623779,-6.663853168487549,-8.158863067626953,-2.4652907848358154,-8.080961227416992,-2.665767431259156,-4.634588241577148,-11.073641777038574,-31.184961318969727
14,-5.791043758392334,-7.400834560394287,-6.148659706115723,-6.731212615966797,-6.87630033493042,-7.185827732086182,,,,,,
13,-4.948506832122803,-7.526268482208252,-7.732307434082031,-8.537049293518066,-7.267523288726807,-7.637180805206299,-1.742401361465454,-10.168172836303713,-15.223993301391602,-31.149879455566406,-33.19379425048828,-37.96043014526367
11,-5.729444980621338,-6.546874046325684,-7.370744228363037,-7.699549674987793,-6.01197624206543,-6.654797554016113,-0.5605038404464722,-0.1845339089632034,-0.3741626739501953,-5.628490447998047,-0.961169183254242,-0.4180299937725067
18,-2.792275905609131,-6.44142484664917,-6.441934585571289,-6.6059441566467285,-7.603381633758545,-8.129746437072754,-0.1915013641119003,-0.505285382270813,-0.2741604149341583,-0.9272089600563048,-13.61506175994873,-16.501718521118164
15,-3.8784451484680176,-6.855124473571777,-7.097078323364258,-6.986876487731934,-7.552000522613525,-7.118950366973877,,,,,,
9,-3.896151065826416,-6.901601791381836,-7.3470940589904785,-7.865048885345459,-8.732072830200195,-8.205013275146484,-1.6064683198928833,-0.1525081843137741,-4.553834438323975,-0.2242361903190612,-0.500841498374939,-36.8235969543457
16,-3.669008255004883,-6.5818376541137695,-5.796996116638184,-6.793783664703369,-5.798329830169678,-6.730737209320068,-0.9447138905525208,-10.396092414855955,-0.311781108379364,-12.57577133178711,-22.41569709777832,-25.346370697021484
19,-3.724564552307129,-6.169873237609863,-6.674246788024902,-6.927792072296143,-6.822931289672852,-6.592567443847656,-0.9142410755157472,-0.286141574382782,-0.2368756532669067,-0.1532824337482452,-0.3474434018135071,-0.0383416935801506
17,-3.4729816913604736,-6.472526550292969,-6.505334854125977,-6.923699378967285,-8.182661056518555,-7.58617639541626,-0.8408132791519165,-0.082606092095375,-8.997556686401367,-9.599177360534668,-10.177539825439451,-42.39532470703125
