,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.554338455200195,-6.323958873748779,-6.539840698242188,-5.461841583251953,-5.459470748901367,-6.04818058013916
1,-6.19747257232666,-7.931931018829346,-8.768304824829102,-8.454310417175293,-7.977660179138184,-7.661721229553223
2,-4.987844467163086,-6.323657035827637,-7.501136779785156,-7.765243530273437,-7.980560302734375,-7.771413326263428
3,-4.62418270111084,-6.148090362548828,-7.0329999923706055,-7.681038379669189,-7.899065971374512,-7.711917400360107
5,-4.668292045593262,-6.958171844482422,-5.942379474639893,-6.138567924499512,-6.587112903594971,-6.551197528839111
7,-4.9244537353515625,-6.483519077301025,-6.216433048248291,-7.296890735626221,-7.904361724853516,-9.405537605285645
6,-4.709365367889404,-5.526803016662598,-6.482102394104004,-7.16842794418335,-7.143007278442383,-6.681694507598877
8,-5.168931007385254,-8.579282760620117,-8.8240966796875,-8.860025405883789,-8.81149673461914,-8.687899589538574
9,-4.807108402252197,-6.939765930175781,-6.617097854614258,-8.431596755981445,-8.089113235473633,-8.205013275146484
10,-5.306745052337647,-6.286500930786133,-7.263812065124512,-7.681330680847168,-7.856943130493164,-7.938836574554443
11,-6.5035719871521,-6.884943008422852,-7.199907779693604,-6.916713237762451,-6.38933801651001,-6.654797554016113
13,-7.01326847076416,-8.00926685333252,-7.175669193267822,-6.962780952453613,-7.586794853210449,-7.637180805206299
12,-4.800351142883301,-7.205349445343018,-6.536547183990479,-7.778768539428711,-7.592764377593994,-8.158863067626953
14,-5.080577850341797,-7.578861236572266,-6.842228889465332,-6.6212158203125,-7.087960243225098,-7.185827732086182
23,-4.598125457763672,-7.144503116607666,-7.353041648864746,-7.7322211265563965,-7.73397159576416,-7.6766767501831055
16,-4.291201591491699,-6.366369724273682,-5.853296756744385,-6.918241500854492,-6.956489562988281,-6.730737209320068
17,-3.9310898780822754,-6.840517997741699,-6.954977512359619,-7.694840431213379,-8.332277297973633,-7.58617639541626
18,-4.219615459442139,-6.500467300415039,-6.7257890701293945,-7.161712646484375,-7.650983810424805,-8.129746437072754
19,-4.593837738037109,-6.384690761566162,-6.732832908630371,-6.695398330688477,-7.104057312011719,-6.592567443847656
4,-5.019498348236084,-7.138669013977051,-6.62254810333252,-7.159456253051758,-7.323994159698486,-8.113164901733398
22,-5.838066577911377,-7.079038619995117,-7.731816291809082,-8.342723846435547,-8.398175239562988,-7.893382549285889
21,-3.6555566787719727,-5.471347808837891,-5.516732215881348,-7.083242893218994,-7.341425895690918,-7.236891746520996
15,-5.447332859039307,-6.67048454284668,-7.675865173339844,-6.969874858856201,-7.363636493682861,-7.118950366973877
20,-6.381760120391846,-7.590269565582275,-7.514411449432373,-7.960197448730469,-7.921847820281982,-6.988516330718994
