,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.17578125,-11.921875,-12.1171875,-11.9765625,-11.984375,-11.9765625
1,-5.28515625,-10.859375,-12.15625,-11.890625,-11.5625,-12.203125
2,-4.37890625,-5.546875,-13.109375,-11.8515625,-10.921875,-12.671875
3,-4.73828125,-5.96484375,-8.609375,-11.265625,-10.640625,-12.421875
4,-5.42578125,-10.828125,-12.21875,-11.5546875,-11.90625,-11.953125
5,-4.91796875,-10.9375,-12.3125,-11.265625,-11.8515625,-12.640625
6,-4.8203125,-7.0703125,-11.171875,-10.9296875,-11.4921875,-11.3515625
7,-5.16015625,-10.7890625,-12.5234375,-11.0703125,-11.25,-12.2109375
8,-5.30078125,-11.234375,-11.515625,-11.890625,-11.1484375,-11.3828125
9,-5.3203125,-11.125,-11.3671875,-11.203125,-10.109375,-12.3671875
10,-5.40625,-7.3515625,-11.6015625,-11.40625,-11.5234375,-10.71875
11,-5.1953125,-11.6171875,-12.1015625,-12.0625,-11.9140625,-11.859375
12,-5.24609375,-12.46875,-13.3671875,-12.4609375,-13.15625,-13.2578125
13,-5.515625,-11.1015625,-11.859375,-11.375,-11.6953125,-11.328125
14,-4.8671875,-10.5625,-12.546875,-11.9765625,-10.5546875,-11.5703125
15,-5.44140625,-8.4921875,-9.1015625,-10.8046875,-10.421875,-11.6328125
16,-5.1640625,-10.1875,-13.0078125,-11.328125,-12.0390625,-11.0703125
17,-4.75390625,-10.84375,-12.3046875,-10.796875,-11.6484375,-12.2265625
18,-5.28125,-8.4140625,-11.34375,-12.0234375,-11.234375,-12.125
19,-4.96484375,-10.765625,-12.6484375,-11.453125,-12.21875,-13.0
