,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.89786148071289,-8.168204307556152,-4.5760650634765625,-8.318727493286133,-8.921975135803223,-7.716053485870361
1,-2.72146987915039,-6.637294292449951,-6.885869026184082,-6.598358154296875,-6.6328125,-6.192139148712158
2,-3.975763559341431,-6.844172477722168,-7.4131550788879395,-6.65374755859375,-8.29263973236084,-8.400507926940918
3,-4.462928771972656,-9.519155502319336,-9.409845352172852,-9.405312538146973,-9.337517738342283,-8.971426963806152
5,-4.0660014152526855,-6.118175029754639,-6.010939121246338,-7.452610969543457,-7.426506042480469,-7.75821590423584
7,-4.238480091094971,-6.058121681213379,-7.458629608154297,-7.757418155670166,-7.703904151916504,-9.916549682617188
6,-2.5217549800872803,-7.267627239227295,-6.971810817718506,-8.062843322753906,-8.121187210083008,-7.942482471466064
8,-4.1183762550354,-5.978256702423096,-8.970815658569336,-9.427616119384766,-9.384182929992676,-8.477452278137207
9,-3.731438159942627,-6.683894634246826,-6.115853786468506,-7.900496482849121,-8.480297088623047,-8.855938911437988
10,-5.8948259353637695,-6.133484840393066,-7.310217380523682,-7.596983432769775,-7.032506465911865,-7.852351665496826
11,-4.870872497558594,-8.411855697631836,-6.826622009277344,-7.915122509002685,-8.081588745117188,-9.06659698486328
13,-3.4808549880981445,-6.77139949798584,-8.256197929382324,-8.143186569213867,-7.977817058563232,-7.857659816741943
12,-4.837386131286621,-6.596942901611328,-6.722436904907227,-7.03244686126709,-5.927972793579102,-7.83222770690918
14,-3.831057548522949,-6.104557991027832,-8.393223762512207,-8.480034828186035,-8.6510648727417,-8.399300575256348
23,-4.033316612243652,-6.926631450653076,-8.446245193481445,-9.006425857543945,-9.262487411499023,-8.455376625061035
16,-4.120829105377197,-7.77167272567749,-8.94774341583252,-8.745993614196777,-8.048052787780762,-7.817236423492432
17,-3.5813279151916504,-6.817261695861816,-6.497735500335693,-7.645605087280273,-9.126227378845217,-8.616071701049805
18,-3.24433708190918,-6.443267345428467,-7.446547031402588,-7.517294883728027,-7.39790153503418,-7.769611358642578
19,-3.722872495651245,-7.1142096519470215,-8.0563383102417,-8.364734649658203,-8.935744285583496,-8.254644393920898
4,-4.366325378417969,-7.638296604156494,-7.308934688568115,-8.382457733154297,-9.30611515045166,-7.967824459075928
22,-3.637909889221192,-6.312636375427246,-7.518466949462891,-7.901829242706299,-8.678424835205078,-8.408182144165039
21,-4.298641204833984,-5.677255630493164,-7.545378684997559,-7.9489946365356445,-7.46652889251709,-7.605608940124512
15,-3.4125821590423584,-4.872794151306152,-5.9238152503967285,-5.70768928527832,-7.553967475891113,-7.6033830642700195
20,-4.001219749450684,-7.403931140899658,-7.48420524597168,-7.287228107452393,-5.718453407287598,-8.5203857421875
