,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.66755485534668,-5.826692581176758,-8.090780258178711,-11.717012405395508,-12.8629150390625,-12.736416816711426
1,-4.056102275848389,-8.4303560256958,-10.725393295288086,-10.887689590454102,-11.868149757385254,-12.725430488586426
2,-3.5257837772369385,-11.86453342437744,-11.44516658782959,-10.436824798583984,-11.040604591369627,-9.939597129821776
4,-5.433780670166016,-8.35234546661377,-13.589581489562988,-10.665367126464844,-12.977046012878418,-12.094822883605955
3,-2.606112003326416,-7.2848801612854,-12.574478149414062,-13.254595756530762,-11.939916610717772,-12.788104057312012
5,-4.340160369873047,-6.512298583984375,-13.318922996520996,-11.96079158782959,-12.226247787475586,-11.735925674438477
7,-2.4371132850646973,-6.4572601318359375,-7.142825603485107,-11.06546688079834,-11.06546688079834,-13.925954818725586
6,-3.1375770568847656,-5.496485233306885,-6.731733322143555,-5.130480766296387,-12.825315475463867,-11.900245666503906
15,-3.514434099197388,-8.736339569091797,-8.736339569091797,-12.311960220336914,-13.156307220458984,-12.231959342956545
8,-3.6297574043273926,-6.047672748565674,-12.047662734985352,-12.32208251953125,-10.96074390411377,-11.577485084533691
9,-3.554541110992432,-7.049707889556885,-12.603809356689451,-11.55937671661377,-11.459307670593262,-13.653736114501951
14,-4.517785549163818,-6.040788650512695,-14.025046348571776,-12.782289505004885,-13.103747367858888,-12.389805793762209
10,-3.858506441116333,-5.160776138305664,-14.528448104858398,-12.158476829528809,-11.309476852416992,-12.85257053375244
12,-3.3325507640838623,-10.11750316619873,-12.896684646606444,-10.964350700378418,-11.48116397857666,-12.624615669250488
11,-2.6961989402771,-11.23354434967041,-12.513205528259276,-12.036120414733888,-12.402755737304688,-12.813255310058594
13,-3.401620388031006,-12.382421493530272,-10.731280326843262,-12.2359619140625,-12.313541412353516,-12.576020240783691
16,-4.052526473999023,-5.226697444915772,-6.97836971282959,-11.342103958129885,-11.96710968017578,-13.039169311523438
17,-5.016507625579834,-4.707246780395508,-12.181229591369627,-11.68767261505127,-12.329963684082031,-11.961514472961426
18,-2.211350679397583,-6.968107223510742,-11.98239040374756,-12.37012004852295,-11.703755378723145,-11.134048461914062
19,-3.131105899810791,-6.209425926208496,-12.806142807006836,-13.46801471710205,-13.109299659729004,-13.723664283752441
