,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-4.481238842010498,-8.72630500793457,-11.533257484436035,-11.657880783081056,-12.397218704223633,-12.725430488586426
3,-4.446221351623535,-7.769364356994629,-12.3572359085083,-12.37360954284668,-11.522037506103516,-12.788104057312012
8,-4.727930545806885,-6.71884822845459,-12.52723789215088,-11.92088794708252,-11.106995582580566,-11.577485084533691
15,-4.714193820953369,-12.426817893981934,-12.810386657714844,-13.009578704833984,-13.188250541687012,-12.231959342956545
2,-4.5886549949646,-12.181304931640623,-11.567852973937988,-10.623248100280762,-11.30276584625244,-9.939597129821776
14,-5.698132038116455,-7.539400100708008,-13.587454795837402,-12.934112548828123,-12.82842254638672,-12.389805793762209
12,-4.551708698272705,-11.486139297485352,-13.086747169494627,-11.511188507080078,-11.658048629760742,-12.624615669250488
21,-5.764082908630371,-7.966076374053955,-12.668060302734377,-11.941722869873049,-12.111516952514648,-12.897079467773438
23,-6.6824469566345215,-8.73978042602539,-8.838602066040039,-9.462041854858398,-10.797467231750488,-11.42705535888672
9,-5.239118576049805,-7.888317108154297,-11.781919479370115,-11.65843677520752,-11.836396217346191,-13.653736114501951
11,-5.02327823638916,-11.171663284301758,-11.988576889038086,-12.39176082611084,-11.773066520690918,-12.813255310058594
10,-6.021231174468994,-7.29760217666626,-13.224596977233888,-11.813720703125,-10.918937683105469,-12.85257053375244
20,-2.4390597343444824,-12.126718521118164,-12.65406894683838,-12.00351333618164,-11.1673583984375,-12.656079292297363
0,-5.318701267242432,-6.456831932067871,-7.76270055770874,-11.337207794189451,-12.32286548614502,-12.736416816711426
6,-5.842273712158203,-6.447054386138916,-7.239758491516113,-6.004045009613037,-12.522157669067385,-11.900245666503906
5,-6.326658725738525,-7.473008155822754,-12.859623908996582,-12.572251319885254,-11.85916519165039,-11.735925674438477
7,-3.999841690063477,-7.612051010131836,-8.715399742126465,-11.725384712219238,-12.386730194091797,-13.925954818725586
4,-6.158185005187988,-8.676355361938477,-11.62269687652588,-10.825547218322754,-12.57603645324707,-12.094822883605955
17,-5.821637153625488,-5.868182182312012,-11.160785675048828,-11.445491790771484,-12.331705093383787,-11.961514472961426
18,-3.6770312786102295,-9.103219985961914,-13.127872467041016,-12.502283096313477,-11.843406677246094,-11.134048461914062
19,-4.624452114105225,-7.889473915100098,-13.097233772277832,-13.70021629333496,-13.407999038696287,-13.72366428375244
16,-5.664270877838135,-6.7310662269592285,-8.829334259033203,-12.50074863433838,-12.845269203186035,-13.039169311523438
13,-4.567188262939453,-12.474885940551758,-11.752599716186523,-12.034482955932615,-12.86646556854248,-12.576020240783691
