,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-6.71875,-16.359375,-17.296875,-15.8984375,-15.25,-13.6875
1,-8.1796875,-16.71875,-16.0,-13.8359375,-15.4375,-15.3828125
2,-6.6953125,-15.765625,-15.96875,-15.015625,-13.953125,-17.859375
3,-6.0703125,-16.296875,-13.9765625,-12.5234375,-12.78125,-13.265625
4,-9.7578125,-16.4375,-18.1875,-15.9375,-14.765625,-16.3125
5,-8.125,-16.28125,-16.25,-14.265625,-14.859375,-16.984375
6,-10.890625,-16.609375,-15.2265625,-14.4765625,-15.8046875,-15.390625
7,-9.5,-16.359375,-14.671875,-16.40625,-16.359375,-15.3671875
8,-7.4453125,-15.859375,-14.140625,-14.3828125,-14.0078125,-14.9921875
9,-7.4140625,-14.9921875,-15.6328125,-15.3359375,-14.7578125,-16.421875
10,-8.8359375,-17.671875,-15.8125,-15.953125,-15.921875,-17.078125
11,-10.9765625,-14.3359375,-16.203125,-15.1484375,-15.0703125,-15.2890625
12,-9.2421875,-15.5,-14.421875,-16.1875,-17.0625,-16.09375
13,-7.0546875,-15.359375,-14.390625,-12.375,-14.1171875,-12.8515625
14,-10.90625,-17.265625,-15.625,-16.4375,-15.8203125,-15.1171875
15,-7.046875,-16.890625,-15.8203125,-15.1953125,-16.515625,-16.015625
16,-5.15625,-16.515625,-14.875,-14.4140625,-15.0859375,-16.0
17,-9.6015625,-13.421875,-11.34375,-10.828125,-9.6875,-14.4296875
18,-6.1875,-15.9375,-13.796875,-13.71875,-14.640625,-15.40625
19,-6.5234375,-16.90625,-17.359375,-17.40625,-16.359375,-15.8359375
