,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.7490912675857544,-7.456250667572021,-7.091047763824463,-7.433318614959717,-7.087378978729248,-8.074140548706055
1,-1.7639700174331665,-2.2492382526397705,-5.816790580749512,-7.220757484436035,-7.194762706756592,-8.706801414489746
2,-2.459049940109253,-2.9733572006225586,-3.5966475009918213,-3.98367977142334,-1.846609354019165,-2.4730312824249268
3,-1.5800731182098389,-3.765320301055908,-3.4556658267974854,-4.684328556060791,-5.2822041511535645,-6.945031642913818
5,-1.209976077079773,-5.128462314605713,-1.9250162839889529,-3.349649429321289,-5.113877296447754,-6.036749362945557
7,-1.5761277675628662,-4.207419872283936,-5.661742210388184,-6.028914451599121,-6.894880771636963,-7.295090675354004
6,-1.4145176410675049,-2.450856685638428,-5.097923278808594,-7.260679721832275,-7.470108985900879,-7.580443382263184
8,-2.448957920074463,-3.3807120323181152,-2.8479647636413574,-6.371336936950684,-7.350772857666016,-7.918262004852295
9,-1.2542237043380735,-4.1616973876953125,-2.5513124465942383,-2.773151636123657,-7.51056957244873,-7.826774597167969
10,-1.73280131816864,-3.651015758514404,-3.217028856277466,-4.502077102661133,-7.419958591461182,-7.958908557891846
11,-0.9376909732818604,-3.2951409816741943,-5.780427932739258,-5.389853000640869,-6.2726359367370605,-7.226282119750977
13,-1.0481492280960083,-3.589096069335937,-5.08394193649292,-7.285313129425049,-7.536438465118408,-7.618309497833252
12,-1.828866720199585,-3.2865052223205566,-1.8626244068145752,-3.863591909408569,-6.771353244781494,-7.160190582275391
14,-1.1420373916625977,-2.645469188690185,-3.796853065490722,-6.58363151550293,-6.029911041259766,-7.234070301055908
23,-1.8080915212631223,-2.80969762802124,-3.1299314498901367,-2.9095377922058105,-2.7141988277435303,-3.573359727859497
16,-1.2384463548660278,-2.376319169998169,-4.722235679626465,-6.877188682556152,-6.743414878845215,-6.89138650894165
17,-1.3394984006881714,-1.266411066055298,-2.3163516521453857,-2.6366171836853027,-2.2939677238464355,-2.2020206451416016
18,-3.609343528747559,-3.1259565353393555,-3.211141586303711,-6.813720703125,-8.006048202514648,-8.15740966796875
19,-1.0790040493011477,-1.6526391506195068,-2.9257471561431885,-6.65049934387207,-7.065140724182129,-7.072039604187012
4,-1.583344578742981,-2.824727296829224,-2.0269975662231445,-3.610406875610352,-4.105766296386719,-6.127800464630127
22,-2.6729891300201416,-5.069948196411133,-6.580054759979248,-7.447151184082031,-7.993630886077881,-8.364567756652832
21,-4.847322940826416,-2.901497364044189,-1.9224166870117188,-2.6530416011810303,-2.463054180145264,-3.8440372943878174
15,-1.2766172885894775,-1.402438998222351,-6.6702799797058105,-6.984827041625977,-7.268711566925049,-7.808403015136719
20,-2.659149646759033,-3.017741441726685,-2.850460290908813,-6.806938171386719,-7.153425693511963,-7.615459442138672
