,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-4.023764610290527,-3.80510139465332,-4.281859874725342,-4.730874061584473,-5.173015117645264,-5.241578102111816
1,-3.4224648475646973,-5.270655632019043,-5.849668025970459,-6.098760604858398,-6.084817886352539,-5.941433906555176
2,-3.460566759109497,-3.1273984909057617,-4.941567897796631,-5.826028823852539,-5.569094181060791,-5.374342918395996
3,-4.215153694152832,-4.120753765106201,-3.5101590156555176,-4.7270188331604,-5.259459018707275,-5.141934871673584
5,-3.873662233352661,-3.0591890811920166,-4.104245185852051,-4.456592559814453,-4.834432125091553,-4.664090156555176
7,-4.067230224609375,-2.7750065326690674,-4.402620315551758,-4.197873592376709,-4.980020999908447,-4.514030456542969
6,-3.994064331054688,-3.476327657699585,-4.375023365020752,-5.206515312194824,-5.207040786743164,-5.023456573486328
8,-3.422205686569214,-2.7929177284240723,-2.8543131351470947,-3.619006395339966,-3.2716288566589355,-2.571359872817993
9,-3.791539907455444,-3.981673240661621,-3.2063231468200684,-3.605215072631836,-2.8084876537323,-5.603373527526856
10,-4.853414535522461,-2.967644214630127,-2.768595218658448,-3.023876905441284,-4.639284610748291,-4.722358226776123
11,-3.965187072753906,-3.417065620422364,-5.438868999481201,-5.372700214385986,-5.647596836090088,-4.876950263977051
13,-3.291508436203003,-2.754380702972412,-4.369544982910156,-5.432409286499023,-5.406083106994629,-5.591883659362793
12,-4.338830947875977,-3.184331178665161,-4.225232601165772,-7.803410053253174,-7.684220314025879,-6.743475914001465
14,-4.027461528778076,-3.738264322280884,-3.461230993270874,-3.3922572135925293,-4.120283603668213,-5.037097930908203
23,-3.7248706817626953,-2.429994821548462,-4.399198055267334,-4.362447261810303,-4.12005615234375,-3.709641456604004
16,-3.5021066665649414,-3.0290541648864746,-3.1448209285736084,-3.763239622116089,-3.970607280731201,-3.88318133354187
17,-3.963672876358032,-4.970441818237305,-5.225164413452148,-5.356962203979492,-5.282420158386231,-5.349925518035889
18,-3.5379862785339355,-3.15690279006958,-2.814671754837036,-3.762352705001831,-4.986379146575928,-4.199708938598633
19,-3.4510443210601807,-4.142204284667969,-4.522306442260742,-4.181599140167236,-6.1663103103637695,-6.369178295135498
4,-3.88223934173584,-3.720633983612061,-3.998553991317749,-4.713906764984131,-5.410826683044434,-4.728871822357178
22,-4.4254984855651855,-4.102550506591797,-5.966813564300537,-6.554089069366455,-7.099276065826416,-5.8405442237854
21,-3.0955252647399902,-2.432490587234497,-4.567636966705322,-4.57981538772583,-3.4225594997406006,-3.921684265136719
15,-3.810666084289551,-4.359106063842773,-4.213436126708984,-5.218211650848389,-8.611675262451172,-8.505167007446289
20,-3.128902673721313,-2.954019546508789,-4.383492469787598,-4.934925556182861,-5.237668991088867,-4.970648765563965
