,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.150070667266846,-7.349318027496338,-7.145247459411621,-6.378207683563232,-6.77202844619751,-6.665113925933838
1,-5.146266460418701,-7.109116077423096,-7.360668182373047,-7.274733543395996,-6.329791069030762,-7.255127906799316
2,-6.504959583282471,-9.203110694885254,-8.410990715026855,-8.661828994750977,-8.141607284545898,-8.785599708557129
4,-6.3353424072265625,-7.896374702453613,-8.44981575012207,-7.842649459838867,-8.23923110961914,-7.900269985198975
3,-5.836015224456787,-5.961677074432373,-6.993253707885742,-7.016642093658447,-6.850763320922852,-7.320346355438232
5,-6.872321605682373,-8.122600555419922,-7.052477836608887,-7.270414352416992,-7.554280757904053,-7.695426940917969
7,-5.880675792694092,-7.424017906188965,-7.910274505615234,-6.781076431274414,-6.790887355804443,-6.9014739990234375
6,-6.0926127433776855,-6.675047874450684,-8.270003318786621,-10.876383781433104,-9.308744430541992,-10.116559028625488
8,-5.80383825302124,-5.9647135734558105,-5.263264656066895,-7.284902095794678,-7.624520301818848,-8.150646209716797
15,-5.556440830230713,-9.064390182495115,-8.286043167114258,-8.08387279510498,-7.255318641662598,-8.91130542755127
9,-6.047654151916504,-7.587332725524902,-5.775455474853516,-7.074644088745117,-7.283890724182129,-7.125513553619385
14,-5.662389755249023,-6.068619728088379,-8.260354995727539,-7.809500694274902,-6.999062061309815,-7.740388870239258
10,-6.5697340965271,-7.665435314178467,-8.723816871643066,-9.230615615844728,-6.697633266448975,-7.1914567947387695
12,-6.096061706542969,-8.25195598602295,-7.360304832458496,-6.3133392333984375,-6.865830898284912,-7.878424167633057
11,-7.0560383796691895,-8.652909278869629,-7.941751956939697,-7.941751956939697,-8.111454010009766,-8.427458763122559
13,-5.587087631225586,-6.399719715118408,-6.994896411895752,-7.095821380615234,-7.220707893371582,-7.555203437805176
16,-6.315682411193848,-7.041154384613037,-7.017019271850586,-6.725341320037842,-6.543887615203857,-7.015153408050537
17,-6.616011619567871,-6.993576526641846,-6.720037460327148,-9.088247299194336,-6.928202152252197,-6.53819465637207
18,-6.701543807983398,-4.712607383728027,-6.288886070251465,-6.436829090118408,-6.829800605773926,-7.33815336227417
19,-6.567142009735107,-7.661914348602295,-7.38662576675415,-7.691552639007568,-7.248275279998779,-7.426671028137207
