,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.387203693389893,-7.80553388595581,-7.236433506011963,-7.194738864898682,-6.621619701385498,-7.255127906799316
3,-5.9262237548828125,-6.295420169830322,-7.4752302169799805,-7.174197196960449,-7.269424438476562,-7.320346355438232
8,-5.968825340270996,-6.152996063232422,-6.054768085479736,-8.043049812316895,-7.930697441101074,-8.150646209716797
2,-7.270443916320801,-10.001909255981444,-9.201154708862305,-9.244829177856444,-8.549360275268555,-8.785599708557129
14,-5.684509754180908,-6.915833950042725,-9.18909740447998,-8.333642959594727,-7.299787044525146,-7.740388870239258
12,-5.871824741363525,-8.649100303649902,-6.886744976043701,-6.716485500335693,-6.892157077789307,-7.878424167633057
21,-6.261720180511475,-5.916900157928467,-6.15500020980835,-7.410082817077637,-7.757527351379394,-8.247355461120605
23,-6.6737141609191895,-6.052994251251221,-6.073336124420166,-7.766584396362305,-6.904201030731201,-7.378452777862549
9,-5.384425163269043,-7.449390411376953,-5.9373860359191895,-7.513372421264648,-6.930763244628906,-7.125513553619385
0,-6.415017127990723,-8.433927536010742,-7.507675647735596,-6.324862003326416,-6.832146167755127,-6.665113925933838
10,-7.073724746704102,-8.265406608581543,-9.44839859008789,-9.198018074035645,-7.15976095199585,-7.1914567947387695
17,-6.886731624603272,-7.15424394607544,-6.931792736053467,-8.832666397094727,-6.857051372528076,-6.53819465637207
11,-7.088146209716797,-9.431912422180176,-8.569571495056152,-8.435917854309082,-8.406277656555176,-8.427458763122559
18,-6.891027450561523,-5.27017068862915,-7.080487251281738,-7.194187641143799,-6.895208358764648,-7.33815336227417
19,-6.834433555603027,-8.657133102416992,-7.974549293518066,-8.262234687805176,-7.5933356285095215,-7.426671028137207
16,-6.069172859191895,-8.152173042297363,-7.545928478240967,-7.1953630447387695,-6.877216815948486,-7.015153408050537
4,-6.793646812438965,-7.678010940551758,-8.589639663696289,-8.817173957824707,-8.588825225830078,-7.900269985198975
20,-5.025149345397949,-6.142156600952148,-7.616282939910889,-8.42647933959961,-7.724625110626221,-7.878680229187012
5,-6.410592079162598,-8.105002403259277,-7.061535358428955,-7.312838077545166,-7.758760452270508,-7.695426940917969
13,-5.774374961853027,-7.578145027160644,-7.632864952087402,-7.39822244644165,-7.734487056732178,-7.555203437805176
6,-6.548773765563965,-8.131226539611816,-9.34249496459961,-11.22242259979248,-10.191536903381348,-10.116559028625488
