,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.96875,-11.5703125,-12.3828125,-10.375,-10.7421875,-12.4765625
1,-7.95703125,-14.71875,-11.9609375,-13.40625,-9.8671875,-9.2578125
2,-6.7578125,-7.48828125,-11.9140625,-8.8125,-9.6484375,-13.640625
3,-6.7109375,-6.64453125,-9.53125,-13.6953125,-13.1875,-12.2421875
4,-6.46875,-7.34765625,-14.421875,-12.3515625,-12.15625,-12.296875
5,-6.0234375,-12.734375,-11.71875,-10.9921875,-11.1328125,-9.734375
6,-6.25,-8.5078125,-12.0390625,-8.96875,-10.703125,-11.7578125
7,-6.78125,-5.609375,-9.5234375,-8.65625,-9.3359375,-10.1796875
8,-6.4765625,-10.0703125,-11.65625,-10.421875,-9.921875,-11.0625
9,-6.8359375,-7.23046875,-13.296875,-9.8671875,-11.1015625,-12.984375
10,-6.953125,-8.0390625,-11.6484375,-12.2578125,-11.359375,-12.6328125
11,-7.16015625,-8.3203125,-5.68359375,-13.3125,-12.765625,-12.390625
12,-6.9375,-10.609375,-11.7265625,-13.21875,-12.0390625,-11.421875
13,-7.046875,-8.90625,-13.46875,-12.5625,-12.4609375,-12.921875
14,-6.96875,-12.765625,-13.7578125,-12.171875,-12.765625,-13.6015625
15,-6.23046875,-11.1953125,-12.6875,-12.078125,-7.76953125,-10.109375
16,-6.54296875,-9.3125,-14.0,-12.984375,-12.1171875,-11.8125
17,-6.5234375,-10.8515625,-12.1796875,-10.7421875,-10.7265625,-12.5
18,-6.95703125,-13.1328125,-13.53125,-8.734375,-9.28125,-8.9140625
19,-6.47265625,-7.2578125,-10.40625,-10.1875,-10.015625,-10.09375
