,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.37890625,-12.515625,-12.6171875,-12.3359375,-11.359375,-12.4765625
1,-9.3046875,-15.234375,-12.5078125,-14.03125,-11.3359375,-9.2578125
2,-8.140625,-7.3203125,-12.875,-10.328125,-10.21875,-13.640625
3,-8.703125,-8.78125,-12.796875,-14.5234375,-13.1875,-12.2421875
4,-7.984375,-8.7265625,-15.09375,-13.609375,-12.171875,-12.296875
5,-6.71484375,-13.59375,-12.375,-12.265625,-10.8984375,-9.734375
6,-7.5078125,-10.546875,-12.3984375,-12.0390625,-11.7890625,-11.7578125
7,-7.78125,-5.9609375,-10.1484375,-10.21875,-9.859375,-10.1796875
8,-7.328125,-10.53125,-11.6171875,-11.1875,-10.921875,-11.0625
9,-7.6953125,-7.88671875,-13.65625,-12.390625,-12.609375,-12.984375
10,-7.71484375,-9.8359375,-12.5,-12.921875,-11.640625,-12.6328125
11,-8.2734375,-9.1953125,-6.66796875,-13.1328125,-12.78125,-12.390625
12,-7.6640625,-12.546875,-12.6875,-13.125,-11.984375,-11.421875
13,-8.5546875,-11.671875,-13.5390625,-12.78125,-10.59375,-12.921875
14,-9.1328125,-13.8203125,-13.7578125,-13.0859375,-13.1484375,-13.6015625
15,-7.0625,-10.7265625,-12.0703125,-12.265625,-9.046875,-10.109375
16,-7.51171875,-12.1796875,-13.2734375,-13.1640625,-12.7734375,-11.8125
17,-7.3515625,-12.4765625,-12.234375,-11.578125,-11.7109375,-12.5
18,-8.1171875,-13.90625,-12.7109375,-9.96875,-8.703125,-8.9140625
19,-7.609375,-8.4609375,-9.8359375,-9.5625,-9.796875,-10.09375
