,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.1309698969125747,-0.2124271243810653,-0.2617809474468231,-0.1671686172485351,-0.1345580369234085,-0.1897533386945724
1,-0.0602298341691494,-0.6596084237098694,-0.2882088422775268,-0.2662353515625,-0.2418142855167389,-0.3741427361965179
2,-0.0530949681997299,-0.2190330773591995,-0.2261691689491272,-0.3205285966396332,-0.158110111951828,-0.2595907747745514
3,-0.0803433284163475,-0.299623429775238,-0.6257862448692322,-0.347854346036911,-0.3892055749893188,-0.4722599685192108
5,-0.0799623057246208,-0.5258688926696777,-0.3172806203365326,-0.412565141916275,-0.2549512684345245,-0.6951001882553101
7,-0.0964962765574455,-0.0774742141366005,-0.1302059888839721,-0.2028255462646484,-0.2498477399349212,-0.3287952244281769
6,-0.0693669468164444,-0.7085617780685425,-0.2494697570800781,-0.2376162707805633,-0.2558126151561737,-0.3822374641895294
8,-0.1247370466589927,-0.4584398865699768,-0.7409305572509766,-0.3958176970481872,-0.358134388923645,-0.7443948984146118
9,-0.077551431953907,-0.2894099950790405,-0.2734985053539276,-0.2278468608856201,-0.2400262802839279,-0.2118138521909713
10,-0.0523513071238994,-0.3481295108795166,-0.2099515199661255,-0.1446583271026611,-0.2192394137382507,-0.8307539820671082
11,-0.0816144123673439,-0.398187905550003,-0.2975194454193115,-0.2733802497386932,-0.2126362770795822,-0.281555712223053
13,-0.0559528395533561,-0.2107673585414886,-0.3018929064273834,-0.1839375644922256,-0.2026558965444564,-0.5775274038314819
12,-6.672610759735107,-0.9118229150772096,-0.7874259948730469,-0.2599535584449768,-0.4111016094684601,-0.3622738122940063
14,-0.041759930551052,-0.6827316880226135,-0.2602589726448059,-0.1492093205451965,-0.2417153567075729,-0.6015803217887878
23,-0.0749080255627632,-0.3192655742168426,-0.1423485279083252,-0.1711924076080322,-0.2426594495773315,-0.3780557215213775
16,-0.0921733304858207,-0.3235403299331665,-0.2238282412290573,-0.1838726997375488,-0.1436362713575363,-0.2240598946809768
17,-0.0527216233313083,-0.3130983114242553,-0.7846291661262512,-0.6150237321853638,-0.454838216304779,-1.065889596939087
18,-0.0647812858223915,-0.1584645360708236,-0.125159665942192,-0.1047801822423935,-0.1076854765415191,-0.1673346161842346
19,-0.0827449560165405,-0.2676078677177429,-0.9021114110946656,-0.2582864761352539,-0.2726098597049713,-0.5110769271850586
4,-0.0684716627001762,-0.3905123174190521,-0.3931909203529358,-0.3600130081176758,-0.3784091770648956,-0.8522173762321472
22,-0.0635660216212272,-0.3003123700618744,-0.2566788792610168,-0.1358024626970291,-0.2616163194179535,-0.3792222738265991
21,-0.4459984302520752,-0.1563648730516433,-0.4035939276218414,-0.2547638714313507,-0.5078908205032349,-0.7328509092330933
15,-0.0752561464905738,-0.2028016895055771,-0.2818905711174011,-0.1419282555580139,-0.2594472467899322,-0.2883281409740448
20,-0.0545197874307632,-0.2203811407089233,-0.1936650425195694,-0.2162647396326065,-0.1734727919101715,-0.27034682035446167
