,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-5.0625,-9.4921875,-9.234375,-9.59375,-9.4375,-10.109375
1,-5.796875,-10.609375,-8.59375,-8.2890625,-9.5390625,-10.2578125
2,-5.92578125,-10.65625,-10.5390625,-10.25,-10.8046875,-10.3046875
3,-4.33203125,-9.0390625,-9.0,-8.703125,-8.9453125,-10.171875
4,-6.58203125,-10.1015625,-10.671875,-9.203125,-10.0234375,-12.046875
5,-6.01171875,-10.5546875,-10.265625,-10.90625,-9.5,-10.0390625
6,-5.69921875,-11.359375,-8.8828125,-8.984375,-9.0859375,-10.453125
7,-4.95703125,-10.640625,-8.984375,-9.84375,-9.90625,-10.578125
8,-5.1015625,-9.9375,-9.4140625,-8.4609375,-8.4609375,-10.078125
9,-6.0625,-11.0625,-9.015625,-9.5,-10.4375,-10.9140625
10,-6.5234375,-10.1015625,-10.5390625,-10.140625,-8.328125,-9.7109375
11,-5.06640625,-8.734375,-8.15625,-8.1484375,-8.1484375,-10.125
12,-5.3125,-11.1328125,-12.984375,-12.3515625,-11.65625,-11.375
13,-6.5859375,-10.640625,-9.2265625,-8.71875,-8.71875,-10.265625
14,-6.3671875,-11.171875,-9.921875,-9.828125,-8.78125,-9.953125
15,-5.8828125,-9.6796875,-9.46875,-9.203125,-9.1953125,-9.9453125
16,-4.91796875,-11.078125,-11.0390625,-11.34375,-12.578125,-11.828125
17,-7.19921875,-10.6171875,-8.84375,-8.484375,-10.34375,-10.9453125
18,-5.03515625,-9.9296875,-9.640625,-10.4140625,-9.3203125,-10.9453125
19,-4.98046875,-9.953125,-9.4453125,-9.703125,-10.75,-11.265625
