,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-9.609375,-11.2109375,-9.671875,-11.0,-10.296875,-10.109375
1,-8.8984375,-11.53125,-11.25,-9.90625,-10.375,-10.2578125
2,-10.0546875,-11.5546875,-10.859375,-10.4765625,-10.1875,-10.3046875
3,-6.8984375,-10.0390625,-9.3125,-9.15625,-9.1171875,-10.171875
4,-9.03125,-10.25,-11.171875,-10.1875,-10.9296875,-12.046875
5,-7.51953125,-11.609375,-12.8203125,-11.2109375,-9.3984375,-10.0390625
6,-6.921875,-11.4453125,-10.328125,-9.6015625,-10.234375,-10.453125
7,-6.83203125,-11.6875,-10.75,-10.9375,-11.3984375,-10.578125
8,-7.7890625,-10.75,-10.0078125,-9.5546875,-9.53125,-10.078125
9,-9.7578125,-11.046875,-10.984375,-10.4140625,-11.359375,-10.9140625
10,-6.21484375,-11.328125,-10.03125,-10.0234375,-9.6640625,-9.7109375
11,-8.0078125,-9.4765625,-8.953125,-8.9921875,-9.078125,-10.125
12,-7.0234375,-12.40625,-14.0859375,-13.3671875,-12.84375,-11.375
13,-10.921875,-11.40625,-10.0625,-10.53125,-10.078125,-10.265625
14,-7.44921875,-11.5390625,-11.234375,-10.9921875,-9.8515625,-9.953125
15,-6.54296875,-10.265625,-10.0859375,-9.671875,-9.5859375,-9.9453125
16,-8.3203125,-11.9296875,-11.3203125,-11.140625,-11.96875,-11.828125
17,-9.09375,-11.9921875,-11.9296875,-10.765625,-11.3125,-10.9453125
18,-6.40625,-11.234375,-10.8203125,-10.421875,-10.5078125,-10.9453125
19,-6.69140625,-11.171875,-10.328125,-10.453125,-10.46875,-11.265625
