,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan,agent0_833,agent1_833,agent2_833,agent3_833,agent4_833,agent5_833
0,-7.716654300689697,-5.64772367477417,-5.897824287414551,-5.554489612579346,-6.608578205108643,-6.8450026512146,-1.2832629680633545,-0.6808984875679016,-10.878276824951172,-5.781853199005127,-7.166058540344238,-9.045401573181152
8,-7.999516487121582,-7.291524887084961,-7.870655059814453,-8.228943824768066,-8.331409454345703,-7.112719058990479,-1.2244261503219604,-6.74679708480835,-7.779208660125732,-11.013723373413086,-14.579607963562012,-12.024601936340332
16,-7.9757981300354,-6.800259113311768,-6.078860759735107,-7.822098255157471,-7.907107353210449,-5.428484916687012,,,,,,
2,-7.7618231773376465,-7.279238224029541,-6.813950538635254,-7.006062984466553,-7.082080841064453,-6.854780673980713,-0.3561542928218841,-0.1601163148880005,-0.1411502808332443,-0.2012806236743927,-0.6304094791412354,-0.535844087600708
1,-8.339081764221191,-7.365811824798584,-6.9011759757995605,-4.687521457672119,-5.89471435546875,-5.942124366760254,-0.1931342184543609,-0.0990495756268501,-0.7750467658042908,-0.075490653514862,-3.682129383087158,-8.524531364440918
9,-8.012842178344727,-6.373414039611816,-7.287805557250977,-5.995621204376221,-6.829048156738281,-7.429071426391602,-1.2925810813903809,-0.8834618926048279,-0.2301293462514877,-0.047465480864048,-0.3721134662628174,-18.564441680908203
17,-8.157033920288086,-7.500400066375732,-8.041260719299316,-6.976794719696045,-7.00540018081665,-5.068304538726807,,,,,,
3,-7.841290473937988,-6.889018058776856,-8.493582725524902,-8.335990905761719,-9.557944297790527,-6.220066070556641,-0.0069407788105309,-0.0670651644468307,-0.839464545249939,-0.6856404542922974,-1.1170200109481812,-14.735709190368652
10,-7.68914794921875,-7.34089994430542,-7.384673118591309,-6.728992938995361,-6.520777702331543,-6.691246032714844,-0.946679413318634,-0.3334308266639709,-1.30329692363739,-0.7326610088348389,-0.1214483305811882,-0.2838707566261291
11,-8.276592254638672,-6.805419921875,-7.420241832733154,-7.008090972900391,-7.462549686431885,-6.543745040893555,-0.261755883693695,-2.602217435836792,-0.8132491111755371,-1.3162155151367188,-9.079901695251465,-7.94706392288208
18,-7.420623302459717,-7.826670169830322,-6.764552116394043,-5.670721530914307,-6.249460697174072,-6.272885322570801,,,,,,
19,-8.3263521194458,-7.56268835067749,-8.616193771362305,-9.100286483764648,-8.270191192626953,-7.93743896484375,,,,,,
5,-7.73650598526001,-6.172697067260742,-7.839678764343262,-7.150541305541992,-7.010098934173584,-6.90432071685791,-0.2587786018848419,-0.2106606066226959,-0.4791412651538849,-2.012490749359131,-13.338661193847656,-13.289999008178713
4,-7.857161998748779,-6.994450569152832,-6.6668009757995605,-7.260092735290527,-7.112735271453857,-7.809585094451904,-0.1309072524309158,-2.9031875133514404,-11.19505214691162,-3.6299116611480713,-15.942866325378418,-40.07100677490234
12,-8.013239860534668,-6.036557197570801,-6.320136547088623,-6.443936824798584,-6.880772113800049,-7.654864311218262,,,,,,
13,-8.258238792419434,-6.469416618347168,-4.1798930168151855,-3.66359806060791,-4.835996150970459,-5.754136562347412,-0.4437498450279236,-2.1360177993774414,-0.08478993922472,-0.0971349105238914,-2.617326021194458,-9.200488090515137
7,-8.213175773620605,-7.186981201171875,-5.892482757568359,-4.774511814117432,-4.816645622253418,-5.591387271881104,-0.9425910115242004,-0.0878937616944313,-9.364282608032228,-7.957361221313477,-10.673983573913574,-11.826984405517578
6,-7.644875049591064,-7.979286193847656,-8.030811309814453,-7.428832530975342,-7.238994121551514,-5.837224006652832,-1.9066977500915527,-0.4830153584480285,-0.2792668640613556,-0.2947509288787842,-0.4663373827934265,-0.4614430367946625
15,-7.372055530548096,-6.33462381362915,-4.565589427947998,-5.833384037017822,-5.833384037017822,-6.324591159820557,,,,,,
14,-7.786916255950928,-7.396669864654541,-7.9956135749816895,-6.7064619064331055,-6.4972968101501465,-4.698431015014648,,,,,,
