,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.592813014984131,-6.257514953613281,-6.391997337341309,-6.367307662963867,-7.232557773590088,-6.8450026512146
1,-7.728877067565918,-6.466466903686523,-6.03303337097168,-4.164403438568115,-5.325918674468994,-5.942124366760254
2,-8.40738296508789,-7.801765441894531,-7.151426792144775,-7.510756492614746,-7.390762805938721,-6.854780673980713
3,-7.949460506439209,-6.616427421569824,-8.252901077270508,-7.226078510284424,-8.74157428741455,-6.220066070556641
5,-8.387337684631348,-6.79622745513916,-7.950341701507568,-7.898121356964111,-7.932336807250977,-6.90432071685791
7,-8.002817153930664,-5.878039836883545,-5.7440290451049805,-5.909505367279053,-5.7085957527160645,-5.591387271881104
6,-7.647641658782959,-7.721323490142822,-7.059167861938477,-6.748048782348633,-7.007950782775879,-5.837224006652832
8,-7.509140014648437,-6.026303291320801,-7.132263660430908,-7.245087146759033,-7.532616138458252,-7.112719058990479
9,-7.8041534423828125,-6.638481140136719,-7.047633647918701,-5.978142261505127,-7.038150310516357,-7.429071426391602
10,-8.51877212524414,-6.667335033416748,-6.6205010414123535,-6.563507080078125,-6.346691131591797,-6.691246032714844
11,-9.244210243225098,-7.185827255249023,-7.497579097747803,-7.150346755981445,-7.894808292388916,-6.543745040893555
13,-7.476485252380371,-5.852832317352295,-4.136854648590088,-4.528852939605713,-5.540584087371826,-5.754136562347412
12,-7.955307960510254,-6.182318210601807,-6.009596347808838,-7.226829528808594,-8.030339241027832,-7.654864311218262
14,-8.2887544631958,-8.445013046264648,-8.081388473510742,-6.95526933670044,-6.404321670532227,-4.698431015014648
23,-7.950802803039551,-5.807937145233154,-3.754218578338623,-6.470541000366211,-6.604711532592773,-6.648513317108154
16,-8.410303115844727,-6.776837348937988,-6.539083480834961,-8.227319717407227,-7.64875602722168,-5.428484916687012
17,-8.75047492980957,-7.561318397521973,-6.830761909484863,-5.786062717437744,-4.596160888671875,-5.068304538726807
18,-8.531122207641602,-7.0873799324035645,-6.736129283905029,-6.687045097351074,-6.986837387084961,-6.272885322570801
19,-8.970490455627441,-7.467316150665283,-7.996519088745117,-8.435175895690918,-8.177186012268066,-7.93743896484375
4,-8.208974838256836,-6.734736442565918,-6.940725326538086,-7.33524751663208,-7.643406867980957,-7.809585094451904
22,-8.930488586425781,-5.989823818206787,-7.27868127822876,-7.844459533691406,-7.605116844177246,-7.972603321075439
21,-7.957483768463135,-6.435505390167236,-6.211427688598633,-5.534237861633301,-6.701107501983643,-6.721251964569092
15,-7.305937767028809,-6.036385536193848,-5.965043067932129,-6.4863152503967285,-6.655306816101074,-6.324591159820557
20,-9.27585220336914,-5.02021598815918,-5.809969902038574,-5.569045066833496,-6.2210693359375,-5.054245471954346
