,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.389883041381836,-4.444083690643311,-6.707779407501221,-6.948155879974365,-6.911165714263916,-5.689858913421631
1,-2.097706317901612,-2.755039691925049,-4.422684192657471,-6.668819904327393,-5.734642028808594,-5.988694190979004
2,-4.635293006896973,-4.597659111022949,-3.446120500564575,-6.305292129516602,-7.37443733215332,-6.92837381362915
3,-4.244641304016113,-2.728371381759644,-3.279070854187012,-2.5945844650268555,-7.344819068908691,-6.501399517059326
5,-4.42332124710083,-4.593329429626465,-6.781892776489258,-7.300225734710693,-7.928080558776855,-7.763634204864502
7,-3.95395302772522,-2.7108359336853027,-2.90879487991333,-5.615048408508301,-6.099747657775879,-7.6462321281433105
6,-4.395937442779541,-4.155414581298828,-3.45733904838562,-4.102238178253174,-3.4998555183410645,-3.5260086059570312
8,-3.28582501411438,-3.259403705596924,-6.878232002258301,-7.130569934844971,-7.694429397583008,-7.427749156951904
9,-3.49092960357666,-4.059581279754639,-5.1186628341674805,-5.002435207366943,-4.962584495544434,-8.016475677490234
10,-3.902273178100586,-4.846181392669678,-6.605253219604492,-7.0622334480285645,-7.093740940093994,-6.831876277923584
11,-4.203178882598877,-5.243774890899658,-4.282541751861572,-4.946361064910889,-5.279910087585449,-8.182821273803711
13,-2.730275154113769,-3.323497772216797,-3.410571813583374,-4.329820156097412,-7.303919792175293,-7.155222415924072
12,-4.1562275886535645,-3.2540950775146484,-3.511000871658325,-5.899500846862793,-5.571846008300781,-3.960094690322876
14,-1.746374011039734,-4.515559673309326,-4.716655731201172,-5.881507873535156,-5.038018703460693,-5.549296379089356
23,-1.975299596786499,-4.412700176239014,-6.576366424560547,-7.335451602935791,-7.088718891143799,-6.52857780456543
16,-4.200108528137207,-5.375217437744141,-6.724717617034912,-7.258970260620117,-8.422557830810547,-7.379573345184326
17,-3.047161340713501,-4.948065280914307,-6.639606952667236,-6.94581413269043,-7.377917289733887,-6.597335338592529
18,-3.919347763061523,-2.4683663845062256,-4.1386799812316895,-6.660633563995361,-6.22240161895752,-6.1663498878479
19,-2.795377492904663,-4.186742782592773,-6.6378679275512695,-7.489175319671631,-7.163640022277832,-7.3450164794921875
4,-4.584789752960205,-3.6970229148864746,-5.72217321395874,-5.833566665649414,-6.969867706298828,-6.156842708587647
22,-2.6745707988739014,-5.688749313354492,-5.250887870788574,-5.900546073913574,-6.31067419052124,-6.625005722045898
21,-3.187695264816284,-5.036111354827881,-7.040884017944336,-6.501597881317139,-7.051694869995117,-6.608201026916504
15,-3.188270568847656,-4.292454719543457,-7.377124786376953,-7.140004634857178,-7.187516689300537,-6.785419464111328
20,-3.179016828536988,-3.744831800460816,-6.248644828796387,-6.32853364944458,-6.734082221984863,-6.71087646484375
